frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,83,440
Aigle botté,2018,0,1
Alouette des champs,2022,11,71
Alouette lulu,2023,18,41
Autour des palombes,2024,58,154
Bécasse des bois,2023,13,34
Bécassine des marais,2013,0,4
Bec-croisé des sapins,2024,69,378
Bergeronnette des ruisseaux,2024,44,319
Bergeronnette grise,2023,114,752
Bergeronnette printanière,2023,11,33
Bondrée apivore,2023,35,137
Bouvreuil pivoine,2024,147,1045
Bruant des roseaux,2022,1,3
Bruant jaune,2023,109,684
Bruant ortolan,2016,0,3
Bruant zizi,2020,3,0
Busard cendré,2016,0,2
Busard des roseaux,2023,8,26
Busard pâle,2023,1,1
Busard Saint-Martin,2017,0,10
Buse pattue,2009,0,1
Buse variable,2024,106,1253
Butor étoilé,2018,0,2
Caille des blés,2021,1,0
Canard colvert,2023,8,59
Cassenoix moucheté,2023,51,502
Chardonneret élégant,2023,68,521
Chevalier culblanc,2018,0,1
Chevêchette d'Europe,2024,15,24
Choucas des tours,2024,25,39
Chouette de Tengmalm,2022,2,5
Chouette hulotte,2023,15,104
Cigogne blanche,2023,9,9
Cigogne noire,2023,8,7
Cincle plongeur (C.c.cinclus),2024,41,242
Corbeau freux,2021,4,14
Corneille noire,2023,68,955
Coucou gris,2022,20,351
Courlis cendré,2017,0,1
Effraie des clochers,2023,1,1
Épervier d'Europe,2024,63,288
Étourneau sansonnet,2024,51,395
Faucon crécerelle,2023,41,246
Faucon émerillon,2021,2,11
Faucon hobereau,2023,6,18
Faucon pèlerin,2023,33,88
Fauvette à tête noire,2023,133,1653
Fauvette babillarde,2022,9,16
Fauvette des jardins,2023,54,163
Fauvette grisette,2023,56,81
Gallinule poule-d'eau,2013,0,6
Geai des chênes,2024,165,1102
Gélinotte des bois,2017,0,8
Gobemouche à collier,2022,1,0
Gobemouche gris,2023,16,122
Gobemouche noir,2023,7,23
Grand Corbeau,2024,350,545
Grand Cormoran,2021,7,34
Grand-duc d'Europe,2012,0,2
Grande Aigrette,2021,1,4
Grand Tétras,2015,0,10
Grimpereau des bois,2023,47,449
Grimpereau des jardins,2023,61,174
Grive draine,2024,107,1051
Grive litorne,2024,21,265
Grive mauvis,2023,16,99
Grive musicienne,2023,129,1401
Grosbec casse-noyaux,2024,122,549
Guêpier d'Europe,2023,3,2
Héron cendré,2023,24,186
Hibou des marais,2015,0,1
Hibou moyen-duc,2012,0,2
Hirondelle de fenêtre,2023,25,216
Hirondelle de rivage,2023,1,3
Hirondelle rustique,2023,35,221
Huppe fasciée,2023,2,0
Hypolaïs polyglotte,2021,1,0
Jaseur boréal,2013,0,2
Linotte mélodieuse,2022,26,75
Locustelle tachetée,2018,0,8
Loriot d'Europe,2019,1,0
Martinet noir,2023,9,105
Martin-pêcheur d'Europe,2022,19,8
Merle à plastron,2022,12,33
Merle noir,2024,261,2002
Mésange à longue queue,2024,67,299
Mésange bleue,2024,282,1650
Mésange boréale,2023,78,688
Mésange charbonnière,2024,336,1670
Mésange huppée,2024,109,797
Mésange noire,2024,258,1711
Mésange nonnette,2024,189,1051
Milan noir,2023,18,34
Milan royal,2023,105,166
Moineau domestique,2023,147,593
Moineau friquet,2013,0,4
Oie cendrée,2013,0,1
Perruche à collier,2018,0,3
Pic cendré,2023,30,178
Pic épeiche,2024,197,897
Pic épeichette,2024,24,52
Pic mar,2024,73,278
Pic noir,2024,101,427
Pic vert,2023,60,410
Pie bavarde,2023,42,412
Pie-grièche écorcheur,2023,125,394
Pigeon biset domestique,2023,7,55
Pigeon colombin,2023,35,110
Pigeon ramier,2024,126,1109
Pinson des arbres,2024,299,2132
Pinson du Nord,2024,136,292
Pipit des arbres,2023,71,314
Pipit farlouse,2022,21,108
Pipit spioncelle,2021,5,25
Pluvier doré,2013,0,1
Pouillot à grands sourcils,2016,0,1
Pouillot de Bonelli,2023,1,0
Pouillot fitis,2023,115,248
Pouillot siffleur,2023,59,119
Pouillot véloce,2023,130,1331
Rémiz penduline,2012,0,1
Roitelet à triple bandeau,2023,43,296
Roitelet huppé,2024,78,581
Rollier d'Europe,2022,1,0
Rossignol philomèle,2016,0,3
Rougegorge familier,2024,255,1483
Rougequeue à front blanc,2023,44,53
Rougequeue noir,2023,111,779
Rousserolle verderolle,2016,0,2
Serin cini,2023,8,37
Sittelle torchepot,2024,205,1015
Sizerin boréal (C.f.flammea),2008,0,1
Sizerin cabaret,2017,0,12
Sizerin flammé,2024,8,45
Tarier des prés,2023,25,44
Tarier pâtre,2023,42,31
Tarin des aulnes,2024,214,606
Torcol fourmilier,2022,31,36
Tourterelle des bois,2021,1,0
Tourterelle turque,2020,3,13
Traquet motteux,2021,11,17
Troglodyte mignon,2023,120,1296
Vanneau huppé,2020,1,0
Vautour fauve,2018,0,4
Venturon montagnard,2021,4,34
Verdier d'Europe,2024,111,528
