frname,lastobs,newcount,oldcount
Accenteur mouchet,2020,2,4
Aigle botté,2019,1,1
Aigrette garzette,2020,1,2
Alouette des champs,2017,0,2
Alouette lulu,2024,22,57
Autour des palombes,2022,3,3
Bécasse des bois,2017,0,1
Bergeronnette des ruisseaux,2024,20,42
Bergeronnette grise,2024,20,41
Bergeronnette printanière,2023,1,0
Bondrée apivore,2023,4,8
Bouscarle de Cetti,2022,2,15
Bruant des roseaux,2016,0,2
Bruant fou,2019,1,5
Bruant jaune,2020,1,0
Bruant ortolan,2011,0,3
Bruant proyer,2023,5,14
Bruant zizi,2024,23,62
Busard cendré,2016,0,2
Busard des roseaux,2020,1,0
Busard Saint-Martin,2021,1,1
Buse variable,2024,20,47
Canard colvert,2021,5,17
Chardonneret élégant,2023,14,54
Chevalier guignette,2021,1,0
Chevêche d'Athéna,2017,0,1
Choucas des tours,2023,9,28
Chouette hulotte,2022,3,4
Cigogne blanche,2024,2,0
Cincle plongeur (C.c.cinclus),2022,6,23
Circaète Jean-le-Blanc,2024,49,56
Cisticole des joncs,2024,8,1
Corneille noire,2024,7,38
Coucou gris,2021,2,8
Effraie des clochers,2010,0,1
Engoulevent d'Europe,2023,5,3
Épervier d'Europe,2024,19,34
Étourneau sansonnet,2022,13,45
Faisan de Colchide,2017,0,10
Faucon crécerelle,2023,20,22
Faucon hobereau,2023,10,6
Faucon pèlerin,2018,0,5
Fauvette à tête noire,2024,31,78
Fauvette grisette,2011,0,4
Fauvette mélanocéphale,2024,20,47
Fauvette orphée,2023,5,0
Fauvette passerinette,2009,0,1
Fauvette pitchou,2022,1,3
Gallinule poule-d'eau,2016,0,2
Geai des chênes,2024,32,59
Gobemouche gris,2023,1,3
Gobemouche noir,2023,5,1
Goéland leucophée,2017,0,2
Grand Corbeau,2023,20,32
Grand Cormoran,2024,7,18
Grand-duc d'Europe,2016,0,2
Grande Aigrette,2020,2,2
Grèbe castagneux,2017,0,2
Grimpereau des jardins,2024,23,24
Grive draine,2023,7,35
Grive litorne,2024,1,5
Grive mauvis,2024,2,6
Grive musicienne,2024,17,20
Grosbec casse-noyaux,2024,7,38
Guêpier d'Europe,2023,8,19
Héron cendré,2023,13,39
Hibou moyen-duc,2016,0,1
Hirondelle de fenêtre,2022,8,28
Hirondelle de rochers,2024,17,17
Hirondelle rustique,2022,13,33
Huppe fasciée,2024,11,19
Hypolaïs polyglotte,2023,16,25
Linotte mélodieuse,2023,2,14
Loriot d'Europe,2023,16,45
Martinet à ventre blanc,2022,4,2
Martinet noir,2022,5,33
Martin-pêcheur d'Europe,2023,12,18
Merle noir,2024,52,93
Mésange à longue queue,2023,10,27
Mésange bleue,2024,36,55
Mésange charbonnière,2024,57,100
Mésange huppée,2024,3,0
Mésange noire,2022,2,0
Milan noir,2024,36,70
Milan royal,2017,0,5
Moineau domestique,2024,26,44
Moineau friquet,2020,1,5
Moineau soulcie,2014,0,4
Monticole bleu,2023,1,0
Perdrix rouge,2022,3,10
Petit-duc scops,2022,9,24
Petit Gravelot,2015,0,1
Pic épeiche,2023,17,40
Pic épeichette,2023,4,8
Pic vert,2024,16,40
Pie bavarde,2024,17,28
Pie-grièche à tête rousse,2023,10,6
Pie-grièche écorcheur,2020,1,0
Pigeon biset domestique,2023,3,8
Pigeon colombin,2016,0,2
Pigeon ramier,2024,16,39
Pinson des arbres,2024,60,107
Pinson du Nord,2016,0,3
Pipit des arbres,2023,2,1
Pipit farlouse,2024,4,9
Pipit rousseline,2015,0,1
Pouillot de Bonelli,2022,8,24
Pouillot fitis,2019,1,2
Pouillot véloce,2024,7,16
Roitelet à triple bandeau,2024,10,12
Roitelet huppé,2015,0,2
Rollier d'Europe,2015,0,1
Rossignol philomèle,2023,18,76
Rougegorge familier,2024,44,75
Rougequeue à front blanc,2023,15,36
Rougequeue noir,2024,24,43
Rousserolle effarvatte,2017,0,1
Serin cini,2023,17,43
Sittelle torchepot,2024,5,7
Tarier des prés,2015,0,1
Tarier pâtre,2024,11,9
Tarin des aulnes,2024,1,1
Tichodrome échelette,2014,0,1
Tourterelle des bois,2023,14,31
Tourterelle turque,2024,27,26
Traquet motteux,2022,1,1
Troglodyte mignon,2024,17,21
Vautour fauve,2024,12,3
Verdier d'Europe,2024,15,42
