frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,12,45
Aigrette garzette,2023,43,93
Alouette des champs,2023,57,132
Alouette lulu,2007,0,1
Autour des palombes,2022,1,2
Barge à queue noire,2022,1,0
Bécasseau minute,2018,0,4
Bécasseau variable,2018,0,5
Bécasse des bois,2022,2,0
Bécassine des marais,2023,9,19
Bécassine sourde,2022,3,1
Bergeronnette des ruisseaux,2022,6,14
Bergeronnette grise,2023,21,80
Bergeronnette printanière,2023,27,105
Bihoreau gris,2023,24,31
Blongios nain,2014,0,3
Bondrée apivore,2023,4,3
Bouvreuil pivoine,2023,4,5
Bruant des roseaux,2022,6,44
Bruant jaune,2023,45,151
Bruant proyer,2023,31,45
Bruant zizi,2011,0,4
Busard cendré,2013,0,2
Busard des roseaux,2023,2,6
Busard Saint-Martin,2023,16,16
Buse variable,2023,58,107
Caille des blés,2012,0,10
Canard chipeau,2016,0,3
Canard colvert,2023,25,93
Canard pilet,2018,0,1
Canard siffleur,2019,1,4
Canard souchet,2019,1,7
Chardonneret élégant,2023,18,71
Chevalier aboyeur,2023,5,22
Chevalier arlequin,2022,1,15
Chevalier culblanc,2023,12,38
Chevalier gambette,2017,0,13
Chevalier guignette,2022,18,47
Chevalier sylvain,2023,4,21
Chevêche d'Athéna,2007,0,2
Choucas des tours,2021,3,8
Chouette hulotte,2022,3,10
Cigogne blanche,2023,13,32
Cigogne noire,2023,3,2
Combattant varié,2019,1,18
Corbeau freux,2023,14,65
Corneille noire,2023,108,231
Coucou gris,2023,36,64
Courlis cendré,2022,5,74
Courlis corlieu,2016,0,1
Crabier chevelu,2019,10,9
Cygne tuberculé,2023,51,171
Échasse blanche,2016,0,4
Effraie des clochers,2023,2,5
Épervier d'Europe,2023,5,28
Étourneau sansonnet,2023,89,126
Faisan de Colchide,2023,8,13
Faucon crécerelle,2023,28,53
Faucon émerillon,2022,2,3
Faucon hobereau,2022,6,10
Faucon kobez,2018,0,1
Faucon pèlerin,2019,1,8
Fauvette à tête noire,2023,94,195
Fauvette babillarde,2023,13,34
Fauvette des jardins,2023,19,45
Fauvette grisette,2023,56,122
Foulque macroule,2023,8,28
Fuligule milouin,2018,0,2
Fuligule morillon,2016,0,1
Gallinule poule-d'eau,2023,22,54
Garrot à oeil d'or,2012,0,4
Geai des chênes,2023,40,71
Gobemouche gris,2017,0,4
Gobemouche noir,2018,0,8
Goéland brun,2018,0,3
Goéland cendré,2014,0,1
Goéland leucophée,2023,4,11
Grand Cormoran,2023,39,126
Grande Aigrette,2023,70,181
Grèbe castagneux,2022,9,21
Grèbe huppé,2022,8,27
Grimpereau des jardins,2023,40,95
Grive draine,2022,2,36
Grive litorne,2022,4,31
Grive mauvis,2022,2,6
Grive musicienne,2023,42,65
Grosbec casse-noyaux,2023,17,40
Guêpier d'Europe,2023,86,144
Guifette moustac,2011,0,1
Guifette noire,2016,0,2
Harle bièvre,2019,1,4
Héron cendré,2023,89,238
Héron garde-boeufs,2021,2,8
Héron pourpré,2022,20,9
Hibou moyen-duc,2020,3,9
Hirondelle de fenêtre,2023,17,33
Hirondelle de rivage,2018,0,17
Hirondelle rustique,2023,40,79
Huppe fasciée,2023,5,9
Hypolaïs polyglotte,2023,14,35
Linotte mélodieuse,2023,29,31
Locustelle tachetée,2017,0,10
Loriot d'Europe,2023,43,63
Marouette ponctuée,2018,0,1
Martinet noir,2023,4,9
Martin-pêcheur d'Europe,2023,44,155
Merle noir,2023,75,223
Mésange à longue queue,2023,12,42
Mésange bleue,2023,50,110
Mésange boréale,2022,9,64
Mésange charbonnière,2023,72,169
Mésange noire,2018,0,3
Mésange nonnette,2023,6,19
Milan noir,2023,49,56
Milan royal,2023,13,23
Moineau domestique,2023,50,91
Moineau friquet,2023,55,189
Mouette rieuse,2023,19,75
Nette rousse,2022,1,2
Oie cendrée,2019,0,8
Ouette d'Egypte,2023,7,41
