frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,26,56
Aigrette garzette,2022,15,21
Alouette des champs,2022,4,93
Alouette lulu,2024,4,17
Autour des palombes,2017,0,3
Avocette élégante,2020,5,4
Barge à queue noire,2018,0,5
Barge rousse,2021,6,0
Bécasseau maubèche,2021,2,0
Bécasseau minute,2020,2,0
Bécasseau variable,2024,25,3
Bécasse des bois,2023,1,1
Bécassine des marais,2023,15,16
Bec-croisé des sapins,2023,1,0
Bergeronnette des ruisseaux,2023,7,26
Bergeronnette flavéole (M.f.flavissima),2017,0,1
Bergeronnette grise,2024,34,80
Bergeronnette printanière,2023,10,21
Bernache du Canada,2024,8,7
Bernache nonnette,2008,0,1
Bondrée apivore,2023,1,7
Bouscarle de Cetti,2024,17,5
Bouvreuil pivoine,2020,1,28
Bruant des roseaux,2024,23,43
Bruant jaune,2023,33,68
Bruant proyer,2015,0,1
Bruant zizi,2023,12,35
Busard des roseaux,2021,1,0
Busard Saint-Martin,2024,4,10
Buse variable,2024,88,150
Butor étoilé,2011,0,3
Caille des blés,2020,1,0
Canard chipeau,2024,11,16
Canard colvert,2024,64,155
Canard pilet,2024,6,5
Canard siffleur,2024,7,9
Canard souchet,2024,19,20
Chardonneret élégant,2024,39,108
Chevalier aboyeur,2023,3,7
Chevalier arlequin,2009,0,2
Chevalier culblanc,2024,19,29
Chevalier gambette,2023,8,10
Chevalier guignette,2024,15,22
Chevalier sylvain,2023,4,1
Chevêche d'Athéna,2020,3,38
Choucas des tours,2024,4,15
Chouette hulotte,2023,3,17
Cigogne blanche,2024,10,12
Cisticole des joncs,2023,1,10
Cochevis huppé,2014,0,1
Combattant varié,2024,5,3
Corbeau freux,2024,21,22
Corneille noire,2024,91,81
Coucou gris,2022,14,41
Courlis cendré,2024,148,330
Courlis corlieu,2011,0,1
Cygne noir,2023,2,22
Cygne tuberculé,2024,40,145
Effraie des clochers,2022,8,15
Épervier d'Europe,2024,13,25
Étourneau sansonnet,2024,69,87
Faisan de Colchide,2023,24,44
Faucon crécerelle,2024,99,167
Faucon hobereau,2022,14,29
Faucon pèlerin,2022,6,0
Fauvette à tête noire,2024,27,66
Fauvette babillarde,2022,2,0
Fauvette des jardins,2023,5,12
Fauvette grisette,2023,52,97
Foulque macroule,2024,48,156
Fuligule milouin,2024,70,168
Fuligule morillon,2024,59,89
Gallinule poule-d'eau,2024,33,112
Garrot à oeil d'or,2011,0,4
Geai des chênes,2024,56,80
Gobemouche gris,2020,3,10
Gobemouche noir,2023,5,3
Goéland brun,2024,5,4
Goéland cendré,2024,1,0
Goéland leucophée,2016,0,5
Grand Cormoran,2024,29,125
Grande Aigrette,2024,80,156
Grand Gravelot,2018,0,3
Grèbe à cou noir,2020,2,6
Grèbe castagneux,2024,10,23
Grèbe huppé,2024,57,167
Grimpereau des jardins,2024,8,26
Grive draine,2024,16,95
Grive litorne,2024,8,42
Grive mauvis,2024,7,30
Grive musicienne,2024,6,42
Grosbec casse-noyaux,2022,5,7
Guifette noire,2021,3,2
Harle bièvre,2023,14,17
Héron cendré,2024,60,112
Héron garde-boeufs,2024,64,10
Héron pourpré,2021,2,0
Hirondelle de fenêtre,2023,11,23
Hirondelle de rivage,2023,5,31
Hirondelle rustique,2023,47,91
Huppe fasciée,2023,15,18
Hypolaïs polyglotte,2023,10,36
Ibis falcinelle,2014,0,1
Linotte mélodieuse,2023,31,65
Locustelle tachetée,2022,7,24
Loriot d'Europe,2023,10,29
Martinet noir,2023,14,13
Martin-pêcheur d'Europe,2024,23,43
Merle à plastron,2014,0,1
Merle noir,2024,67,117
Mésange à longue queue,2024,35,90
Mésange bleue,2024,90,116
Mésange charbonnière,2024,83,148
Mésange huppée,2017,0,7
Mésange noire,2018,0,8
Mésange nonnette,2023,5,9
Milan noir,2020,3,2
Milan royal,2021,1,0
Moineau domestique,2024,48,100
Moineau friquet,2016,0,1
Mouette mélanocéphale,2024,19,7
Mouette pygmée,2014,0,3
Mouette rieuse,2024,63,166
Nette rousse,2023,3,1
Oie cendrée,2021,2,13
Perdrix grise,2024,17,40
Perdrix rouge,2019,1,3
Perruche à collier,2011,0,1
Petit Gravelot,2023,8,8
Phragmite des joncs,2021,5,1
Pic épeiche,2024,30,38
Pic épeichette,2023,4,4
Pic mar,2022,1,0
Pic noir,2024,4,7
Pic vert,2024,48,161
Pie bavarde,2024,123,97
Pie-grièche écorcheur,2023,51,54
Pigeon biset domestique,2024,9,9
Pigeon colombin,2020,1,5
Pigeon ramier,2024,131,87
Pinson des arbres,2024,83,143
Pinson du Nord,2022,4,16
Pipit des arbres,2023,1,6
Pipit farlouse,2024,44,136
Pipit spioncelle,2024,14,56
Pluvier doré,2024,18,12
Pouillot fitis,2021,6,9
Pouillot siffleur,2019,1,0
Pouillot véloce,2023,34,98
Râle d'eau,2021,3,1
Roitelet à triple bandeau,2022,2,1
Roitelet huppé,2021,2,11
Rossignol philomèle,2022,17,41
Rougegorge familier,2024,96,141
Rougequeue à front blanc,2022,8,18
Rougequeue noir,2023,15,36
Rousserolle effarvatte,2023,6,15
Rousserolle verderolle,2014,0,2
