frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,838,1035
Aigle botté,2021,1,0
Aigrette garzette,2016,0,2
Alouette des champs,2023,661,647
Alouette lulu,2021,10,8
Autour des palombes,2020,6,0
Bécasseau falcinelle,2021,1,0
Bécasseau variable,2021,6,0
Bécasse des bois,2022,1,4
Bécassine des marais,2021,23,23
Bec-croisé des sapins,2010,0,1
Bergeronnette des ruisseaux,2023,116,141
Bergeronnette flavéole (M.f.flavissima),2021,3,1
Bergeronnette grise,2023,463,413
Bergeronnette printanière,2022,100,45
Bernache du Canada,2023,101,88
Bernache nonnette,2019,1,0
Bihoreau gris,2021,2,0
Blongios nain,2021,1,0
Bondrée apivore,2022,10,27
Bouscarle de Cetti,2021,8,0
Bouvreuil pivoine,2023,40,263
Bruant des roseaux,2022,56,36
Bruant jaune,2023,268,186
Bruant ortolan,2021,23,0
Bruant proyer,2022,86,64
Bruant zizi,2022,102,165
Busard cendré,2021,1,0
Busard des roseaux,2022,13,3
Busard Saint-Martin,2022,49,75
Buse pattue,2010,0,2
Buse variable,2023,642,505
Butor étoilé,2020,1,0
Caille des blés,2022,16,21
Calopsitte élégante,2021,1,0
Canard colvert,2023,495,383
Canard mandarin,2016,0,4
Canard pilet,2020,1,0
Canard siffleur,2023,1,2
Chardonneret élégant,2023,653,482
Chevalier aboyeur,2021,5,0
Chevalier culblanc,2022,19,18
Chevalier gambette,2021,5,1
Chevalier guignette,2021,21,5
Chevalier sylvain,2021,1,0
Chevêche d'Athéna,2023,94,31
Choucas des tours,2023,187,160
Chouette hulotte,2023,172,295
Cigogne blanche,2022,3,17
Cigogne noire,2021,1,0
Combattant varié,2020,1,0
Corbeau freux,2023,209,280
Corneille noire,2023,1489,1631
Coucou gris,2022,142,163
Courlis cendré,2021,2,4
Courlis corlieu,2021,6,0
Cygne tuberculé,2022,1,28
Effraie des clochers,2022,42,21
Engoulevent d'Europe,2021,2,0
Épervier d'Europe,2023,106,101
Étourneau sansonnet,2023,1409,1514
