frname,lastobs,newcount,oldcount
Accenteur mouchet,2021,3,12
Alouette des champs,2024,43,53
Alouette lulu,2024,3,2
Autour des palombes,2023,4,3
Bécasse des bois,2024,2,1
Bécassine des marais,2023,5,1
Bec-croisé des sapins,2015,0,7
Bergeronnette des ruisseaux,2023,19,5
Bergeronnette grise,2023,30,22
Bergeronnette printanière,2022,3,10
Bondrée apivore,2020,1,5
Bouvreuil pivoine,2024,12,5
Bruant des roseaux,2022,9,2
Bruant jaune,2023,55,69
Bruant proyer,2011,0,2
Busard des roseaux,2018,0,4
Busard Saint-Martin,2024,12,18
Buse variable,2024,51,67
Caille des blés,2022,2,3
Canard colvert,2024,17,11
Chardonneret élégant,2023,17,21
Chevalier culblanc,2023,17,0
Chevalier gambette,2021,1,0
Chevalier guignette,2020,2,0
Chevêche d'Athéna,2022,2,8
Choucas des tours,2018,0,8
Chouette hulotte,2023,6,5
Cigogne blanche,2023,16,8
Cigogne noire,2022,9,7
Cincle plongeur (C.c.cinclus),2017,0,5
Corbeau freux,2024,4,3
Corneille noire,2024,11,40
Coucou gris,2023,27,7
Effraie des clochers,2020,1,0
Épervier d'Europe,2024,10,10
Étourneau sansonnet,2024,37,41
Faisan de Colchide,2020,1,13
Faucon crécerelle,2024,34,51
Faucon émerillon,2016,0,1
Faucon hobereau,2020,1,3
Faucon pèlerin,2022,1,1
Fauvette à tête noire,2023,53,31
Fauvette babillarde,2022,10,10
Fauvette des jardins,2023,33,16
Fauvette grisette,2022,48,42
Foulque macroule,2022,1,0
Gallinule poule-d'eau,2023,20,2
Geai des chênes,2024,15,21
Gobemouche gris,2020,4,1
Gobemouche noir,2022,2,0
Grand Corbeau,2024,36,25
Grand Cormoran,2023,1,5
Grand-duc d'Europe,2023,3,9
Grande Aigrette,2024,43,16
Grèbe castagneux,2022,1,0
Grimpereau des bois,2020,2,8
Grimpereau des jardins,2022,3,9
Grive draine,2024,8,1
Grive litorne,2023,20,17
Grive mauvis,2023,1,1
Grive musicienne,2024,15,13
Grosbec casse-noyaux,2023,10,6
Héron cendré,2023,32,17
Hibou moyen-duc,2022,1,4
Hirondelle de fenêtre,2022,8,13
Hirondelle rustique,2023,31,23
Huppe fasciée,2021,1,2
Hypolaïs polyglotte,2022,7,8
Linotte mélodieuse,2022,25,20
Locustelle tachetée,2019,1,1
Loriot d'Europe,2023,24,16
Marouette ponctuée,2022,3,0
Martinet noir,2022,16,8
Martin-pêcheur d'Europe,2023,21,9
Merle noir,2024,45,49
Mésange à longue queue,2024,9,9
Mésange bleue,2023,29,42
Mésange boréale,2020,1,5
Mésange charbonnière,2024,43,36
Mésange huppée,2020,2,4
Mésange noire,2020,1,5
Mésange nonnette,2023,5,8
Milan noir,2023,9,22
Milan royal,2024,120,102
Moineau domestique,2022,15,11
Moineau friquet,2020,1,11
Ouette d'Égypte,2023,8,1
Perdrix grise,2016,0,3
Pic cendré,2021,1,0
Pic épeiche,2023,46,11
Pic épeichette,2022,2,0
Pic mar,2018,0,3
Pic noir,2023,29,7
Pic vert,2024,65,30
Pie bavarde,2023,12,19
Pie-grièche écorcheur,2023,53,42
Pie-grièche grise,2023,6,44
Pigeon biset domestique,2018,0,4
Pigeon colombin,2021,13,14
Pigeon ramier,2022,23,30
Pinson des arbres,2024,34,62
Pinson du Nord,2023,4,7
Pipit des arbres,2023,17,26
Pipit farlouse,2019,2,15
Pouillot fitis,2020,2,9
Pouillot siffleur,2022,4,0
Pouillot véloce,2023,41,28
Râle d'eau,2023,30,2
Roitelet à triple bandeau,2020,3,2
Roitelet huppé,2020,1,4
Rossignol philomèle,2023,6,7
Rougegorge familier,2022,21,13
Rougequeue à front blanc,2023,20,25
Rougequeue noir,2023,21,14
Rousserolle effarvatte,2020,4,1
Rousserolle verderolle,2020,7,0
Sarcelle d'hiver,2023,3,0
Serin cini,2023,3,5
Sittelle torchepot,2024,22,13
Sizerin cabaret,2015,0,1
Sizerin flammé,2015,0,1
Tarier des prés,2023,9,10
Tarier pâtre,2023,38,31
Tarin des aulnes,2023,7,9
Torcol fourmilier,2023,18,18
Tourterelle des bois,2020,3,3
Tourterelle turque,2020,6,5
Traquet motteux,2023,12,13
Troglodyte mignon,2024,22,19
Vanneau huppé,2021,2,3
Verdier d'Europe,2022,18,3
