frname,lastobs,newcount,oldcount
Accenteur alpin,2024,60,63
Accenteur mouchet,2024,53,43
Aigle botté,2023,7,11
Aigle criard,2009,0,1
Aigle royal,2020,1,1
Aigrette garzette,2021,1,1
Alouette des champs,2023,2,5
Alouette lulu,2024,240,332
Autour des palombes,2021,5,7
Bécasse des bois,2023,10,6
Bécassine des marais,2022,1,0
Bec-croisé des sapins,2023,36,35
Bergeronnette des ruisseaux,2023,16,13
Bergeronnette grise,2023,17,29
Bergeronnette printanière,2023,2,1
Bernache nonnette,2022,1,0
Bihoreau gris,2022,4,3
Blongios nain,2021,1,0
Bondrée apivore,2023,41,47
Bouscarle de Cetti,2023,20,50
Bruant fou,2024,3,9
Bruant jaune,2020,1,0
Bruant proyer,2023,22,24
Bruant zizi,2024,231,283
Busard cendré,2022,4,3
Busard des roseaux,2023,6,20
Busard pâle,2019,1,0
Busard Saint-Martin,2023,12,15
Buse variable,2024,85,164
Caille des blés,2023,2,1
Canard colvert,2023,10,17
Chardonneret élégant,2024,162,281
Chevêche d'Athéna,2023,5,46
Choucas des tours,2024,374,555
Chouette hulotte,2023,57,65
Cigogne blanche,2023,5,5
Cigogne noire,2022,2,0
Circaète Jean-le-Blanc,2024,147,206
Cisticole des joncs,2023,39,29
Cochevis huppé,2023,5,1
Corbeau freux,2022,1,5
Corneille mantelée,2015,0,1
Corneille noire,2024,70,163
Coucou geai,2021,1,2
Coucou gris,2023,10,34
Crave à bec rouge,2024,23,8
Échasse blanche,2023,2,0
Effraie des clochers,2022,3,0
Engoulevent d'Europe,2023,32,83
Épervier d'Europe,2024,105,145
Étourneau sansonnet,2024,145,172
Étourneau unicolore,2015,0,1
Faisan de Colchide,2023,23,46
Faucon crécerelle,2024,186,285
Faucon crécerellette,2014,0,4
Faucon d'Éléonore,2022,3,7
Faucon émerillon,2015,0,1
Faucon hobereau,2023,38,28
Faucon kobez,2017,0,2
Faucon pèlerin,2022,9,16
Fauvette à tête noire,2024,420,457
Fauvette mélanocéphale,2024,793,755
Fauvette orphée,2019,1,3
Fauvette passerinette,2009,0,1
Fauvette pitchou,2024,315,299
Foulque macroule,2016,0,1
Gallinule poule-d'eau,2023,3,2
Geai des chênes,2024,186,264
Gobemouche à collier,2019,1,0
Gobemouche gris,2023,4,2
Gobemouche noir,2023,21,36
Goéland brun,2020,1,0
Goéland leucophée,2023,9,45
Grand Corbeau,2024,206,201
Grand Cormoran,2023,5,6
Grand-duc d'Europe,2024,108,165
Grande Aigrette,2022,1,6
Grimpereau des jardins,2024,202,146
Grive draine,2024,28,13
Grive litorne,2023,4,6
Grive mauvis,2023,2,3
Grive musicienne,2024,46,53
Grosbec casse-noyaux,2023,3,13
Guêpier d'Europe,2023,64,62
Héron cendré,2023,15,15
Héron garde-boeufs,2023,32,25
Héron pourpré,2023,5,1
Hibou moyen-duc,2024,10,1
Hirondelle de fenêtre,2024,48,47
Hirondelle de rivage,2020,2,1
Hirondelle de rochers,2024,315,304
Hirondelle rousseline,2023,2,5
Hirondelle rustique,2023,86,119
Huppe fasciée,2023,56,62
Hypolaïs polyglotte,2023,7,5
Linotte mélodieuse,2023,7,16
Locustelle tachetée,2021,1,1
Loriot d'Europe,2023,65,55
Martinet à ventre blanc,2024,254,277
Martinet noir,2024,210,235
Martin-pêcheur d'Europe,2023,6,5
Merle à plastron,2021,4,1
Merle noir,2024,309,395
Mésange à longue queue,2024,75,93
Mésange bleue,2024,109,161
Mésange charbonnière,2024,415,587
Mésange huppée,2024,280,326
Mésange noire,2023,36,37
Milan noir,2024,65,134
Milan royal,2023,15,28
Moineau domestique,2024,45,69
Moineau friquet,2024,10,3
Moineau soulcie,2021,1,0
Monticole bleu,2024,233,238
Monticole de roche,2024,1,7
Mouette mélanocéphale,2024,19,10
Mouette rieuse,2023,1,4
Niverolle alpine,2016,0,1
Oedicnème criard,2023,5,3
Oie cendrée,2022,1,1
Perdrix rouge,2024,94,97
Petit-duc scops,2023,47,49
Petit Gravelot,2021,1,0
Pic épeiche,2024,28,39
Pic épeichette,2021,4,3
Pic noir,2023,3,4
Pic vert,2024,53,127
Pie bavarde,2024,142,233
Pie-grièche à tête rousse,2021,1,1
Pie-grièche écorcheur,2022,2,3
Pie-grièche méridionale,2023,28,34
Pigeon biset domestique,2024,93,94
Pigeon colombin,2009,0,1
Pigeon ramier,2024,263,319
Pinson des arbres,2024,637,661
Pinson du Nord,2020,1,5
Pipit des arbres,2022,13,6
Pipit farlouse,2023,15,37
Pipit rousseline,2023,23,33
Pouillot à grands sourcils,2017,0,3
Pouillot de Bonelli,2024,44,31
Pouillot fitis,2023,6,10
Pouillot siffleur,2022,3,2
Pouillot véloce,2024,65,55
Râle d'eau,2018,0,3
Roitelet à triple bandeau,2024,140,75
Roitelet huppé,2023,31,58
Rollier d'Europe,2023,162,345
Rossignol philomèle,2023,223,290
Rougegorge familier,2024,484,506
Rougequeue à front blanc,2023,106,67
Rougequeue noir,2024,339,356
Rousserolle turdoïde,2023,2,0
Serin cini,2024,289,313
Sittelle torchepot,2010,0,4
Sterne caspienne,2023,1,0
Sterne hansel,2019,1,1
Tarier des prés,2022,4,4
Tarier pâtre,2024,19,36
Tarin des aulnes,2024,25,25
Tichodrome échelette,2024,141,201
Torcol fourmilier,2022,2,4
Tourterelle des bois,2023,53,63
Tourterelle turque,2024,112,211
Traquet motteux,2024,13,11
Traquet oreillard,2009,0,1
Troglodyte mignon,2023,26,39
Vanneau huppé,2023,2,4
Vautour fauve,2023,53,28
Venturon montagnard,2023,18,56
Verdier d'Europe,2023,127,227
