frname,lastobs,newcount,oldcount
Accenteur alpin,2024,19,13
Accenteur mouchet,2022,13,26
Aigle royal,2024,198,96
Aigrette garzette,2023,1,0
Alouette des champs,2023,15,11
Alouette lulu,2012,0,3
Autour des palombes,2023,5,2
Bécassine des marais,2017,0,2
Bec-croisé des sapins,2024,58,37
Bergeronnette des ruisseaux,2024,33,23
Bergeronnette grise,2024,209,71
Bergeronnette printanière,2022,5,1
Bondrée apivore,2023,14,1
Bouvreuil pivoine,2023,35,18
Bruant des roseaux,2022,1,0
Bruant fou,2023,62,30
Bruant jaune,2024,145,77
Bruant ortolan,2022,1,3
Bruant zizi,2022,1,0
Busard cendré,2017,0,1
Buse variable,2023,40,16
Caille des blés,2023,26,7
Canard colvert,2024,33,12
Cassenoix moucheté,2024,76,21
Chardonneret élégant,2024,135,36
Chevalier culblanc,2020,1,0
Chevalier guignette,2022,5,7
Chevêchette d'Europe,2023,3,5
Chocard à bec jaune,2024,103,45
Choucas des tours,2024,51,5
Chouette de Tengmalm,2021,1,2
Cigogne blanche,2023,1,0
Cincle plongeur (C.c.cinclus),2024,118,46
Circaète Jean-le-Blanc,2023,114,28
Corneille mantelée,2021,8,6
Corneille noire,2024,198,74
Coucou gris,2023,45,27
Crave à bec rouge,2023,50,22
Épervier d'Europe,2023,45,10
Étourneau sansonnet,2023,23,4
Faucon crécerelle,2023,106,50
Faucon émerillon,2020,2,0
Faucon pèlerin,2023,15,5
Fauvette à tête noire,2023,90,35
Fauvette babillarde,2023,39,26
Fauvette des jardins,2023,52,53
Fauvette grisette,2023,1,2
Foulque macroule,2012,0,3
Geai des chênes,2024,35,16
Gélinotte des bois,2019,1,4
Gobemouche gris,2023,5,2
Gobemouche noir,2023,52,11
Grand Corbeau,2024,112,42
Grand Cormoran,2023,1,0
Grèbe castagneux,2012,0,3
Grimpereau des bois,2024,30,15
Grimpereau des jardins,2023,1,1
Grive draine,2024,40,19
Grive litorne,2024,131,68
Grive mauvis,2023,1,1
Grive musicienne,2024,26,8
Héron cendré,2024,31,10
Héron garde-boeufs,2023,1,0
Hibou moyen-duc,2018,0,5
Hirondelle de fenêtre,2023,136,37
Hirondelle de rivage,2021,1,0
Hirondelle de rochers,2024,132,42
Hirondelle rustique,2021,4,0
Huppe fasciée,2022,3,0
Hypolaïs polyglotte,2021,2,3
Ibis falcinelle,2020,1,0
Lagopède alpin,2023,6,0
Linotte mélodieuse,2024,60,54
Loriot d'Europe,2023,1,1
Martinet noir,2023,161,47
Martin-pêcheur d'Europe,2020,2,0
Merle à plastron,2023,24,16
Merle noir,2024,97,35
Mésange à longue queue,2024,49,7
Mésange alpestre,2024,18,2
Mésange bleue,2024,46,19
Mésange boréale,2024,234,66
Mésange charbonnière,2024,127,30
Mésange huppée,2024,26,17
Mésange noire,2024,175,52
Mésange nonnette,2024,6,9
Milan noir,2023,18,2
Milan royal,2022,6,3
Moineau cisalpin,2022,3,4
Moineau domestique,2023,94,24
Monticole de roche,2023,20,13
Mouette rieuse,2020,1,0
Niverolle alpine,2023,10,7
Perdrix bartavelle,2023,15,4
Petit Gravelot,2013,0,1
Phragmite des joncs,2019,1,0
Pic épeiche,2024,73,31
Pic noir,2023,4,4
Pic vert,2024,147,39
Pie bavarde,2024,77,26
Pie-grièche écorcheur,2023,37,11
Pigeon biset domestique,2023,72,4
Pigeon ramier,2024,23,8
Pinson des arbres,2024,211,95
Pipit des arbres,2023,72,51
Pipit farlouse,2023,3,0
Pipit spioncelle,2023,74,42
Pouillot de Bonelli,2023,80,45
Pouillot fitis,2023,12,0
Pouillot siffleur,2022,2,3
Pouillot véloce,2024,108,44
Roitelet à triple bandeau,2022,3,2
Roitelet huppé,2024,22,10
Rossignol philomèle,2023,1,0
Rougegorge familier,2024,59,24
Rougequeue à front blanc,2023,57,15
Rougequeue noir,2024,222,66
Rousserolle effarvatte,2020,1,0
Rousserolle verderolle,2023,125,112
Sarcelle d'hiver,2013,0,1
Serin cini,2024,95,34
Sittelle torchepot,2022,1,0
Sizerin cabaret,2023,73,25
Sizerin flammé,2023,74,27
Tarier des prés,2023,219,238
Tarier pâtre,2022,4,1
Tarin des aulnes,2024,45,11
Tétras lyre,2023,19,7
Tichodrome échelette,2022,8,10
Torcol fourmilier,2022,9,12
Tourterelle turque,2023,22,10
Traquet motteux,2023,109,75
Troglodyte mignon,2024,53,30
Vanneau huppé,2017,0,1
Vautour fauve,2023,522,156
Vautour moine,2023,54,27
Venturon montagnard,2023,8,11
Verdier d'Europe,2024,21,4
