frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,900,262
Aigrette garzette,2024,687,168
Alouette des champs,2024,480,75
Alouette lulu,2024,18,1
Avocette élégante,2021,2,1
Barge à queue noire,2023,5,5
Bécasseau cocorli,2016,0,1
Bécasseau variable,2020,1,3
Bécasse des bois,2023,20,9
Bécassine des marais,2024,73,70
Bécassine sourde,2024,1,14
Bec-croisé des sapins,2020,1,0
Bergeronnette des ruisseaux,2024,159,55
Bergeronnette flavéole (M.f.flavissima),2018,0,6
Bergeronnette grise,2024,416,113
Bergeronnette printanière,2024,178,59
Bernache cravant,2017,0,1
Bernache du Canada,2024,524,139
Bernache nonnette,2024,55,43
Bihoreau gris,2022,3,1
Blongios nain,2021,1,0
Bondrée apivore,2023,2,0
Bouscarle de Cetti,2024,49,7
Bouvreuil pivoine,2024,8,7
Bruant des neiges,2020,1,0
Bruant des roseaux,2024,388,93
Bruant jaune,2022,8,8
Bruant nain,2019,2,1
Bruant proyer,2021,1,0
Busard des roseaux,2023,13,0
Busard Saint-Martin,2023,2,0
Buse variable,2024,181,5
Caille des blés,2022,8,1
Canard carolin,2018,0,1
Canard chipeau,2024,244,140
Canard colvert,2024,670,152
Canard de Barbarie,2023,1,0
Canard mandarin,2020,1,1
Canard pilet,2024,9,1
Canard siffleur,2023,43,57
Canard souchet,2024,162,127
Chardonneret élégant,2024,373,78
Chevalier aboyeur,2023,27,20
Chevalier culblanc,2024,206,148
Chevalier gambette,2023,6,10
Chevalier guignette,2023,65,50
Chevalier stagnatile,2016,0,3
Chevalier sylvain,2022,2,1
Chevêche d'Athéna,2024,213,124
Choucas des tours,2024,1029,114
Chouette hulotte,2023,20,16
Cigogne blanche,2024,27,4
Cigogne noire,2019,3,0
Combattant varié,2023,10,1
Corbeau freux,2024,141,35
Corneille noire,2024,1079,18
Coucou gris,2024,80,42
Courlis cendré,2021,2,4
Courlis corlieu,2021,4,2
Cygne noir,2021,7,1
Cygne tuberculé,2024,393,155
Échasse blanche,2019,1,0
Effraie des clochers,2023,4,3
Épervier d'Europe,2024,153,17
Étourneau sansonnet,2024,1186,276
Faisan de Colchide,2024,244,57
Faisan doré,2016,0,1
Faucon crécerelle,2024,429,99
Faucon crécerellette,2023,1,0
Faucon émerillon,2021,1,0
Faucon hobereau,2023,31,39
Faucon pèlerin,2023,70,30
Fauvette à tête noire,2024,466,104
Fauvette babillarde,2023,45,18
Fauvette des jardins,2023,53,16
Fauvette grisette,2024,200,63
Foulque macroule,2024,593,209
Fuligule milouin,2024,58,91
Fuligule morillon,2024,86,125
Fuligule nyroca,2007,0,1
Gallinule poule-d'eau,2024,687,123
Garrot à oeil d'or,2022,1,5
Geai des chênes,2024,328,91
Gobemouche gris,2023,15,3
Gobemouche noir,2022,3,0
Goéland argenté,2024,375,72
Goéland brun,2024,201,48
Goéland cendré,2024,84,37
Goéland leucophée,2020,2,5
Goéland marin,2020,3,3
Goéland pontique,2023,9,4
Gorgebleue à miroir,2021,4,21
Grand Cormoran,2024,607,136
Grand-duc d'Europe,2019,0,2
Grande Aigrette,2024,384,65
Grand Gravelot,2018,0,1
Grèbe à cou noir,2024,11,8
Grèbe castagneux,2024,250,58
Grèbe huppé,2024,154,79
Grèbe jougris,2016,0,1
Grimpereau des bois,2024,2,0
Grimpereau des jardins,2024,350,47
Grive draine,2023,19,13
Grive litorne,2024,143,94
Grive mauvis,2024,403,107
Grive musicienne,2024,563,122
Grosbec casse-noyaux,2023,10,12
Guifette moustac,2018,0,2
Guifette noire,2023,6,9
Harelde boréale,2007,0,1
Harle bièvre,2024,2,6
Harle huppé,2023,1,0
Héron cendré,2024,801,147
Héron garde-boeufs,2024,269,1
Héron pourpré,2022,2,1
Hibou des marais,2020,1,5
Hibou moyen-duc,2024,52,5
Hirondelle de fenêtre,2024,100,46
Hirondelle de rivage,2024,55,14
Hirondelle rustique,2024,340,121
Huîtrier pie,2022,5,1
Hypolaïs ictérine,2023,6,9
Hypolaïs polyglotte,2021,1,6
Ibis falcinelle,2022,3,0
Jaseur boréal,2016,0,2
Labbe parasite,2007,0,1
Linotte mélodieuse,2024,294,43
Locustelle tachetée,2018,0,5
Loriot d'Europe,2019,4,6
Loriquet à tête bleue,2023,1,0
Marouette ponctuée,2023,15,0
Martinet noir,2023,743,82
Martin-pêcheur d'Europe,2024,303,83
Merle à plastron,2023,13,3
Merle noir,2024,1683,420
Mésange à longue queue,2024,374,159
Mésange bleue,2024,1198,308
Mésange boréale,2018,0,5
Mésange charbonnière,2024,1690,380
Mésange huppée,2024,27,20
Mésange noire,2024,67,46
Mésange nonnette,2024,11,3
Milan noir,2020,1,0
Milan royal,2020,1,0
Moineau domestique,2024,829,198
Moineau friquet,2024,69,74
Mouette mélanocéphale,2023,9,5
Mouette pygmée,2019,3,4
Mouette rieuse,2024,711,125
Nette rousse,2018,0,7
Oie à tête barrée,2024,63,36
Oie cendrée,2023,85,28
Oie des moissons,2017,0,1
Oie rieuse,2023,14,5
Ouette d'Égypte,2024,274,124
Panure à moustaches,2020,2,0
Perdrix grise,2024,406,64
Perdrix rouge,2022,2,1
Perruche à collier,2024,1764,250
Petit Gravelot,2021,4,8
Phalarope à bec large,2011,0,1
Phragmite des joncs,2023,12,12
Pic épeiche,2024,390,85
Pic épeichette,2023,50,17
Pic mar,2020,2,0
Pic noir,2022,6,3
Pic vert,2024,637,120
Pie bavarde,2024,2039,329
Pie-grièche à tête rousse,2016,0,2
Pigeon biset domestique,2024,460,8
Pigeon biset (origine naturelle),2023,56,34
Pigeon colombin,2024,331,65
Pigeon ramier,2024,2103,282
Pinson des arbres,2024,1236,289
Pinson du Nord,2024,216,21
Pipit de Richard,2009,0,1
Pipit des arbres,2023,16,4
Pipit farlouse,2024,346,50
Pipit spioncelle,2024,67,19
Plongeon arctique,2022,1,2
Plongeon imbrin,2021,1,0
Pluvier argenté,2020,1,0
Pluvier doré,2022,9,4
Pouillot fitis,2024,54,24
Pouillot siffleur,2016,0,3
Pouillot véloce,2024,849,173
Râle d'eau,2023,20,30
Rémiz penduline,2018,0,2
Roitelet à triple bandeau,2024,38,15
Roitelet huppé,2024,144,90
Rossignol philomèle,2022,1,1
Rougegorge familier,2024,1296,286
Rougequeue à front blanc,2022,5,3
Rougequeue noir,2024,133,30
Rousserolle effarvatte,2023,59,31
Rousserolle verderolle,2023,79,39
Sarcelle d'été,2022,6,12
Sarcelle d'hiver,2024,85,81
Serin cini,2022,6,2
Sittelle torchepot,2024,58,46
Sizerin boréal (C.f.flammea),2024,4,0
Sizerin cabaret,2024,16,0
Sizerin flammé,2024,34,1
Spatule blanche,2023,5,10
Sterne arctique,2019,1,0
Sterne pierregarin,2023,18,17
Tadorne casarca,2023,2,6
Tadorne de Belon,2024,233,85
Tarier des prés,2023,69,27
Tarier pâtre,2023,24,4
Tarin des aulnes,2024,142,61
Torcol fourmilier,2021,1,0
Tourterelle des bois,2023,1,5
Tourterelle rieuse,2021,1,0
Tourterelle turque,2024,1236,281
Traquet motteux,2023,52,22
Troglodyte mignon,2024,1235,216
Vanneau huppé,2024,269,98
Vautour fauve,2007,0,1
Verdier d'Europe,2024,413,107
