frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,85,52
Aigrette garzette,2023,5,8
Alouette des champs,2024,83,115
Alouette lulu,2024,235,230
Autour des palombes,2023,2,7
Bécasse des bois,2023,6,8
Bécassine des marais,2021,2,0
Bécassine sourde,2021,1,0
Bec-croisé des sapins,2021,1,1
Bergeronnette des ruisseaux,2024,25,19
Bergeronnette grise,2024,168,208
Bergeronnette printanière,2023,1,4
Bihoreau gris,2020,1,3
Bondrée apivore,2023,16,43
Bouvreuil pivoine,2022,4,18
Bruant des roseaux,2022,5,6
Bruant fou,2022,8,9
Bruant jaune,2021,3,8
Bruant proyer,2023,21,54
Bruant zizi,2024,127,112
Busard cendré,2016,0,48
Busard Saint-Martin,2023,12,67
Buse variable,2024,614,803
Caille des blés,2023,4,19
Canard chipeau,2016,0,2
Canard colvert,2024,158,273
Canard pilet,2015,0,3
Chardonneret élégant,2024,107,157
Chevalier aboyeur,2009,0,1
Chevalier culblanc,2024,8,22
Chevalier guignette,2023,7,12
Chevêche d'Athéna,2024,66,39
Choucas des tours,2024,129,152
Chouette hulotte,2023,56,118
Cigogne blanche,2023,5,1
Cigogne noire,2015,0,7
Cincle plongeur (C.c.cinclus),2022,1,0
Circaète Jean-le-Blanc,2022,8,32
Cisticole des joncs,2024,2,0
Corbeau freux,2023,2,6
Corneille noire,2024,517,486
Coucou gris,2023,142,151
Courlis cendré,2021,1,1
Effraie des clochers,2023,1,4
Engoulevent d'Europe,2023,18,38
Épervier d'Europe,2023,43,57
Étourneau sansonnet,2024,345,269
Faisan de Colchide,2023,45,59
Faucon crécerelle,2024,260,309
Faucon hobereau,2023,4,15
Faucon pèlerin,2022,3,2
Fauvette à tête noire,2023,502,473
Fauvette des jardins,2023,4,6
Fauvette grisette,2023,11,39
Foulque macroule,2021,1,0
Gallinule poule-d'eau,2024,14,4
Geai des chênes,2024,410,386
Gobemouche gris,2023,5,5
Gobemouche noir,2023,21,10
Goéland cendré,2013,0,2
Goéland leucophée,2024,23,37
Grand Corbeau,2024,50,31
Grand Cormoran,2024,163,149
Grand-duc d'Europe,2024,114,185
Grande Aigrette,2024,8,22
Grèbe castagneux,2012,0,6
Grèbe huppé,2023,5,16
Grimpereau des jardins,2024,102,136
Grive draine,2024,66,139
Grive litorne,2024,18,28
Grive mauvis,2024,17,8
Grive musicienne,2024,67,124
Grosbec casse-noyaux,2023,17,62
Guêpier d'Europe,2023,7,3
Héron cendré,2024,248,262
Héron garde-boeufs,2024,91,6
Héron pourpré,2023,4,4
Hibou moyen-duc,2023,4,6
Hirondelle de fenêtre,2023,61,66
Hirondelle de rivage,2023,1,0
Hirondelle de rochers,2024,14,0
Hirondelle rustique,2023,207,248
Huppe fasciée,2024,54,51
Hypolaïs polyglotte,2023,17,52
Linotte mélodieuse,2022,21,25
Locustelle tachetée,2022,1,0
Loriot d'Europe,2023,113,113
Martinet à ventre blanc,2024,9,6
Martinet noir,2023,50,92
Martin-pêcheur d'Europe,2023,21,30
Merle à plastron,2017,0,1
Merle noir,2024,798,713
Mésange à longue queue,2024,124,131
Mésange bleue,2024,265,282
Mésange charbonnière,2024,709,583
Mésange huppée,2024,13,34
Mésange noire,2023,3,16
Mésange nonnette,2024,26,47
Milan noir,2024,252,388
Milan royal,2024,64,49
Moineau domestique,2024,347,352
Moineau friquet,2016,0,2
Mouette rieuse,2024,34,163
Oedicnème criard,2024,5,9
Perdrix grise,2021,1,4
Perdrix rouge,2020,3,14
Petit-duc scops,2019,2,14
Petit Gravelot,2012,0,1
Pic épeiche,2024,230,195
Pic épeichette,2024,16,23
Pic mar,2024,10,27
Pic noir,2023,63,80
Pic vert,2024,287,327
Pie bavarde,2024,149,182
Pie-grièche écorcheur,2023,84,138
Pie-grièche grise,2012,0,2
Pigeon biset domestique,2024,71,51
Pigeon colombin,2021,1,2
Pigeon ramier,2024,614,543
Pinson des arbres,2024,803,720
Pinson du Nord,2022,9,11
Pipit des arbres,2023,7,24
Pipit farlouse,2024,47,62
Pipit spioncelle,2024,4,3
Pouillot de Bonelli,2023,3,7
Pouillot fitis,2023,5,3
Pouillot siffleur,2021,4,8
Pouillot véloce,2024,212,216
Roitelet à triple bandeau,2023,18,21
Roitelet huppé,2023,5,15
Rollier d'Europe,2023,3,0
Rossignol philomèle,2023,170,165
Rougegorge familier,2024,600,360
Rougequeue à front blanc,2023,14,27
Rougequeue noir,2024,226,210
Rousserolle effarvatte,2023,2,0
Sarcelle d'hiver,2022,2,1
Serin cini,2024,40,75
Sittelle torchepot,2024,107,155
Sizerin cabaret,2015,0,1
Sizerin flammé,2015,0,1
Sterne pierregarin,2020,2,11
Tadorne de Belon,2014,0,1
Tarier des prés,2020,6,5
Tarier pâtre,2024,117,185
Tarin des aulnes,2023,12,2
Tichodrome échelette,2022,2,14
Torcol fourmilier,2021,2,6
Tourterelle des bois,2023,90,118
Tourterelle turque,2024,287,197
Traquet motteux,2023,5,14
Troglodyte mignon,2024,268,266
Vanneau huppé,2017,0,21
Verdier d'Europe,2024,68,97
