frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,4,0
Aigle botté,2023,2,2
Aigrette garzette,2023,3,5
Alouette des champs,2023,2,2
Alouette lulu,2023,10,10
Bécassine des marais,2023,1,0
Bergeronnette des ruisseaux,2021,3,2
Bergeronnette grise,2023,35,18
Bergeronnette printanière,2017,0,3
Bihoreau gris,2015,0,1
Bondrée apivore,2020,1,7
Bouvreuil pivoine,2019,1,0
Bruant des roseaux,2018,0,2
Bruant jaune,2021,2,0
Bruant proyer,2023,6,11
Bruant zizi,2023,31,30
Busard cendré,2021,3,1
Busard des roseaux,2018,0,1
Busard Saint-Martin,2023,12,9
Buse variable,2023,84,83
Caille des blés,2009,0,1
Canard colvert,2023,18,30
Canard souchet,2019,1,0
Chardonneret élégant,2023,53,21
Chevalier culblanc,2021,1,0
Chevêche d'Athéna,2023,15,6
Choucas des tours,2019,0,3
Chouette hulotte,2023,5,6
Cigogne blanche,2021,2,1
Circaète Jean-le-Blanc,2023,9,6
Cisticole des joncs,2022,5,3
Corbeau freux,2017,0,1
Corneille noire,2023,25,46
Coucou gris,2023,7,11
Effraie des clochers,2023,16,16
Élanion blanc,2023,43,1
Engoulevent d'Europe,2022,4,1
Épervier d'Europe,2023,14,7
Étourneau sansonnet,2023,28,29
Faisan de Colchide,2023,14,25
Faucon crécerelle,2023,52,56
Faucon émerillon,2019,1,2
Faucon hobereau,2023,2,2
Faucon pèlerin,2022,3,1
Fauvette à tête noire,2023,23,21
Fauvette des jardins,2013,0,1
Fauvette grisette,2022,4,7
Foulque macroule,2022,7,12
Gallinule poule-d'eau,2017,0,8
Geai des chênes,2023,92,36
Gobemouche noir,2023,8,8
Goéland leucophée,2023,12,7
Grand Corbeau,2023,2,2
Grand Cormoran,2023,18,15
Grand-duc d'Europe,2012,0,1
Grande Aigrette,2023,31,16
Grèbe castagneux,2021,3,6
Grèbe huppé,2021,1,0
Grimpereau des jardins,2023,12,3
Grive draine,2021,7,14
Grive litorne,2021,2,6
Grive mauvis,2019,1,1
Grive musicienne,2023,13,8
Grosbec casse-noyaux,2022,4,4
Guêpier d'Europe,2023,13,8
Héron cendré,2023,38,54
Héron garde-boeufs,2023,38,35
Héron pourpré,2020,1,5
Hibou moyen-duc,2020,3,2
Hirondelle de fenêtre,2023,20,16
Hirondelle rustique,2023,36,32
Huppe fasciée,2023,9,9
Hypolaïs polyglotte,2023,4,4
Linotte mélodieuse,2021,7,5
Loriot d'Europe,2023,8,12
Martinet noir,2023,20,6
Martin-pêcheur d'Europe,2020,1,4
Merle noir,2023,42,25
Mésange à longue queue,2023,8,13
Mésange bleue,2023,29,23
Mésange charbonnière,2023,43,29
Mésange nonnette,2023,13,4
Milan noir,2023,26,14
Milan royal,2023,28,22
Moineau domestique,2023,26,16
Moineau soulcie,2021,3,1
Mouette rieuse,2019,1,0
Nette rousse,2018,0,1
Oedicnème criard,2021,1,0
Perdrix grise,2014,0,3
Perdrix rouge,2023,29,18
Petit-duc scops,2023,1,0
Pic épeiche,2023,18,13
Pic épeichette,2019,2,0
Pic mar,2023,6,4
Pic noir,2023,4,3
Pic vert,2023,27,27
Pie bavarde,2023,41,27
Pie-grièche à tête rousse,2020,2,0
Pie-grièche écorcheur,2022,4,2
Pigeon biset domestique,2023,4,4
Pigeon colombin,2021,4,3
Pigeon ramier,2023,20,22
Pinson des arbres,2023,49,40
Pinson du Nord,2022,8,6
Pipit des arbres,2019,2,4
Pipit farlouse,2023,3,3
Pouillot de Bonelli,2023,2,3
Pouillot fitis,2019,1,2
Pouillot véloce,2022,13,9
Roitelet à triple bandeau,2022,3,2
Roitelet huppé,2021,3,1
Rollier d'Europe,2023,2,4
Rossignol philomèle,2023,14,12
Rougegorge familier,2023,57,26
Rougequeue à front blanc,2022,1,0
Rougequeue noir,2023,44,15
Sarcelle d'hiver,2019,1,1
Serin cini,2023,1,4
Sittelle torchepot,2023,25,9
Tarier des prés,2017,0,1
Tarier pâtre,2023,21,25
Tarin des aulnes,2023,2,1
Tourterelle des bois,2023,18,26
Tourterelle turque,2023,60,23
Traquet motteux,2023,1,3
Troglodyte mignon,2023,9,15
Vanneau huppé,2015,0,1
Verdier d'Europe,2023,18,9
