frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,50,88
Aigle botté,2023,15,8
Aigle royal,2013,0,1
Aigrette garzette,2022,1,2
Alouette des champs,2024,288,227
Alouette lulu,2024,370,225
Autour des palombes,2022,2,9
Bécasseau variable,2023,1,0
Bécasse des bois,2015,0,1
Bécassine des marais,2021,9,14
Bécassine sourde,2013,0,1
Bec-croisé des sapins,2023,4,2
Bergeronnette des ruisseaux,2024,47,60
Bergeronnette grise,2024,135,136
Bergeronnette printanière,2023,56,45
Bihoreau gris,2023,1,1
Bondrée apivore,2023,22,52
Bouvreuil pivoine,2024,23,35
Bruant des roseaux,2024,30,49
Bruant fou,2023,9,34
Bruant jaune,2024,23,77
Bruant ortolan,2021,1,0
Bruant proyer,2024,88,54
Bruant zizi,2024,213,238
Busard cendré,2023,370,194
Busard des roseaux,2023,24,15
Busard Saint-Martin,2023,17,42
Buse variable,2024,488,477
Caille des blés,2023,54,18
Canard colvert,2024,165,161
Canard souchet,2017,0,1
Chardonneret élégant,2024,189,145
Chevalier culblanc,2023,12,8
Chevalier gambette,2018,0,2
Chevalier guignette,2023,11,28
Chevalier sylvain,2022,5,1
Chevêche d'Athéna,2024,91,60
Choucas des tours,2024,125,66
Chouette hulotte,2024,25,35
Cigogne blanche,2022,6,35
Cigogne noire,2024,2,0
Cincle plongeur (C.c.cinclus),2024,32,25
Circaète Jean-le-Blanc,2023,51,129
Cisticole des joncs,2014,0,1
Corbeau freux,2022,3,2
Corneille mantelée,2010,0,5
Corneille noire,2024,493,353
Coucou gris,2023,189,126
Effraie des clochers,2021,2,8
Élanion blanc,2024,35,0
Engoulevent d'Europe,2022,13,23
Épervier d'Europe,2024,56,68
Étourneau roselin,2021,2,0
Étourneau sansonnet,2024,345,233
Faisan de Colchide,2024,38,7
Faucon crécerelle,2024,327,197
Faucon émerillon,2018,0,7
Faucon hobereau,2023,5,34
Faucon kobez,2021,2,1
Faucon pèlerin,2024,17,58
Fauvette à tête noire,2024,434,284
Fauvette des jardins,2023,4,13
Fauvette grisette,2023,76,65
Fauvette mélanocéphale,2023,6,0
Fauvette orphée,2022,1,1
Foulque macroule,2019,11,18
Fuligule milouin,2022,1,0
Gallinule poule-d'eau,2024,40,46
Geai des chênes,2024,311,311
Gobemouche gris,2021,3,5
Gobemouche noir,2023,19,14
Goéland leucophée,2024,9,13
Gorgebleue à miroir,2019,1,1
Grand Corbeau,2024,95,156
Grand Cormoran,2024,63,65
Grand-duc d'Europe,2024,10,15
Grande Aigrette,2024,109,39
Grèbe castagneux,2024,31,27
Grimpereau des bois,2024,1,1
Grimpereau des jardins,2024,92,100
Grive draine,2024,92,112
Grive litorne,2024,10,10
Grive mauvis,2020,2,8
Grive musicienne,2024,162,79
Grosbec casse-noyaux,2024,8,29
Guêpier d'Europe,2023,8,8
Héron cendré,2024,229,165
Héron garde-boeufs,2023,7,4
Héron pourpré,2021,3,1
Hibou moyen-duc,2021,2,10
Hirondelle de fenêtre,2024,81,92
Hirondelle de rivage,2023,3,0
Hirondelle de rochers,2024,42,40
Hirondelle rustique,2024,225,183
Huppe fasciée,2023,54,70
Hypolaïs polyglotte,2023,31,42
Linotte mélodieuse,2024,47,86
Locustelle tachetée,2023,2,2
Loriot d'Europe,2023,149,67
Marouette ponctuée,2021,1,0
Martinet à ventre blanc,2022,1,0
Martinet noir,2023,60,78
Martin-pêcheur d'Europe,2023,21,28
Merle noir,2024,790,476
Mésange à longue queue,2024,76,90
Mésange bleue,2024,278,224
Mésange charbonnière,2024,515,444
Mésange huppée,2024,18,43
Mésange noire,2024,12,44
Mésange nonnette,2024,42,59
Milan noir,2024,239,307
Milan royal,2024,418,655
Moineau domestique,2024,400,233
Moineau friquet,2021,4,28
Mouette mélanocéphale,2014,0,1
Mouette rieuse,2022,1,1
Oedicnème criard,2020,1,6
Paon bleu,2017,0,1
Perdrix grise,2017,0,10
Perdrix rouge,2024,16,37
Petit-duc scops,2021,1,5
Petit Gravelot,2009,0,1
Phragmite des joncs,2019,1,0
Pic épeiche,2024,115,94
Pic épeichette,2023,27,21
Pic mar,2022,9,1
Pic noir,2023,10,15
Pic vert,2024,235,243
Pie bavarde,2024,255,149
Pie-grièche à tête rousse,2017,0,30
Pie-grièche écorcheur,2023,211,149
Pie-grièche grise,2021,14,8
Pigeon biset domestique,2024,130,37
Pigeon colombin,2023,7,27
Pigeon ramier,2024,254,177
Pinson des arbres,2024,428,352
Pinson du Nord,2024,15,30
Pipit des arbres,2023,23,30
Pipit farlouse,2024,27,46
Pipit rousseline,2011,0,1
Pipit spioncelle,2022,3,4
Pluvier doré,2018,0,1
Pouillot de Bonelli,2023,42,55
Pouillot fitis,2024,5,11
Pouillot siffleur,2022,4,4
Pouillot véloce,2024,188,203
Râle d'eau,2020,11,21
Rémiz penduline,2018,0,1
Roitelet à triple bandeau,2023,20,16
Roitelet huppé,2024,13,23
Rollier d'Europe,2022,4,0
Rossignol philomèle,2023,216,142
Rougegorge familier,2024,288,225
Rougequeue à front blanc,2023,46,39
Rougequeue noir,2024,231,173
Rousserolle effarvatte,2020,7,6
Rousserolle verderolle,2022,2,0
Sarcelle d'été,2017,0,3
Sarcelle d'hiver,2024,12,3
Serin cini,2024,65,59
Sittelle torchepot,2024,66,118
Tarier des prés,2023,19,20
Tarier pâtre,2024,257,204
Tarin des aulnes,2024,21,25
Tichodrome échelette,2024,4,5
Torcol fourmilier,2023,19,50
Tourterelle des bois,2023,73,46
Tourterelle turque,2024,219,140
Traquet motteux,2023,41,26
Troglodyte mignon,2024,157,152
Vanneau huppé,2023,13,21
Vautour fauve,2023,16,15
Vautour moine,2023,6,1
Verdier d'Europe,2024,139,120
