frname,lastobs,newcount,oldcount
Accenteur mouchet,2012,0,4
Alouette des champs,2023,9,8
Autour des palombes,2017,0,3
Bécasse des bois,2022,3,0
Bergeronnette grise,2023,19,11
Bergeronnette printanière,2023,3,6
Bihoreau gris,2022,1,0
Bondrée apivore,2023,1,0
Bouvreuil pivoine,2021,2,12
Bruant des roseaux,2022,6,9
Bruant jaune,2023,11,18
Bruant proyer,2023,9,10
Busard cendré,2023,3,14
Busard des roseaux,2023,8,6
Busard Saint-Martin,2022,3,6
Buse variable,2023,53,67
Caille des blés,2020,2,2
Canard chipeau,2023,1,0
Canard colvert,2023,7,11
Canard souchet,2023,1,1
Chardonneret élégant,2023,9,10
Choucas des tours,2023,9,5
Chouette hulotte,2015,0,4
Cigogne blanche,2023,5,0
Cigogne noire,2018,0,2
Corbeau freux,2023,13,14
Corneille noire,2023,29,17
Coucou gris,2023,11,9
Cygne tuberculé,2022,4,9
Effraie des clochers,2022,1,4
Épervier d'Europe,2023,8,10
Étourneau sansonnet,2023,22,13
Faisan de Colchide,2022,1,4
Faucon crécerelle,2023,28,30
Faucon émerillon,2020,1,0
Faucon hobereau,2021,3,3
Faucon pèlerin,2022,2,0
Fauvette à tête noire,2023,38,10
Fauvette babillarde,2022,2,6
Fauvette des jardins,2023,6,4
Fauvette grisette,2023,4,6
Foulque macroule,2023,8,11
Fuligule milouin,2023,6,9
Fuligule morillon,2023,6,9
Gallinule poule-d'eau,2023,8,6
Geai des chênes,2023,9,13
Gobemouche à collier,2023,16,10
Gobemouche gris,2014,0,3
Gobemouche noir,2021,2,0
Gorgebleue à miroir,2012,0,2
Grand Corbeau,2022,5,1
Grand Cormoran,2022,1,4
Grande Aigrette,2023,13,27
Grèbe castagneux,2022,2,6
Grèbe huppé,2023,8,10
Grimpereau des bois,2023,6,13
Grimpereau des jardins,2023,6,15
Grive draine,2022,2,10
Grive litorne,2022,1,3
Grive mauvis,2020,1,1
Grive musicienne,2023,5,10
Grosbec casse-noyaux,2023,3,7
Héron cendré,2023,17,8
Héron pourpré,2012,0,3
Hibou moyen-duc,2016,0,3
Hirondelle de fenêtre,2023,6,7
Hirondelle rustique,2023,9,8
Huppe fasciée,2020,1,0
Hypolaïs polyglotte,2023,2,4
Linotte mélodieuse,2023,5,8
Locustelle luscinioïde,2022,4,0
Locustelle tachetée,2022,3,5
Loriot d'Europe,2023,12,9
Martinet noir,2023,6,6
Martin-pêcheur d'Europe,2016,0,6
Merle noir,2023,20,17
Mésange à longue queue,2023,4,8
Mésange bleue,2023,21,15
Mésange boréale,2021,1,5
Mésange charbonnière,2023,23,16
Mésange huppée,2022,1,3
Mésange nonnette,2023,5,5
Milan noir,2023,17,13
Milan royal,2023,18,24
Moineau domestique,2023,16,8
Moineau friquet,2013,0,3
Mouette rieuse,2023,2,4
Nette rousse,2014,0,1
Ouette d'Égypte,2023,6,1
Perdrix grise,2015,0,3
Phragmite des joncs,2023,7,6
Pic cendré,2023,1,3
Pic épeiche,2023,16,14
Pic épeichette,2019,1,3
Pic mar,2023,7,10
Pic noir,2023,14,11
Pic vert,2023,20,18
Pie bavarde,2022,15,14
Pie-grièche écorcheur,2023,17,22
Pie-grièche grise,2012,0,1
Pigeon biset domestique,2023,6,1
Pigeon colombin,2022,5,6
Pigeon ramier,2023,27,14
Pinson des arbres,2023,29,18
Pinson du Nord,2022,2,1
Pipit des arbres,2023,3,3
Pipit farlouse,2023,3,3
Pipit spioncelle,2020,1,3
Pouillot fitis,2023,5,7
Pouillot siffleur,2019,1,3
Pouillot véloce,2023,28,14
Râle d'eau,2022,1,6
Roitelet à triple bandeau,2022,2,0
Roitelet huppé,2023,1,2
Rossignol philomèle,2023,18,9
Rougegorge familier,2023,18,13
Rougequeue à front blanc,2022,9,4
Rougequeue noir,2023,13,6
Rousserolle effarvatte,2022,4,6
Rousserolle turdoïde,2023,9,6
Rousserolle verderolle,2021,1,5
Sarcelle d'été,2014,0,1
Serin cini,2020,2,1
Sittelle torchepot,2023,6,9
Tarier pâtre,2023,9,15
Tarin des aulnes,2017,0,2
Torcol fourmilier,2022,1,0
Tourterelle des bois,2023,5,16
Tourterelle turque,2023,9,4
Traquet motteux,2022,3,2
Troglodyte mignon,2023,14,18
Vanneau huppé,2022,5,2
Verdier d'Europe,2022,4,7
