frname,lastobs,newcount,oldcount
Accenteur alpin,2018,0,1
Accenteur mouchet,2023,20,27
Alouette des champs,2012,0,1
Autour des palombes,2024,2,3
Bécasse des bois,2024,6,6
Bec-croisé des sapins,2024,21,29
Bergeronnette des ruisseaux,2024,24,17
Bergeronnette grise,2024,16,19
Bondrée apivore,2022,4,6
Bouvreuil pivoine,2024,38,32
Bruant jaune,2022,5,14
Bruant zizi,2020,1,3
Busard des roseaux,2016,0,1
Buse variable,2024,58,64
Canard colvert,2023,3,11
Canard siffleur,2011,0,2
Cassenoix moucheté,2021,2,3
Chardonneret élégant,2024,24,19
Chevêchette d'Europe,2024,20,5
Choucas des tours,2023,11,9
Chouette de Tengmalm,2021,7,3
Chouette hulotte,2024,28,24
Cigogne blanche,2023,5,6
Cigogne noire,2023,1,2
Cincle plongeur (C.c.cinclus),2023,3,7
Corbeau freux,2021,1,2
Corneille noire,2024,16,31
Coucou gris,2023,4,18
Épervier d'Europe,2024,10,11
Étourneau sansonnet,2024,10,11
Faisan de Colchide,2021,1,0
Faucon crécerelle,2024,7,13
Faucon pèlerin,2024,28,56
Fauvette à tête noire,2024,64,59
Fauvette babillarde,2009,0,1
Fauvette des jardins,2023,1,8
Fauvette grisette,2014,0,4
Geai des chênes,2024,107,75
Gobemouche gris,2018,0,4
Grand Corbeau,2024,99,87
Grand Cormoran,2024,1,4
Grande Aigrette,2016,0,2
Grand Tétras,2009,0,1
Grimpereau des bois,2024,31,32
Grimpereau des jardins,2024,18,7
Grive draine,2024,50,57
Grive litorne,2023,1,6
Grive mauvis,2024,2,2
Grive musicienne,2024,91,59
Grosbec casse-noyaux,2024,34,29
Héron cendré,2024,46,25
Hibou moyen-duc,2009,0,1
Hirondelle de fenêtre,2024,7,11
Hirondelle rustique,2023,2,12
Huppe fasciée,2015,0,1
Linotte mélodieuse,2009,0,1
Loriot d'Europe,2019,1,3
Martinet noir,2023,10,7
Martin-pêcheur d'Europe,2023,2,2
Merle noir,2024,192,96
Mésange à longue queue,2024,21,25
Mésange bleue,2024,120,53
Mésange boréale,2022,1,6
Mésange charbonnière,2024,153,64
Mésange huppée,2024,134,66
Mésange noire,2024,176,113
Mésange nonnette,2024,69,44
Milan noir,2022,2,0
Milan royal,2024,18,5
Moineau domestique,2024,63,44
Moineau friquet,2023,6,3
Pic cendré,2023,3,6
Pic épeiche,2024,53,48
Pic épeichette,2024,2,6
Pic mar,2024,8,16
Pic noir,2024,75,71
Pic vert,2024,26,26
Pie bavarde,2024,9,15
Pie-grièche écorcheur,2023,14,17
Pigeon biset domestique,2017,0,2
Pigeon colombin,2024,25,15
Pigeon ramier,2024,91,76
Pinson des arbres,2024,207,120
Pinson du Nord,2024,24,12
Pipit des arbres,2015,0,4
Pouillot fitis,2021,2,15
Pouillot siffleur,2023,21,43
Pouillot véloce,2024,40,48
Râle d'eau,2014,0,1
Roitelet à triple bandeau,2023,26,50
Roitelet huppé,2024,132,77
Rossignol philomèle,2011,0,5
Rougegorge familier,2024,166,100
Rougequeue à front blanc,2023,2,17
Rougequeue noir,2024,32,45
Rousserolle verderolle,2011,0,2
Serin cini,2024,10,14
Sittelle torchepot,2024,42,46
Sizerin cabaret,2021,2,1
Sizerin flammé,2021,2,1
Tarier des prés,2011,0,1
Tarier pâtre,2023,2,6
Tarin des aulnes,2024,42,19
Torcol fourmilier,2020,2,3
Tourterelle des bois,2017,0,2
Tourterelle turque,2021,1,2
Troglodyte mignon,2024,113,83
Verdier d'Europe,2024,29,42
