frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,267,128
Aigle botté,2023,35,31
Aigle criard,2022,3,8
Aigrette garzette,2024,1360,1058
Alouette des champs,2024,545,218
Alouette lulu,2024,128,47
Autour des palombes,2024,65,41
Avocette élégante,2024,68,34
Barge à queue noire,2023,147,162
Barge rousse,2023,14,22
Bécasseau cocorli,2023,20,45
Bécasseau de Bonaparte,2017,0,5
Bécasseau de Temminck,2023,18,14
Bécasseau maubèche,2023,17,9
Bécasseau minute,2023,85,55
Bécasseau rousset,2012,0,1
Bécasseau sanderling,2023,7,15
Bécasseau variable,2024,331,430
Bécasse des bois,2023,48,41
Bécassin à long bec,2021,2,0
Bécassine des marais,2024,605,603
Bécassine sourde,2023,25,16
Bec-croisé des sapins,2023,3,3
Bergeronnette des ruisseaux,2024,87,45
Bergeronnette flavéole (M.f.flavissima),2023,8,6
Bergeronnette grise,2024,635,304
Bergeronnette printanière,2023,142,66
Bernache du Canada,2024,755,589
Bernache nonnette,2021,2,4
Bihoreau gris,2024,729,301
Blongios nain,2023,280,211
Bondrée apivore,2023,136,96
Bouscarle de Cetti,2024,1720,802
Bouvreuil pivoine,2023,114,123
Bruant des roseaux,2024,321,208
Bruant jaune,2023,289,112
Bruant lapon,2010,0,2
Bruant ortolan,2023,1,0
Bruant proyer,2023,153,67
Bruant zizi,2024,152,115
Busard cendré,2023,7,4
Busard des roseaux,2024,1673,1200
Busard pâle,2019,2,0
Busard Saint-Martin,2024,121,115
Buse variable,2024,581,309
Butor étoilé,2023,162,253
Caille des blés,2023,13,7
Canard carolin,2023,2,0
Canard chipeau,2024,2342,1836
Canard colvert,2024,3487,2967
Canard mandarin,2023,3,1
Canard pilet,2024,619,576
Canard siffleur,2024,684,700
Canard souchet,2024,1458,1393
Chardonneret élégant,2024,113,93
Chevalier aboyeur,2023,367,422
Chevalier arlequin,2024,431,515
Chevalier culblanc,2024,770,587
Chevalier gambette,2023,223,229
Chevalier guignette,2024,436,378
Chevalier stagnatile,2016,0,6
Chevalier sylvain,2023,198,187
Chevêche d'Athéna,2023,27,8
Choucas des tours,2023,82,48
Chouette hulotte,2023,58,63
Cigogne blanche,2023,135,46
Cigogne noire,2023,475,204
Circaète Jean-le-Blanc,2023,358,229
Cisticole des joncs,2024,969,168
Cochevis huppé,2023,1,0
Combattant varié,2024,429,509
Corbeau freux,2023,16,18
Cormoran huppé,2019,1,0
Corneille noire,2024,345,95
Coucou gris,2023,857,262
Courlis cendré,2024,345,433
Courlis corlieu,2023,6,11
Crabier chevelu,2023,117,93
Cygne noir,2021,2,10
Cygne siffleur,2014,0,1
Cygne tuberculé,2024,2382,1611
Dendrocygne fauve,2016,0,2
Dendrocygne veuf,2011,0,1
Échasse blanche,2023,410,380
Effraie des clochers,2023,28,63
Élanion blanc,2023,104,1
Engoulevent d'Europe,2023,77,47
Épervier d'Europe,2023,174,146
Érismature rousse,2020,2,3
Étourneau sansonnet,2023,511,182
Faisan de Colchide,2024,553,116
Faisan vénéré,2023,2,0
Faucon crécerelle,2024,134,109
Faucon émerillon,2023,18,36
Faucon hobereau,2023,170,141
Faucon kobez,2015,0,7
Faucon pèlerin,2024,79,81
Fauvette à tête noire,2024,928,370
Fauvette babillarde,2022,2,0
Fauvette des jardins,2023,173,65
Fauvette grisette,2023,648,284
Fauvette pitchou,2023,112,37
Flamant rose,2019,3,3
Foulque macroule,2024,3628,2640
Fuligule à bec cerclé,2019,8,5
Fuligule milouin,2024,2585,2132
Fuligule milouinan,2023,12,6
Fuligule morillon,2024,2366,1834
Fuligule nyroca,2022,47,43
Gallinule poule-d'eau,2024,375,273
Garrot à oeil d'or,2021,3,10
Geai des chênes,2024,281,118
Gobemouche gris,2023,109,40
Gobemouche noir,2023,108,19
Goéland argenté,2023,3,4
Goéland brun,2022,4,8
Goéland cendré,2019,1,8
Goéland leucophée,2024,389,315
Gorgebleue à miroir,2023,53,20
Grand Corbeau,2023,3,2
Grand Cormoran,2024,1366,1469
Grande Aigrette,2024,3248,2770
Grand Gravelot,2023,127,131
Gravelot à collier interrompu,2019,3,1
Grèbe à cou noir,2024,847,700
Grèbe castagneux,2024,1738,1032
Grèbe esclavon,2022,35,1
Grèbe huppé,2024,3067,2459
Grèbe jougris,2022,13,0
Grimpereau des bois,2023,1,0
Grimpereau des jardins,2024,375,145
Grive draine,2024,81,96
Grive litorne,2023,21,26
Grive mauvis,2023,39,20
Grive musicienne,2024,286,70
Grosbec casse-noyaux,2023,102,70
Guêpier d'Europe,2023,22,18
Guifette leucoptère,2023,13,9
Guifette moustac,2023,986,601
Guifette noire,2023,91,106
Harelde boréale,2010,0,3
Harle bièvre,2021,4,2
Harle huppé,2019,4,0
Harle piette,2021,2,57
Héron cendré,2024,3109,2487
Héron garde-boeufs,2024,819,480
Héron pourpré,2023,1391,752
Hibou des marais,2022,3,8
Hibou moyen-duc,2023,9,12
Hirondelle de fenêtre,2023,103,84
Hirondelle de rivage,2023,103,57
Hirondelle rousseline,2023,7,0
Hirondelle rustique,2023,419,210
Huîtrier pie,2022,2,2
Huppe fasciée,2023,271,161
Hypolaïs ictérine,2019,1,2
Hypolaïs polyglotte,2023,301,149
Ibis falcinelle,2023,63,21
Ibis sacré,2023,23,0
Labbe parasite,2022,18,0
Labbe pomarin,2016,0,3
Linotte mélodieuse,2023,134,52
Locustelle luscinioïde,2023,245,161
Locustelle tachetée,2023,173,89
Loriot d'Europe,2023,379,161
Macreuse brune,2009,0,4
Marouette de Baillon,2023,14,6
Marouette ponctuée,2023,33,35
Marouette poussin,2021,5,12
Martinet noir,2023,67,54
Martinet pâle,2021,1,0
Martin-pêcheur d'Europe,2024,754,520
Merle à plastron,2023,10,4
Merle noir,2024,630,283
Mésange à longue queue,2024,396,171
Mésange bleue,2024,448,209
Mésange boréale,2021,1,0
Mésange charbonnière,2024,568,181
Mésange huppée,2023,12,14
Mésange noire,2023,14,9
Mésange nonnette,2024,96,58
Milan noir,2024,1026,494
Milan royal,2023,68,46
Moineau domestique,2024,237,129
Moineau friquet,2022,4,0
Mouette de Bonaparte,2018,0,5
Mouette de Sabine,2021,1,0
Mouette mélanocéphale,2023,103,96
Mouette pygmée,2023,40,45
Mouette rieuse,2024,2181,1380
Mouette tridactyle,2022,31,16
Nette rousse,2024,1065,605
Océanite culblanc,2023,6,0
Oedicnème criard,2021,4,7
Oie à tête barrée,2023,9,1
Oie cendrée,2024,676,278
Oie des moissons,2019,2,0
Oie des neiges,2023,1,0
Oie rieuse,2023,33,64
Ouette d'Égypte,2024,20,5
Panure à moustaches,2023,7,1
Pélican blanc,2022,13,0
Perdrix grise,2017,0,8
Perdrix rouge,2023,12,13
Perruche à collier,2023,2,0
Perruche ondulée,2021,1,0
Petit Gravelot,2023,272,268
Phalarope à bec large,2023,22,0
Phragmite des joncs,2023,572,258
Pic cendré,2017,0,1
Pic épeiche,2024,356,136
Pic épeichette,2023,143,79
Pic mar,2024,88,26
Pic noir,2024,267,142
Pic vert,2024,359,125
Pie bavarde,2023,48,47
Pie-grièche à tête rousse,2023,9,3
Pie-grièche écorcheur,2023,566,301
Pie-grièche grise,2021,36,94
Pigeon biset domestique,2022,3,5
Pigeon biset (origine naturelle),2023,2,0
Pigeon colombin,2023,40,29
Pigeon ramier,2024,578,218
Pinson des arbres,2024,741,331
Pinson du Nord,2023,72,70
Pipit des arbres,2023,134,69
Pipit farlouse,2024,170,59
Pipit rousseline,2023,2,1
Pipit spioncelle,2024,209,170
Plongeon arctique,2016,0,1
Plongeon imbrin,2009,0,6
Pluvier argenté,2023,37,16
Pluvier doré,2024,193,241
Pouillot à grands sourcils,2014,0,5
Pouillot de Bonelli,2023,182,91
Pouillot fitis,2023,122,32
Pouillot ibérique,2010,0,6
Pouillot siffleur,2023,43,7
Pouillot véloce,2024,1077,331
Râle d'eau,2024,532,416
Rémiz penduline,2023,4,8
Roitelet à triple bandeau,2024,135,61
Roitelet huppé,2023,16,24
Rossignol philomèle,2023,744,297
Rougegorge familier,2024,795,219
Rougequeue à front blanc,2023,45,36
Rougequeue noir,2023,77,78
Rousserolle effarvatte,2023,568,240
Rousserolle turdoïde,2023,115,172
Rousserolle verderolle,2023,1,0
Sarcelle à ailes bleues,2023,60,0
Sarcelle à ailes vertes,2017,0,4
Sarcelle d'été,2023,290,263
Sarcelle d'hiver,2024,1789,1711
Serin cini,2023,15,20
Sittelle torchepot,2024,257,130
Sizerin cabaret,2021,1,0
Sizerin flammé,2021,1,1
Spatule blanche,2024,837,311
Sterne arctique,2022,15,0
Sterne caspienne,2023,2,1
Sterne caugek,2023,1,0
Sterne naine,2023,3,1
Sterne pierregarin,2023,249,120
Tadorne casarca,2023,10,25
Tadorne de Belon,2024,207,157
Tarier des prés,2023,48,36
Tarier pâtre,2024,644,328
Tarin des aulnes,2024,42,33
Torcol fourmilier,2023,36,45
Tournepierre à collier,2023,7,8
Tourterelle des bois,2023,556,243
Tourterelle turque,2024,220,87
Traquet motteux,2023,46,37
Traquet oreillard,2010,0,1
Troglodyte mignon,2024,393,174
Vanneau à queue blanche,2009,0,15
Vanneau huppé,2024,1311,1293
Vanneau sociable,2009,0,15
Vautour fauve,2013,0,1
Verdier d'Europe,2024,127,87
