frname,lastobs,newcount,oldcount
Accenteur alpin,2019,1,1
Accenteur mouchet,2022,2,6
Aigle royal,2016,0,2
Alouette des champs,2013,0,3
Alouette lulu,2016,0,16
Autour des palombes,2019,1,4
Bécasse des bois,2016,0,2
Bec-croisé des sapins,2020,1,10
Bergeronnette des ruisseaux,2023,14,21
Bergeronnette grise,2023,13,34
Bergeronnette printanière,2010,0,1
Bihoreau gris,2022,1,0
Bondrée apivore,2023,8,19
Bouvreuil pivoine,2019,3,18
Bruant fou,2019,1,9
Bruant jaune,2023,6,18
Bruant zizi,2021,2,14
Busard des roseaux,2022,1,0
Busard Saint-Martin,2021,1,0
Buse variable,2023,32,60
Caille des blés,2020,2,0
Canard colvert,2021,3,21
Cassenoix moucheté,2017,0,1
Chardonneret élégant,2023,26,26
Chevalier aboyeur,2022,1,0
Chevalier culblanc,2019,1,1
Choucas des tours,2023,8,9
Chouette hulotte,2023,5,6
Cigogne blanche,2019,1,0
Cincle plongeur (C.c.cinclus),2023,6,9
Circaète Jean-le-Blanc,2023,19,19
Corneille noire,2023,52,76
Coucou gris,2023,6,17
Crabier chevelu,2020,1,0
Épervier d'Europe,2023,6,10
Étourneau sansonnet,2023,5,17
Faisan de Colchide,2019,1,16
Faucon crécerelle,2023,26,38
Faucon hobereau,2022,2,3
Fauvette à tête noire,2023,16,46
Fauvette des jardins,2023,5,6
Fauvette grisette,2023,3,22
Fuligule morillon,2022,3,0
Gallinule poule-d'eau,2009,0,2
Geai des chênes,2023,28,40
Gobemouche gris (M. s. striata),2016,0,6
Gobemouche noir,2023,5,12
Grand Corbeau,2023,17,11
Grand Cormoran,2021,1,6
Grande Aigrette,2023,2,0
Grimpereau des bois,2018,0,6
Grimpereau des jardins,2023,7,21
Grive draine,2021,11,47
Grive litorne,2023,1,2
Grive mauvis,2018,0,1
Grive musicienne,2022,6,19
Grosbec casse-noyaux,2018,0,8
Guêpier d'Europe,2023,2,0
Héron cendré,2023,11,22
Héron garde-boeufs,2023,1,1
Héron pourpré,2021,1,1
Hibou moyen-duc,2020,1,1
Hirondelle de fenêtre,2023,15,32
Hirondelle de rochers,2023,20,27
Hirondelle rustique,2022,6,26
Huppe fasciée,2023,2,1
Hypolaïs polyglotte,2014,0,9
Linotte mélodieuse,2019,1,5
Loriot d'Europe,2010,0,1
Martinet à ventre blanc,2023,14,19
Martinet noir,2023,14,29
Martin-pêcheur d'Europe,2023,2,6
Merle à plastron,2016,0,1
Merle noir,2023,19,56
Mésange à longue queue (A.c.caudatus),2023,3,15
Mésange bleue,2023,19,70
Mésange charbonnière,2023,17,74
Mésange huppée,2023,9,16
Mésange noire,2023,13,40
Mésange nonnette,2023,9,17
Milan noir,2023,18,46
Milan royal,2023,41,57
Moineau domestique,2023,18,32
Moineau soulcie,2014,0,1
Perdrix rouge,2022,1,2
Pic épeiche,2023,7,39
Pic épeichette,2011,0,5
Pic noir,2023,15,24
Pic vert,2023,22,33
Pie bavarde,2023,46,66
Pie-grièche écorcheur,2022,5,8
Pigeon biset domestique,2023,5,10
Pigeon colombin,2022,4,3
Pigeon ramier,2023,9,23
Pinson des arbres,2023,36,88
Pinson du Nord,2023,4,7
Pipit des arbres,2023,1,17
Pipit spioncelle,2014,0,2
Pouillot de Bonelli,2012,0,3
Pouillot véloce,2023,12,26
Roitelet à triple bandeau,2023,2,9
Roitelet huppé,2020,2,10
Rollier d'Europe,2020,2,0
Rossignol philomèle,2015,0,7
Rougegorge familier,2023,18,32
Rougequeue à front blanc,2015,0,4
Rougequeue noir,2023,18,40
Sarcelle d'hiver,2023,2,0
Serin cini,2023,3,22
Sittelle torchepot,2023,5,19
Tarier des prés,2018,0,4
Tarier pâtre,2023,6,11
Tarin des aulnes,2023,4,7
Torcol fourmilier (J.t.tschusii),2013,0,3
Tourterelle turque,2023,6,13
Troglodyte mignon,2023,12,40
Vautour fauve,2022,7,0
Venturon montagnard,2013,0,1
Verdier d'Europe,2023,5,7
