frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,20,86
Aigrette garzette,2016,0,1
Alouette des champs,2024,51,181
Alouette lulu,2024,7,20
Autour des palombes,2023,6,6
Barge à queue noire,2016,0,1
Bécasseau de Temminck,2020,1,0
Bécasse des bois,2024,3,4
Bécassine des marais,2024,31,89
Bécassine sourde,2022,1,2
Bec-croisé des sapins,2015,0,2
Bergeronnette des ruisseaux,2024,7,36
Bergeronnette grise,2023,80,197
Bergeronnette printanière,2023,25,130
Bihoreau gris,2020,4,3
Bondrée apivore,2021,6,18
Bouvreuil pivoine,2023,16,54
Bruant des roseaux,2023,30,225
Bruant jaune,2023,135,408
Bruant ortolan,2017,0,1
Bruant proyer,2023,77,267
Bruant zizi,2023,3,7
Busard des roseaux,2023,3,3
Busard Saint-Martin,2024,22,62
Buse variable,2024,143,386
Butor étoilé,2019,2,0
Caille des blés,2020,7,50
Canard chipeau,2021,1,3
Canard colvert,2024,41,116
Canard siffleur,2021,2,6
Canard souchet,2021,3,0
Chardonneret élégant,2024,56,163
Chevalier aboyeur,2019,2,1
Chevalier culblanc,2024,26,68
Chevalier gambette,2019,2,2
Chevalier guignette,2023,3,10
Chevalier sylvain,2022,1,7
Chevêche d'Athéna,2017,0,8
Choucas des tours,2024,31,97
Chouette hulotte,2024,28,36
Cigogne blanche,2024,322,86
Cigogne noire,2023,5,5
Cincle plongeur (C.c.cinclus),2012,0,6
Cisticole des joncs,2021,1,3
Combattant varié,2018,0,2
Corbeau freux,2024,25,78
Corneille noire,2024,139,349
Coucou gris,2023,61,142
Courlis cendré,2023,22,277
Courlis corlieu,2009,0,1
Cygne tuberculé,2023,22,84
Effraie des clochers,2024,21,25
Épervier d'Europe,2024,13,50
Étourneau sansonnet,2024,167,299
Faisan de Colchide,2022,6,23
Faucon crécerelle,2023,43,172
Faucon émerillon,2021,1,1
Faucon hobereau,2022,5,38
Faucon pèlerin,2024,6,11
Fauvette à tête noire,2023,179,303
Fauvette babillarde,2023,26,74
Fauvette des jardins,2023,31,89
Fauvette grisette,2023,80,244
Foulque macroule,2021,3,29
Fuligule milouin,2012,0,2
Fuligule morillon,2020,1,7
Gallinule poule-d'eau,2023,28,68
Garrot à oeil d'or,2019,1,0
Geai des chênes,2024,67,154
Gobemouche à collier,2023,106,48
Gobemouche gris,2023,38,52
Gobemouche noir,2023,6,10
Goéland brun,2015,0,1
Goéland leucophée,2024,2,1
Gorgebleue à miroir,2014,0,2
Grand Corbeau,2023,3,7
Grand Cormoran,2024,53,111
Grande Aigrette,2024,104,224
Grèbe castagneux,2021,1,9
Grèbe huppé,2020,3,58
Grimpereau des bois,2023,23,30
Grimpereau des jardins,2024,106,158
Grive draine,2024,52,89
Grive litorne,2024,48,180
Grive mauvis,2024,19,37
Grive musicienne,2024,104,170
Grosbec casse-noyaux,2024,36,73
Guêpier d'Europe,2023,49,74
Harle bièvre,2019,1,3
Héron cendré,2024,88,266
Héron garde-boeufs,2023,8,0
Héron pourpré,2020,3,2
Hibou des marais,2015,0,3
Hibou moyen-duc,2024,7,11
Hirondelle de fenêtre,2023,52,113
Hirondelle de rivage,2021,2,3
Hirondelle rustique,2023,80,189
Huppe fasciée,2023,27,57
Hypolaïs ictérine,2019,1,75
Hypolaïs polyglotte,2023,29,70
Linotte mélodieuse,2024,50,125
Locustelle tachetée,2023,15,100
Loriot d'Europe,2023,94,174
Marouette ponctuée,2021,1,13
Martinet noir,2023,26,46
Martin-pêcheur d'Europe,2024,38,70
Merle à plastron,2013,0,5
Merle noir,2024,182,326
Mésange à longue queue,2024,34,83
Mésange bleue,2024,163,290
Mésange boréale,2024,28,99
Mésange charbonnière,2024,221,396
Mésange huppée,2024,3,12
Mésange noire,2024,2,14
Mésange nonnette,2024,39,108
Milan noir,2023,130,350
Milan royal,2023,89,215
Moineau domestique,2024,124,176
Moineau friquet,2024,19,188
Mouette rieuse,2024,1,5
Oie cendrée,2020,1,4
Oie rieuse,2013,0,2
Ouette d'Égypte,2024,31,46
Perdrix grise,2009,0,2
Perdrix rouge,2009,0,2
Petit Gravelot,2023,7,17
Phragmite des joncs,2016,0,1
Pic cendré,2023,4,45
Pic épeiche,2024,138,207
Pic épeichette,2023,5,40
Pic mar,2024,38,54
Pic noir,2024,24,64
Pic vert,2024,120,229
Pie bavarde,2024,62,200
Pie-grièche à tête rousse,2012,0,21
Pie-grièche écorcheur,2023,80,264
Pie-grièche grise,2022,6,33
Pigeon biset domestique,2023,22,35
Pigeon colombin,2019,1,3
Pigeon ramier,2024,171,247
Pinson des arbres,2024,235,400
Pinson du Nord,2022,3,21
Pipit des arbres,2023,36,76
Pipit farlouse,2024,22,175
Pipit spioncelle,2024,24,50
Pluvier doré,2017,0,5
Pouillot fitis,2023,54,118
Pouillot siffleur,2023,29,42
Pouillot véloce,2023,194,306
Râle d'eau,2024,13,34
Râle des genêts,2021,7,26
