frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,371,84
Aigrette garzette,2024,65,115
Alouette des champs,2023,26,47
Alouette lulu,2022,3,5
Autour des palombes,2021,2,0
Bécasse des bois,2024,4,14
Bécassine des marais,2024,50,27
Bécassine sourde,2016,0,1
Bec-croisé des sapins,2012,0,1
Bergeronnette des ruisseaux,2023,33,56
Bergeronnette flavéole (M.f.flavissima),2017,0,2
Bergeronnette grise,2024,100,69
Bergeronnette printanière,2021,1,5
Bernache cravant,2023,1,1
Bernache du Canada,2023,1,0
Bihoreau gris,2021,37,0
Bondrée apivore,2023,7,10
Bouscarle de Cetti,2023,27,4
Bouvreuil pivoine,2023,9,98
Bruant des roseaux,2023,5,4
Bruant jaune,2023,4,25
Bruant zizi,2023,25,19
Busard des roseaux,2015,0,1
Busard Saint-Martin,2023,3,0
Buse variable,2024,244,98
Butor étoilé,2009,0,1
Caille des blés,2010,0,2
Canard carolin,2014,0,1
Canard chipeau,2023,4,3
Canard colvert,2024,94,74
Canard de Barbarie,2017,0,1
Canard mandarin,2020,1,0
Canard pilet,2021,2,1
Canard siffleur,2021,2,4
Canard souchet,2024,10,14
Chardonneret élégant,2024,179,78
Chevalier aboyeur,2021,2,2
Chevalier culblanc,2024,59,87
Chevalier gambette,2017,0,1
Chevalier guignette,2023,6,11
Chevalier sylvain,2017,0,4
Chevêche d'Athéna,2024,15,7
Choucas des tours,2024,30,42
Chouette hulotte,2023,62,89
Cigogne blanche,2023,6,7
Cigogne noire,2016,0,1
Cisticole des joncs,2023,14,2
Combattant varié,2010,0,4
Corbeau freux,2024,22,21
Corneille noire,2024,268,103
Coucou gris,2023,52,28
Courlis cendré,2022,1,7
Cygne tuberculé,2024,5,1
Échasse blanche,2019,5,0
Effraie des clochers,2024,24,24
Épervier d'Europe,2024,57,131
Étourneau sansonnet,2024,466,107
Faisan de Colchide,2022,13,7
Faucon crécerelle,2024,131,63
Faucon émerillon,2020,1,5
Faucon hobereau,2023,29,33
Faucon pèlerin,2023,7,15
Fauvette à tête noire,2024,259,113
Fauvette des jardins,2023,23,21
Fauvette grisette,2023,7,8
Foulque macroule,2024,34,37
Fuligule milouin,2024,1,5
Fuligule morillon,2023,2,4
Gallinule poule-d'eau,2023,70,67
Geai des chênes,2024,108,61
Gobemouche gris,2023,14,45
Gobemouche noir,2023,3,3
Goéland argenté,2023,44,49
Goéland brun,2023,37,26
Goéland cendré,2023,1,9
Goéland leucophée,2023,1,0
Goéland marin,2018,0,1
Grand Cormoran,2024,59,64
Grande Aigrette,2024,18,16
Grand Gravelot,2022,2,2
Grèbe castagneux,2022,6,13
Grèbe huppé,2024,19,22
Grimpereau des jardins,2024,70,50
Grive draine,2024,56,82
Grive litorne,2023,14,58
Grive mauvis,2024,40,48
Grive musicienne,2024,246,108
Grosbec casse-noyaux,2024,24,96
Guêpier d'Europe,2021,2,0
Guifette noire,2022,1,0
Harle bièvre,2011,0,11
Harle huppé,2014,0,1
Héron cendré,2024,78,80
Héron garde-boeufs,2024,121,50
Héron pourpré,2021,2,1
Hibou des marais,2010,0,1
Hibou moyen-duc,2021,4,34
Hirondelle de fenêtre,2023,80,33
Hirondelle de rivage,2021,4,9
Hirondelle rustique,2023,129,87
Huppe fasciée,2023,29,1
Hypolaïs polyglotte,2023,46,45
Ibis falcinelle,2022,6,0
Linotte mélodieuse,2023,60,69
Locustelle tachetée,2011,0,2
Loriot d'Europe,2023,3,7
Martinet noir,2023,90,55
Martin-pêcheur d'Europe,2023,24,58
Merle noir,2024,679,175
Mésange à longue queue,2024,151,113
Mésange bleue,2024,636,166
Mésange charbonnière,2024,613,144
Mésange huppée,2023,18,29
Mésange noire,2022,10,23
Mésange nonnette,2023,18,50
Milan noir,2021,4,1
Milan royal,2020,2,0
Moineau domestique,2024,536,87
