frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,21,22
Aigle botté,2022,1,1
Aigrette garzette,2021,1,0
Alouette des champs,2021,1,3
Alouette lulu,2023,40,44
Autour des palombes,2012,0,2
Bécassine des marais,2022,2,7
Bec-croisé des sapins,2020,1,4
Bergeronnette des ruisseaux,2023,6,16
Bergeronnette grise,2023,39,52
Bergeronnette printanière,2023,5,7
Bihoreau gris,2016,0,1
Bondrée apivore,2022,2,6
Bouvreuil pivoine,2023,27,41
Bruant des roseaux,2021,2,13
Bruant jaune,2023,58,67
Bruant zizi,2016,0,3
Busard des roseaux,2023,4,2
Busard Saint-Martin,2020,4,10
Buse variable,2023,109,113
Caille des blés,2022,2,0
Canard chipeau,2020,2,0
Canard colvert,2023,41,76
Canard siffleur,2021,4,0
Canard souchet,2018,0,3
Chardonneret élégant,2022,15,20
Chevalier aboyeur,2017,0,8
Chevalier culblanc,2023,2,8
Chevalier gambette,2017,0,1
Chevalier guignette,2020,1,5
Chevalier sylvain,2017,0,1
Choucas des tours,2023,21,8
Chouette hulotte,2023,5,4
Cigogne blanche,2020,2,0
Cigogne noire,2021,2,7
Cincle plongeur (C.c.cinclus),2009,0,1
Circaète Jean-le-Blanc,2012,0,1
Cisticole des joncs (C.j.cisticola),2009,0,1
Combattant varié,2008,0,1
Corneille noire,2023,127,113
Coucou gris,2022,19,25
Échasse blanche,2007,0,1
Effraie des clochers,2021,2,0
Épervier d'Europe,2023,13,7
Étourneau sansonnet,2023,47,38
Faisan de Colchide,2022,4,8
Faucon crécerelle,2023,13,16
Faucon émerillon,2021,1,0
Faucon hobereau,2019,1,9
Fauvette à tête noire,2023,94,69
Fauvette des jardins,2022,18,8
Fauvette grisette,2022,14,17
Foulque macroule,2018,0,6
Fuligule milouin,2020,1,1
Fuligule morillon,2022,1,0
Gallinule poule-d'eau,2021,2,8
Geai des chênes,2023,90,80
Gobemouche gris,2009,0,2
Gobemouche noir,2017,0,3
Goéland leucophée,2017,0,3
Grand Corbeau,2023,42,13
Grand Cormoran,2023,27,38
Grande Aigrette,2023,56,52
Grèbe castagneux,2011,0,4
Grèbe huppé,2022,17,57
Grimpereau des bois,2022,8,30
Grimpereau des jardins,2023,36,42
Grive draine,2023,37,53
Grive litorne,2023,13,23
Grive mauvis,2022,5,8
Grive musicienne,2023,36,36
Grosbec casse-noyaux,2023,4,9
Guêpier d'Europe,2023,1,0
Guifette moustac,2008,0,1
Harle bièvre,2018,0,1
Héron cendré,2023,68,86
Héron garde-boeufs,2016,0,1
Héron pourpré,2023,1,0
Hibou moyen-duc,2020,1,2
Hirondelle de fenêtre,2023,12,27
Hirondelle rustique,2023,29,64
Huppe fasciée,2022,5,18
Hypolaïs polyglotte,2023,12,12
Linotte mélodieuse,2023,6,6
Locustelle tachetée,2009,0,2
Loriot d'Europe,2020,3,0
Martinet noir,2020,10,22
Martin-pêcheur d'Europe,2023,8,6
Merle à plastron,2023,1,4
Merle noir,2023,100,101
Mésange à longue queue,2023,12,25
Mésange bleue,2023,72,68
Mésange boréale,2023,8,27
Mésange charbonnière,2023,90,73
Mésange huppée,2023,17,14
Mésange noire,2023,19,21
Mésange nonnette,2023,19,21
Milan noir,2023,46,72
Milan royal,2023,62,39
Moineau domestique,2023,33,29
Mouette rieuse,2021,1,2
Mouette tridactyle,2022,1,0
Perdrix rouge,2015,0,1
Petit Gravelot,2009,0,2
Pic épeiche,2023,45,35
Pic épeichette,2020,1,8
Pic mar,2023,2,7
Pic noir,2023,17,22
Pic vert,2023,42,37
Pie bavarde,2023,25,22
Pie-grièche écorcheur,2023,22,29
Pie-grièche grise (L.e.excubitor),2023,57,113
Pigeon biset domestique,2022,2,1
Pigeon colombin,2022,12,8
Pigeon ramier,2023,64,43
Pinson des arbres,2023,152,100
Pinson du Nord,2023,6,10
Pipit des arbres,2023,29,20
Pipit farlouse,2023,12,14
Pipit spioncelle,2023,9,15
Pouillot fitis,2022,14,22
Pouillot siffleur,2020,1,6
Pouillot véloce,2023,123,82
Râle d'eau,2018,0,1
Roitelet à triple bandeau,2023,12,8
Roitelet huppé,2022,16,25
Rossignol philomèle,2010,0,2
Rougegorge familier,2023,114,58
Rougequeue à front blanc,2022,27,23
Rougequeue noir,2023,11,33
Rousserolle effarvatte,2018,0,2
Sarcelle d'été,2021,1,3
Sarcelle d'hiver,2022,8,10
Serin cini,2022,6,5
Sittelle torchepot,2023,81,70
Sizerin cabaret,2009,0,1
Sizerin flammé,2013,0,5
Tadorne de Belon,2017,0,1
Tarier des prés,2022,2,9
Tarier pâtre,2023,25,51
Tarin des aulnes,2023,16,7
Torcol fourmilier,2020,1,4
Tourterelle des bois,2021,3,9
Tourterelle turque,2023,11,14
Traquet motteux,2016,0,5
Troglodyte mignon,2023,69,48
Vanneau huppé,2015,0,14
Verdier d'Europe,2022,11,13
