frname,lastobs,newcount,oldcount
Accenteur alpin,2024,5,20
Accenteur mouchet,2024,34,20
Aigle royal,2024,33,53
Alouette des champs,2024,41,28
Alouette lulu,2023,20,8
Autour des palombes,2023,3,4
Bec-croisé des sapins,2024,34,25
Bergeronnette des ruisseaux,2023,9,7
Bergeronnette grise,2023,11,9
Bondrée apivore,2021,1,4
Bouvreuil pivoine,2024,18,11
Bruant des neiges,2021,1,0
Bruant fou,2024,110,49
Bruant jaune,2023,14,9
Bruant ortolan,2022,16,18
Bruant zizi,2023,16,4
Busard cendré,2015,0,2
Busard des roseaux,2020,3,1
Buse variable,2022,7,12
Caille des blés,2023,6,3
Canard colvert,2020,1,0
Cassenoix moucheté,2021,2,0
Chardonneret élégant,2024,20,9
Chevalier culblanc,2014,0,1
Chevêchette d'Europe,2015,0,1
Chocard à bec jaune,2023,20,14
Chouette de Tengmalm,2022,1,1
Chouette hulotte,2023,2,3
Cincle plongeur (C.c.cinclus),2023,7,4
Circaète Jean-le-Blanc,2023,10,8
Corneille noire,2024,35,31
Coucou gris,2024,75,37
Crave à bec rouge,2024,26,24
Effraie des clochers,2021,1,0
Engoulevent d'Europe,2022,2,1
Épervier d'Europe,2023,14,9
Étourneau sansonnet,2022,2,0
Faucon crécerelle,2024,29,22
Faucon émerillon,2021,3,3
Faucon hobereau,2021,2,0
Fauvette à tête noire,2024,126,54
Fauvette babillarde,2022,10,18
Fauvette des jardins,2021,1,3
Fauvette grisette,2022,12,5
Fauvette mélanocéphale,2023,5,0
Fauvette orphée,2016,0,1
Fauvette passerinette,2009,0,1
Fauvette pitchou,2024,37,10
Geai des chênes,2024,111,63
Grand Corbeau,2024,42,53
Grand Cormoran,2022,3,0
Grand-duc d'Europe,2021,1,1
Grimpereau des bois,2024,12,4
Grimpereau des jardins,2023,33,24
Grive draine,2024,108,60
Grive litorne,2024,7,5
Grive mauvis,2022,1,3
Grive musicienne,2024,29,13
Grosbec casse-noyaux,2022,4,3
Guêpier d'Europe,2022,2,1
Hirondelle de fenêtre,2024,7,7
Hirondelle de rochers,2024,18,29
Hirondelle rustique,2022,5,3
Huppe fasciée,2022,7,2
Hypolaïs polyglotte,2020,1,0
Lagopède alpin,2011,0,2
Linotte mélodieuse,2023,41,31
Martinet à ventre blanc,2022,3,2
Martinet noir,2021,8,4
Merle à plastron,2023,4,2
Merle noir,2024,176,111
Mésange à longue queue,2024,20,31
Mésange bleue,2024,36,26
Mésange boréale,2024,15,15
Mésange charbonnière,2024,81,41
Mésange huppée,2024,88,93
Mésange noire,2024,174,129
Mésange nonnette,2023,5,7
Milan royal,2015,0,1
Moineau cisalpin,2021,3,3
Moineau domestique,2023,2,3
Moineau soulcie,2015,0,1
Monticole de roche,2021,2,3
Perdrix bartavelle,2024,19,6
Perdrix rouge,2023,3,2
Petit-duc scops,2021,6,2
Pic épeiche,2023,19,15
Pic épeichette,2012,0,2
Pic noir,2024,34,29
Pic vert,2023,26,32
Pie bavarde,2024,25,20
Pie-grièche écorcheur,2023,7,10
Pigeon biset domestique,2014,0,1
Pigeon ramier,2023,42,18
Pinson des arbres,2024,331,143
Pinson du Nord,2022,8,5
Pipit des arbres,2023,42,10
Pipit farlouse,2022,10,1
Pipit rousseline,2018,0,5
Pipit spioncelle,2023,13,12
Pluvier argenté,2024,1,0
Pluvier guignard,2015,0,1
Pouillot de Bonelli,2023,111,48
Pouillot véloce,2024,86,33
Roitelet à triple bandeau,2023,42,33
Roitelet huppé,2024,14,29
Rossignol philomèle,2021,8,11
Rougegorge familier,2024,137,104
Rougequeue à front blanc,2023,12,3
Rougequeue noir,2024,51,36
Serin cini,2023,23,14
Sittelle torchepot,2024,15,17
Tarier des prés,2022,3,3
Tarier pâtre,2023,28,8
Tarin des aulnes,2024,39,7
Tétras lyre,2022,9,14
Tichodrome échelette,2021,1,1
Torcol fourmilier,2023,6,5
Tourterelle des bois,2009,0,1
Traquet motteux,2022,18,17
Troglodyte mignon,2024,81,44
Vautour fauve,2024,41,32
Vautour moine,2021,1,1
Venturon montagnard,2024,26,20
Verdier d'Europe,2023,2,2
