frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,201,228
Aigrette garzette,2017,0,3
Alouette des champs,2024,229,322
Alouette lulu,2021,2,0
Autour des palombes,2024,5,10
Avocette élégante,2020,1,0
Barge à queue noire,2013,0,1
Bécasseau cocorli,2007,0,1
Bécasseau de Temminck,2007,0,1
Bécasseau variable,2016,0,6
Bécasse des bois,2022,7,5
Bécassine des marais,2023,11,10
Bécassine sourde,2013,0,2
Bergeronnette des ruisseaux,2024,43,48
Bergeronnette grise,2024,274,350
Bergeronnette printanière,2023,24,12
Bernache du Canada,2024,220,307
Bernache nonnette,2021,1,0
Bihoreau gris,2023,2,0
Blongios nain,2022,2,7
Bondrée apivore,2023,24,20
Bouvreuil pivoine,2023,31,42
Bruant des roseaux,2024,90,135
Bruant jaune,2024,580,457
Bruant ortolan,2021,1,0
Bruant proyer,2011,0,4
Busard cendré,2021,1,3
Busard des roseaux,2023,23,17
Busard Saint-Martin,2024,40,53
Buse variable,2024,621,778
Butor étoilé,2021,1,4
Caille des blés,2022,4,4
Canard carolin,2019,2,13
Canard chipeau,2024,50,94
Canard colvert,2024,460,537
Canard de Barbarie,2023,1,0
Canard mandarin,2020,1,5
Canard pilet,2024,10,5
Canard siffleur,2024,12,13
Canard souchet,2024,10,4
Chardonneret élégant,2024,339,164
Chevalier aboyeur,2023,2,4
Chevalier arlequin,2021,3,1
Chevalier culblanc,2024,15,17
Chevalier gambette,2007,0,1
Chevalier guignette,2023,17,32
Chevalier sylvain,2017,0,3
Chevêche d'Athéna,2024,1,5
Choucas des tours,2024,81,111
Chouette hulotte,2024,14,43
Cigogne blanche,2024,254,256
Cigogne noire,2007,0,1
Cincle plongeur (C.c.cinclus),2017,0,5
Cochevis huppé,2009,0,2
Combattant varié,2021,2,5
Corbeau freux,2024,163,166
Corneille noire,2024,968,929
Coucou gris,2023,217,218
Courlis cendré,2023,4,59
Courlis corlieu,2007,0,1
Cygne chanteur,2019,0,33
Cygne siffleur,2015,0,1
Cygne tuberculé,2024,539,746
Échasse blanche,2016,0,2
Effraie des clochers,2024,63,17
Eider à duvet,2019,1,2
Élanion blanc,2019,1,0
Épervier d'Europe,2024,93,144
Étourneau sansonnet,2024,722,448
Faisan de Colchide,2024,352,451
Faisan doré,2015,0,1
Faucon crécerelle,2024,419,413
Faucon émerillon,2023,2,12
Faucon hobereau,2023,30,30
Faucon kobez,2012,0,2
Faucon pèlerin,2024,159,101
Fauvette à tête noire,2024,1260,639
Fauvette babillarde,2023,30,60
Fauvette des jardins,2023,74,128
Fauvette grisette,2023,270,282
Foulque macroule,2024,107,165
Fuligule milouin,2024,25,67
Fuligule milouinan,2016,0,4
Fuligule morillon,2024,77,139
Fuligule nyroca,2020,1,0
Gallinule poule-d'eau,2024,141,110
Garrot à oeil d'or,2024,21,26
Geai des chênes,2024,370,365
Gobemouche gris,2023,16,33
Gobemouche noir,2023,9,8
Goéland argenté,2007,0,1
Goéland brun,2024,1,3
Goéland cendré,2024,3,7
Goéland leucophée,2024,74,110
Goéland pontique,2024,1,0
Gorgebleue à miroir,2008,0,1
Grand Corbeau,2022,10,22
Grand Cormoran,2024,337,376
Grand-duc d'Europe,2023,47,4
Grande Aigrette,2024,181,327
Grand Gravelot,2017,0,5
Grèbe à cou noir,2007,0,1
Grèbe castagneux,2023,28,72
Grèbe esclavon,2021,1,1
Grèbe huppé,2024,75,159
Grèbe jougris,2014,0,2
Grimpereau des bois,2023,18,39
Grimpereau des jardins,2024,341,80
Grive draine,2024,146,87
Grive litorne,2024,98,146
Grive mauvis,2023,11,19
Grive musicienne,2024,435,216
Grosbec casse-noyaux,2023,26,50
Guêpier d'Europe,2023,9,3
Guifette noire,2020,1,1
Harelde boréale,2023,1,0
Harle bièvre,2023,3,9
Harle piette,2020,1,3
Héron cendré,2024,439,512
Héron pourpré,2023,10,0
Hibou des marais,2020,2,8
Hibou moyen-duc,2024,24,33
Hirondelle de fenêtre,2023,208,141
Hirondelle de rivage,2024,49,10
Hirondelle rustique,2023,485,265
Huppe fasciée,2022,1,2
Hypolaïs ictérine,2023,71,124
Hypolaïs polyglotte,2023,7,11
Jaseur boréal,2013,0,30
Linotte mélodieuse,2024,42,41
Locustelle tachetée,2023,25,47
Loriot d'Europe,2023,238,228
Macreuse brune,2022,1,3
Martinet noir,2023,83,34
Martin-pêcheur d'Europe,2024,212,285
Merle noir,2024,1538,982
Mésange à longue queue,2024,233,194
Mésange bleue,2024,805,901
Mésange boréale,2023,45,128
Mésange charbonnière,2024,1935,1197
Mésange huppée,2017,0,4
Mésange noire,2021,2,0
Mésange nonnette,2024,86,139
Milan noir,2023,111,109
Milan royal,2024,79,69
Moineau domestique,2024,1416,676
Moineau friquet,2024,49,134
Mouette mélanocéphale,2007,0,1
Mouette rieuse,2024,55,66
Nette rousse,2021,1,10
Oie cendrée,2024,119,93
Oie des moissons,2023,5,8
Oie rieuse,2023,2,1
Ouette d'Égypte,2024,273,364
Perdrix grise,2023,29,39
Perroquet jaco,2022,1,0
Petit Gravelot,2023,48,48
Pic cendré,2022,5,17
Pic épeiche,2024,660,707
Pic épeichette,2023,35,46
Pic mar,2023,30,30
Pic noir,2024,136,181
Pic vert,2024,229,338
Pie bavarde,2024,454,394
Pie-grièche écorcheur,2023,136,109
Pie-grièche grise,2024,9,14
Pigeon biset domestique,2024,55,66
Pigeon colombin,2023,22,22
Pigeon ramier,2024,882,575
Pinson des arbres,2024,1219,922
Pinson du Nord,2022,46,39
Pipit des arbres,2021,6,9
Pipit farlouse,2024,17,34
Pipit spioncelle,2024,11,4
Plongeon imbrin,2023,1,0
Pluvier argenté,2007,0,1
Pluvier doré,2018,0,16
Pouillot fitis,2023,41,59
Pouillot siffleur,2018,0,7
Pouillot véloce,2024,977,632
Râle d'eau,2024,56,36
Rémiz penduline,2022,1,1
Roitelet à triple bandeau,2024,24,41
Roitelet huppé,2024,22,29
Rossignol philomèle,2023,267,312
Rougegorge familier,2024,919,437
Rougequeue à front blanc,2023,13,22
Rougequeue noir,2024,719,361
Rousserolle effarvatte,2023,160,175
Rousserolle verderolle,2023,67,109
Sarcelle d'été,2018,0,5
Sarcelle d'hiver,2024,47,66
Serin cini,2023,29,57
Sittelle torchepot,2024,257,231
Sizerin cabaret,2012,0,2
Sizerin flammé,2018,0,3
Sterne pierregarin,2023,83,69
Tadorne casarca,2024,7,6
Tadorne de Belon,2013,0,5
Tarier des prés,2021,5,12
Tarier pâtre,2023,36,21
Tarin des aulnes,2024,68,63
Torcol fourmilier,2023,18,8
Tournepierre à collier,2016,0,1
Tourterelle des bois,2023,49,90
Tourterelle turque,2024,591,330
Traquet motteux,2023,9,23
Troglodyte mignon,2024,618,288
Vanneau huppé,2023,92,199
Verdier d'Europe,2024,378,242
