frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,3,3
Aigrette garzette,2023,4,5
Alouette lulu,2021,1,11
Autour des palombes,2017,0,1
Bécasse des bois,2016,0,1
Bec-croisé des sapins,2019,1,2
Bergeronnette des ruisseaux,2023,21,18
Bergeronnette grise,2023,19,47
Bergeronnette printanière,2016,0,1
Bondrée apivore,2023,4,1
Bouscarle de Cetti,2018,0,1
Bouvreuil pivoine,2020,1,2
Bruant proyer,2022,1,0
Bruant zizi,2022,13,13
Busard des roseaux,2015,0,1
Busard Saint-Martin,2018,0,1
Buse variable,2023,32,92
Canard colvert,2023,4,2
Chardonneret élégant,2023,60,67
Chevalier culblanc,2023,1,0
Chevalier guignette,2022,1,0
Choucas des tours,2023,37,19
Chouette hulotte,2022,10,13
Cincle plongeur (C.c.cinclus),2023,19,13
Circaète Jean-le-Blanc,2022,15,32
Corneille noire,2023,68,98
Coucou gris,2022,17,22
Effraie des clochers,2011,0,1
Engoulevent d'Europe,2022,5,1
Épervier d'Europe,2023,14,18
Étourneau sansonnet,2023,26,16
Faisan de Colchide,2022,4,1
Faucon crécerelle,2023,31,33
Faucon hobereau,2022,7,6
Faucon pèlerin,2022,4,22
Fauvette à tête noire,2023,152,144
Fauvette des jardins,2022,4,6
Fauvette grisette,2021,1,2
Fauvette mélanocéphale,2023,22,12
Fauvette passerinette,2023,12,5
Fauvette pitchou,2020,1,2
Gallinule poule-d'eau,2015,0,1
Geai des chênes,2023,62,44
Gobemouche gris,2022,5,6
Gobemouche noir,2023,6,3
Goéland leucophée,2022,3,13
Grand Corbeau,2023,51,87
Grand Cormoran,2023,7,15
Grand-duc d'Europe,2016,0,1
Grande Aigrette,2022,2,3
Grimpereau des jardins,2023,58,56
Grive draine,2022,3,6
Grive mauvis,2016,0,1
Grive musicienne,2023,31,26
Grosbec casse-noyaux,2022,2,1
Guêpier d'Europe,2021,3,3
Héron cendré,2023,25,34
Hirondelle de fenêtre,2022,17,44
Hirondelle de rochers,2023,25,36
Hirondelle rustique,2023,14,27
Huppe fasciée,2023,24,11
Hypolaïs polyglotte,2022,12,32
Loriot d'Europe,2023,37,34
Martinet à ventre blanc,2023,2,0
Martinet noir,2023,55,101
Martin-pêcheur d'Europe,2023,12,2
Merle noir,2023,192,169
Mésange à longue queue,2023,23,21
Mésange bleue,2023,121,85
Mésange charbonnière,2023,177,113
Mésange huppée,2023,14,13
Mésange noire,2022,19,15
Mésange nonnette,2022,6,2
Milan noir,2023,27,87
Milan royal,2023,9,8
Moineau domestique,2023,50,90
Moineau friquet,2021,2,1
Monticole bleu,2016,0,1
Perdrix rouge,2015,0,1
Petit-duc scops,2023,2,2
Pic épeiche,2023,28,56
Pic épeichette,2021,2,2
Pic noir,2023,1,3
Pic vert,2023,75,74
Pie bavarde,2023,104,50
Pie-grièche écorcheur,2013,0,1
Pigeon biset domestique,2023,16,4
Pigeon ramier,2022,45,43
Pinson des arbres,2023,205,193
Pinson du Nord,2023,1,0
Pipit farlouse,2016,0,5
Pipit rousseline,2009,0,1
Pipit spioncelle,2009,0,2
Pouillot de Bonelli,2022,8,8
Pouillot fitis,2023,1,1
Pouillot véloce,2022,24,25
Roitelet à triple bandeau,2022,33,64
Roitelet huppé,2021,4,2
Rossignol philomèle,2023,30,64
Rougegorge familier,2023,155,111
Rougequeue à front blanc,2023,44,58
Rougequeue noir,2023,106,98
Serin cini,2023,36,60
Sittelle torchepot,2023,13,17
Tarier pâtre,2016,0,4
Tarin des aulnes,2023,8,3
Tourterelle des bois,2023,2,8
Tourterelle turque,2023,60,68
Traquet motteux,2014,0,1
Troglodyte mignon,2023,48,57
Vautour fauve,2022,10,10
Verdier d'Europe,2023,17,32
