frname,lastobs,newcount,oldcount
Accenteur alpin,2023,14,12
Accenteur mouchet,2023,26,11
Aigle botté,2020,1,2
Aigle royal,2023,77,47
Alouette des champs,2023,8,1
Autour des palombes,2022,2,7
Bécasse des bois,2023,1,2
Bec-croisé des sapins,2022,3,5
Bergeronnette des ruisseaux,2023,67,28
Bergeronnette grise,2023,42,6
Bergeronnette printanière,2023,1,0
Bondrée apivore,2023,9,4
Bouvreuil pivoine,2023,22,12
Bruant fou,2021,3,1
Bruant jaune,2023,26,9
Bruant zizi,2021,1,1
Busard cendré,2023,1,0
Busard des roseaux,2023,2,0
Buse variable,2023,24,11
Chardonneret élégant,2023,9,5
Chevalier culblanc,2017,0,1
Chocard à bec jaune,2023,35,20
Choucas des tours,2023,2,0
Chouette de Tengmalm,2023,3,9
Chouette hulotte,2023,8,11
Cincle plongeur (C.c.cinclus),2023,80,36
Circaète Jean-le-Blanc,2023,18,20
Corneille noire,2023,30,10
Coucou gris,2023,13,9
Crave à bec rouge,2023,51,8
Échasse blanche,2021,1,0
Élanion blanc,2022,1,0
Épervier d'Europe,2023,10,16
Étourneau sansonnet,2018,0,1
Faucon crécerelle,2023,35,19
Faucon hobereau,2022,2,0
Faucon pèlerin,2022,6,9
Fauvette à tête noire,2023,53,4
Fauvette des jardins,2023,2,2
Fauvette passerinette,2020,1,0
Geai des chênes,2023,38,12
Gobemouche gris,2022,7,0
Gobemouche noir,2022,4,0
Grand Corbeau,2023,34,14
Grand Cormoran,2019,1,2
Grand-duc d'Europe,2009,0,1
Grand Tétras,2022,3,3
Grimpereau des bois,2023,2,4
Grimpereau des jardins,2022,4,3
Grive draine,2023,15,10
Grive litorne,2023,2,2
Grive mauvis,2021,1,0
Grive musicienne,2023,23,16
Grosbec casse-noyaux,2023,3,0
Héron cendré,2023,4,3
Hibou des marais,2021,1,0
Hibou moyen-duc,2021,1,2
Hirondelle de fenêtre,2023,24,6
Hirondelle de rivage,2023,1,0
Hirondelle de rochers,2023,52,11
Hirondelle rustique,2022,7,4
Huppe fasciée,2018,0,5
Hypolaïs polyglotte,2011,0,3
Lagopède alpin,2023,9,15
Léiothrix jaune,2022,7,0
Linotte mélodieuse,2023,10,1
Martinet à ventre blanc,2022,2,0
Martinet noir,2022,19,6
Martin-pêcheur d'Europe,2022,2,0
Merle à plastron,2023,15,28
Merle noir,2023,48,14
Mésange à longue queue,2023,25,14
Mésange bleue,2023,20,19
Mésange charbonnière,2023,40,8
Mésange huppée,2023,25,12
Mésange noire,2023,58,16
Mésange nonnette,2023,4,6
Milan noir,2023,15,5
Milan royal,2023,30,7
Moineau domestique,2023,25,5
Moineau friquet,2023,2,0
Monticole de roche,2023,11,9
Niverolle alpine,2020,3,20
Perdrix grise,2023,24,17
Perdrix rouge,2023,1,0
Pic à dos blanc (D.l.lilfordi),2013,0,7
Pic épeiche,2022,12,12
Pic épeichette,2019,1,0
Pic mar,2018,0,6
Pic noir,2023,29,81
Pic vert,2023,7,9
Pie bavarde,2018,0,4
Pie-grièche écorcheur,2023,8,5
Pie-grièche grise,2019,1,0
Pigeon biset domestique,2009,0,1
Pigeon ramier,2023,11,26
Pinson des arbres,2023,78,23
Pinson du Nord,2009,0,1
Pipit des arbres,2023,5,2
Pipit farlouse,2023,2,1
Pipit spioncelle,2023,41,20
Pouillot de Bonelli,2022,1,0
Pouillot fitis,2022,2,0
Pouillot siffleur,2019,1,0
Pouillot véloce,2023,19,6
Roitelet à triple bandeau,2023,25,5
Roitelet huppé,2023,23,8
Rougegorge familier,2023,58,22
Rougequeue à front blanc,2021,2,0
Rougequeue noir,2023,75,22
Serin cini,2023,10,5
Sittelle torchepot,2023,25,18
Tarier des prés,2023,6,1
Tarier pâtre,2023,22,2
Tarin des aulnes,2021,3,0
Tichodrome échelette,2021,2,4
Tourterelle turque,2023,27,5
Traquet motteux,2023,48,24
Troglodyte mignon,2023,44,16
Vautour fauve,2023,106,40
Vautour moine,2023,2,0
Venturon montagnard,2023,8,6
Verdier d'Europe,2022,6,3
