frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,528,585
Aigrette garzette,2023,5,9
Alouette des champs,2024,117,149
Alouette lulu,2024,7,14
Autour des palombes,2018,0,1
Barge à queue noire,2018,0,2
Barge rousse,2020,2,0
Bécasse des bois,2024,10,24
Bécassine des marais,2023,8,2
Bec-croisé des sapins,2011,0,1
Bergeronnette des ruisseaux,2024,117,164
Bergeronnette grise,2024,115,189
Bergeronnette printanière,2020,1,2
Bernache cravant,2023,2,20
Bernache du Canada,2013,0,1
Bernache nonnette,2023,2,4
Bihoreau gris,2020,1,0
Bondrée apivore,2023,4,12
Bouscarle de Cetti,2024,17,8
Bouvreuil pivoine,2023,14,54
Bruant des roseaux,2016,0,4
Bruant jaune,2024,89,78
Bruant proyer,2023,10,1
Bruant zizi,2024,211,120
Busard des roseaux,2023,2,1
Busard Saint-Martin,2023,4,1
Buse variable,2024,489,339
Caille des blés,2023,2,1
Canard carolin,2012,0,2
Canard chipeau,2024,2,11
Canard colvert,2024,234,467
Canard mandarin,2022,1,28
Canard siffleur,2024,29,7
Canard souchet,2024,6,26
Chardonneret élégant,2024,418,289
Chevalier aboyeur,2018,0,1
Chevalier culblanc,2023,13,8
Chevalier guignette,2024,37,28
Chevêche d'Athéna,2024,101,178
Choucas des tours,2024,80,179
Chouette hulotte,2023,32,116
Cigogne blanche,2024,20,14
Cigogne noire,2021,3,4
Cisticole des joncs,2024,35,4
Conure veuve,2014,0,1
Corbeau freux,2024,130,312
Cormoran huppé,2018,0,1
Corneille noire,2024,427,537
Coucou gris,2023,112,102
Courlis cendré,2022,2,6
Courlis corlieu,2014,0,1
Cygne noir,2015,0,13
Cygne tuberculé,2023,4,35
Effraie des clochers,2024,75,123
Engoulevent d'Europe,2020,1,0
Épervier d'Europe,2024,65,101
Étourneau sansonnet,2024,472,578
Faisan de Colchide,2023,3,5
Faisan vénéré,2015,0,1
Faucon crécerelle,2024,353,253
Faucon d'Éléonore,2014,0,1
Faucon émerillon,2021,1,2
Faucon hobereau,2023,13,47
Faucon pèlerin,2022,2,6
Fauvette à tête noire,2024,586,560
Fauvette des jardins,2023,15,20
Fauvette grisette,2023,27,7
Foulque macroule,2024,50,211
Fuligule milouin,2021,2,9
Fuligule morillon,2023,2,8
Gallinule poule-d'eau,2024,175,376
Geai des chênes,2024,346,364
Gobemouche gris,2023,45,68
Gobemouche noir,2022,10,4
Goéland argenté,2024,32,41
Goéland brun,2024,89,376
Goéland cendré,2024,2,27
Goéland leucophée,2024,27,37
Goéland marin,2012,0,9
Goéland pontique,2024,10,3
Grand Cormoran,2024,117,343
Grande Aigrette,2024,55,36
Grèbe castagneux,2023,5,14
Grèbe huppé,2024,63,234
Grimpereau des jardins,2024,137,157
Grive draine,2024,67,143
Grive litorne,2023,11,44
Grive mauvis,2024,25,71
Grive musicienne,2024,369,359
Grosbec casse-noyaux,2024,43,88
Guifette noire,2008,0,1
Harle bièvre,2012,0,22
Harle piette,2010,0,4
Héron cendré,2024,172,142
Héron garde-boeufs,2023,11,10
Hibou moyen-duc,2023,9,20
Hirondelle de fenêtre,2023,77,54
Hirondelle de rivage,2021,2,13
Hirondelle rustique,2023,158,180
Huppe fasciée,2023,14,25
Hypolaïs polyglotte,2023,105,99
Ibis falcinelle,2022,1,0
Linotte mélodieuse,2024,193,137
Locustelle tachetée,2012,0,2
Loriot d'Europe,2023,8,9
Martinet noir,2023,174,286
Martin-pêcheur d'Europe,2024,63,134
Merle à plastron,2010,0,1
Merle noir,2024,1144,1126
Mésange à longue queue,2024,231,291
Mésange bleue,2024,1087,774
Mésange charbonnière,2024,1202,891
Mésange huppée,2024,21,32
Mésange noire,2023,16,56
Mésange nonnette,2024,40,74
Milan noir,2024,43,55
Milan royal,2021,4,5
Moineau domestique,2024,817,380
Mouette mélanocéphale,2023,3,11
Mouette rieuse,2024,131,465
Oedicnème criard,2015,0,3
Oie cendrée,2023,8,28
Ouette d'Égypte,2017,0,2
Perdrix grise,2021,2,4
Perdrix rouge,2018,0,5
Perruche à collier,2018,0,1
Perruche ondulée,2022,1,0
Petit Gravelot,2022,2,2
Pic épeiche,2024,243,191
Pic épeichette,2023,17,26
Pic mar,2023,6,4
Pic noir,2023,12,8
Pic vert,2024,352,277
Pie bavarde,2024,707,601
Pie-grièche écorcheur,2022,5,1
Pigeon biset domestique,2024,106,152
Pigeon colombin,2023,35,66
Pigeon ramier,2024,871,753
Pinson des arbres,2024,1324,1099
Pinson du Nord,2024,67,27
Pipit des arbres,2021,2,20
Pipit farlouse,2024,107,48
Pluvier doré,2024,3,9
Pouillot fitis,2023,22,32
Pouillot véloce,2024,556,623
Roitelet à triple bandeau,2023,28,54
Roitelet huppé,2023,17,47
Rossignol philomèle,2023,36,21
Rougegorge familier,2024,1100,813
Rougequeue à front blanc,2023,12,5
Rougequeue noir,2024,199,228
Rousserolle effarvatte,2023,1,2
Sarcelle d'hiver,2024,2,13
Serin cini,2024,21,98
Sittelle torchepot,2024,194,192
Sizerin cabaret,2011,0,1
Sizerin flammé,2011,0,1
Spatule blanche,2023,2,1
Sterne naine,2023,1,2
Sterne pierregarin,2023,93,23
Tadorne de Belon,2022,1,0
Tarier des prés,2023,18,0
Tarier pâtre,2024,329,85
Tarin des aulnes,2024,91,125
Tichodrome échelette,2017,0,10
Torcol fourmilier,2023,2,1
Tourterelle des bois,2023,30,62
Tourterelle turque,2024,576,395
Traquet motteux,2023,13,10
Troglodyte mignon,2024,476,609
Vanneau huppé,2024,56,108
Verdier d'Europe,2024,361,282
