frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,45,55
Aigle botté,2015,0,3
Aigle impérial,2022,1,0
Aigrette garzette,2023,153,373
Alouette des champs,2024,410,251
Alouette lulu,2023,4,11
Autour des palombes,2023,21,18
Avocette élégante,2023,369,15
Barge à queue noire,2020,5,0
Barge rousse,2023,2,15
Bécasseau cocorli,2023,14,63
Bécasseau de Temminck,2023,68,67
Bécasseau maubèche,2011,0,9
Bécasseau minute,2023,32,88
Bécasseau sanderling,2019,9,11
Bécasseau variable,2024,186,225
Bécasse des bois,2024,3,0
Bécassine des marais,2023,136,132
Bergeronnette des ruisseaux,2024,43,47
Bergeronnette flavéole (M.f.flavissima),2020,1,18
Bergeronnette grise,2024,708,724
Bergeronnette printanière,2024,800,720
Bihoreau gris,2023,12,27
Blongios nain,2014,0,3
Bondrée apivore,2023,34,44
Bouvreuil pivoine,2024,10,18
Bruant des roseaux,2024,87,217
Bruant jaune,2024,60,76
Bruant ortolan,2021,1,4
Bruant proyer,2024,295,424
Bruant zizi,2023,7,8
Busard cendré,2024,351,449
Busard des roseaux,2024,92,149
Busard Saint-Martin,2024,48,137
Buse pattue,2010,0,2
Buse variable,2024,420,557
Caille des blés,2023,102,122
Calopsitte élégante,2018,0,1
Canard à collier noir,2014,0,3
Canard carolin,2016,0,1
Canard chipeau,2024,216,287
Canard colvert,2024,711,1325
Canard des Bahamas,2013,0,1
Canard mandarin,2021,7,7
Canard pilet,2023,41,65
Canard siffleur,2024,45,116
Canard souchet,2024,320,423
Chardonneret élégant,2024,410,341
Chevalier aboyeur,2023,246,393
Chevalier arlequin,2023,32,46
Chevalier culblanc,2024,349,509
Chevalier gambette,2023,124,119
Chevalier guignette,2024,526,811
Chevalier sylvain,2023,164,152
Chevêche d'Athéna,2023,8,6
Choucas des tours,2024,33,30
Chouette hulotte,2024,11,11
Cigogne blanche,2023,21,53
Cigogne noire,2023,6,5
Circaète Jean-le-Blanc,2023,2,5
Cisticole des joncs,2023,4,1
Combattant varié,2023,108,105
Corbeau freux,2024,56,62
Cormoran huppé,2022,1,0
Corneille noire,2024,558,275
Coucou gris,2024,160,105
Courlis cendré,2023,46,34
Courlis corlieu,2023,18,2
Cygne tuberculé,2024,739,1201
Échasse blanche,2023,103,14
Effraie des clochers,2023,10,40
Épervier d'Europe,2024,73,113
Érismature rousse,2018,0,76
Étourneau sansonnet,2024,408,237
Faisan de Colchide,2023,25,42
Faucon crécerelle,2024,451,480
Faucon émerillon,2023,12,44
Faucon hobereau,2023,124,257
Faucon kobez,2021,7,18
Faucon pèlerin,2024,22,50
Fauvette à tête noire,2024,514,218
Fauvette babillarde,2023,41,24
Fauvette des jardins,2023,116,65
Fauvette grisette,2024,396,297
Foulque macroule,2024,706,1687
Fuligule milouin,2024,690,1478
Fuligule milouinan,2023,3,38
Fuligule morillon,2024,1043,2154
Fuligule nyroca,2023,25,111
Gallinule poule-d'eau,2024,61,147
Garrot à oeil d'or,2022,60,310
Geai des chênes,2024,154,78
Gobemouche gris,2023,12,19
Gobemouche noir,2023,75,46
Goéland brun,2021,4,7
Goéland cendré,2023,4,29
Goéland leucophée,2024,78,36
Gorgebleue à miroir,2015,0,13
Grand Cormoran,2024,513,919
Grande Aigrette,2024,449,853
Grand Gravelot,2023,227,179
Gravelot à collier interrompu,2018,0,29
Grèbe à cou noir,2023,60,277
Grèbe castagneux,2024,370,788
Grèbe huppé,2024,569,1434
Grèbe jougris,2016,0,126
Grimpereau des jardins,2024,132,75
Grive draine,2024,109,70
Grive litorne,2023,32,33
Grive mauvis,2023,18,11
Grive musicienne,2024,106,80
Grosbec casse-noyaux,2023,36,32
Guêpier d'Europe,2023,18,9
Guifette leucoptère,2020,7,3
Guifette moustac,2023,35,28
Guifette noire,2023,39,162
Harelde boréale,2019,31,0
Harle bièvre,2019,13,34
Harle huppé,2021,1,0
Harle piette,2016,0,16
Héron cendré,2024,737,1291
Héron garde-boeufs,2023,4,7
Héron pourpré,2022,12,25
Hibou moyen-duc,2023,11,22
Hirondelle de fenêtre,2024,189,134
Hirondelle de rivage,2023,254,280
Hirondelle de rochers,2015,0,1
Hirondelle rustique,2024,468,336
Huppe fasciée,2023,27,10
Hypolaïs polyglotte,2023,101,138
Ibis falcinelle,2023,3,0
Linotte mélodieuse,2024,480,405
Locustelle tachetée,2023,1,2
Loriot d'Europe,2023,81,78
Macreuse brune,2018,0,2
Marouette poussin,2014,0,4
Martinet à ventre blanc,2023,3,0
Martinet noir,2023,182,118
Martin-pêcheur d'Europe,2024,275,345
Merle à plastron,2022,1,0
Merle noir,2024,674,357
Mésange à longue queue,2024,103,92
Mésange bleue,2024,355,266
Mésange boréale,2023,2,1
Mésange charbonnière,2024,491,405
Mésange huppée,2019,2,32
Mésange noire,2023,5,13
Mésange nonnette,2024,17,21
Milan noir,2024,158,197
Milan royal,2024,171,171
Moineau domestique,2024,407,283
Moineau friquet,2020,1,4
Mouette mélanocéphale,2023,9,14
Mouette pygmée,2023,20,9
Mouette rieuse,2024,104,236
Mouette tridactyle,2022,9,0
Nette rousse,2024,625,1357
Oie cendrée,2024,35,26
Oie des moissons,2017,0,3
Oie rieuse,2019,1,1
Ouette d'Égypte,2024,97,73
Perdrix grise,2024,149,228
Perdrix rouge,2023,10,28
Petit-duc scops,2008,0,1
Petit Gravelot,2024,559,742
Phalarope à bec étroit,2021,2,0
Pic cendré,2022,4,0
Pic épeiche,2024,135,156
Pic épeichette,2023,29,28
Pic mar,2023,22,6
Pic noir,2024,16,26
Pic vert,2024,171,210
Pie bavarde,2024,143,158
Pie-grièche écorcheur,2023,57,144
Pie-grièche grise,2012,0,3
Pigeon biset domestique,2024,21,23
Pigeon colombin,2024,87,189
Pigeon ramier,2024,565,264
Pinson des arbres,2024,503,347
Pinson du Nord,2023,36,47
Pipit à gorge rousse,2019,9,8
Pipit des arbres,2023,42,32
Pipit farlouse,2024,88,114
Pipit rousseline,2017,0,5
Pipit spioncelle,2024,13,14
Pluvier argenté,2022,4,18
Pluvier doré,2023,9,16
Pluvier guignard,2023,1,0
Pouillot à grands sourcils,2016,0,3
Pouillot fitis,2023,75,54
Pouillot siffleur,2023,4,2
Pouillot véloce,2024,405,274
Râle d'eau,2023,4,3
Râle des genêts,2020,1,0
Rémiz penduline,2023,2,10
Roitelet à triple bandeau,2023,11,25
Roitelet huppé,2024,12,26
Rossignol philomèle,2024,385,224
Rougegorge familier,2024,389,314
Rougequeue à front blanc,2024,42,49
Rougequeue noir,2023,138,178
Rousserolle effarvatte,2023,59,120
Rousserolle turdoïde,2021,1,15
Sarcelle d'été,2023,110,163
Sarcelle d'hiver,2024,314,558
Serin cini,2023,111,127
Sittelle torchepot,2024,36,52
Spatule blanche,2016,0,1
Sterne caspienne,2023,6,2
Sterne hansel,2018,0,7
