frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,82,58
Aigle botté,2023,12,6
Aigrette garzette,2023,71,4
Alouette des champs,2024,90,55
Alouette lulu,2024,44,36
Autour des palombes,2015,0,2
Bécasseau de Temminck,2018,0,3
Bécasseau minute,2023,2,0
Bécasseau variable,2022,2,10
Bécassine des marais,2024,49,12
Bécassine sourde,2021,2,3
Bergeronnette des ruisseaux,2024,80,19
Bergeronnette grise,2024,280,114
Bergeronnette printanière,2023,116,38
Bihoreau gris,2024,80,28
Bondrée apivore,2023,9,9
Bouscarle de Cetti,2024,81,11
Bouvreuil pivoine,2022,1,0
Bruant des roseaux,2024,32,16
Bruant jaune,2018,0,1
Bruant proyer,2024,92,39
Bruant zizi,2024,139,104
Busard cendré,2019,1,0
Busard des roseaux,2020,3,3
Busard Saint-Martin,2023,1,3
Buse pattue,2015,0,1
Buse variable,2024,153,152
Caille des blés,2023,3,4
Calopsitte élégante,2023,1,0
Canard carolin,2021,4,0
Canard chipeau,2022,6,0
Canard colvert,2024,402,102
Canard pilet,2018,0,1
Canard siffleur,2023,8,0
Canard souchet,2024,28,24
Chardonneret élégant,2024,433,231
Chevalier aboyeur,2023,16,0
Chevalier arlequin,2019,4,0
Chevalier culblanc,2024,68,16
Chevalier gambette,2023,20,0
Chevalier guignette,2023,80,4
Chevalier sylvain,2023,16,0
Chevêche d'Athéna,2024,155,165
Choucas des tours,2024,54,14
Chouette hulotte,2024,50,37
Cigogne blanche,2023,6,1
Cigogne noire,2019,1,0
Circaète Jean-le-Blanc,2023,52,3
Cisticole des joncs,2024,151,62
Cochevis huppé,2022,7,22
Combattant varié,2023,2,0
Corneille noire,2024,680,321
Coucou gris,2020,1,9
Crabier chevelu,2023,3,0
Échasse blanche,2021,3,3
Effraie des clochers,2024,12,23
Élanion blanc,2024,14,1
Engoulevent d'Europe,2023,1,0
Épervier d'Europe,2024,75,44
Étourneau sansonnet,2024,563,340
Faisan de Colchide,2024,42,78
Faisan vénéré,2022,1,0
Faucon crécerelle,2024,239,117
Faucon crécerellette,2020,1,1
Faucon émerillon,2018,0,1
Faucon hobereau,2023,20,12
Faucon pèlerin,2024,15,11
Fauvette à tête noire,2024,488,376
Fauvette des jardins,2020,1,1
Fauvette grisette,2023,40,33
Fauvette mélanocéphale,2023,16,2
Fauvette pitchou,2021,1,0
Foulque macroule,2024,126,32
Fuligule milouin,2018,0,2
Gallinule poule-d'eau,2024,333,61
Geai des chênes,2024,190,253
Gobemouche gris,2023,16,24
Gobemouche noir,2023,103,125
Goéland brun,2019,1,3
Goéland cendré,2014,0,1
Goéland leucophée,2024,152,42
Grand Cormoran,2024,159,56
Grande Aigrette,2024,75,10
Grand Gravelot,2021,8,1
Grèbe castagneux,2024,28,2
Grèbe huppé,2023,12,7
Grimpereau des jardins,2024,286,111
Grive draine,2024,7,12
Grive litorne,2023,2,7
Grive mauvis,2024,9,7
Grive musicienne,2024,90,82
Grosbec casse-noyaux,2022,6,84
Guêpier d'Europe,2023,34,9
Guifette moustac,2021,4,0
Héron cendré,2024,355,156
Héron garde-boeufs,2024,316,4
Héron pourpré,2023,1,3
Hibou moyen-duc,2019,1,0
Hirondelle de fenêtre,2024,69,25
Hirondelle de rivage,2019,3,1
Hirondelle de rochers,2019,1,0
Hirondelle rustique,2023,119,67
Huppe fasciée,2024,265,164
Hypolaïs polyglotte,2023,46,40
Ibis falcinelle,2021,1,0
Linotte mélodieuse,2024,27,34
Loriot d'Europe,2023,114,82
Martinet noir,2023,46,31
Martin-pêcheur d'Europe,2024,127,21
Merle à plastron,2021,3,0
Merle noir,2024,1128,727
Mésange à longue queue,2024,248,131
Mésange bleue,2024,740,563
Mésange charbonnière,2024,1156,762
Mésange noire,2022,24,41
Mésange nonnette,2013,0,1
Milan noir,2024,227,74
Milan royal,2024,97,30
Moineau domestique,2024,603,332
Moineau friquet,2024,69,27
Moineau soulcie,2023,11,32
Mouette pygmée,2022,1,0
Mouette rieuse,2023,8,2
Nette rousse,2019,1,0
Oedicnème criard,2022,3,2
Oie cendrée,2022,1,0
Ouette d'Égypte,2023,6,0
Perdrix grise,2023,1,1
Perdrix rouge,2024,34,111
Perruche à collier,2024,2,0
Petit-duc scops,2018,0,7
Petit Gravelot,2023,65,1
Phalarope à bec large,2023,11,0
Pic épeiche,2024,181,163
Pic épeichette,2024,37,30
Pic mar,2024,20,0
Pic noir,2024,9,1
Pic vert,2024,419,270
Pie bavarde,2024,1028,594
Pie-grièche à tête rousse,2017,0,1
Pie-grièche écorcheur,2023,8,10
Pigeon biset domestique,2024,141,35
Pigeon biset (origine naturelle),2016,0,4
Pigeon colombin,2024,90,14
Pigeon ramier,2024,644,276
Pinson des arbres,2024,494,363
Pinson du Nord,2023,49,38
Pipit des arbres,2023,5,17
Pipit farlouse,2024,68,36
Pipit rousseline,2009,0,1
Pipit spioncelle,2022,8,4
Pouillot de Bonelli,2023,54,30
Pouillot fitis,2023,15,10
Pouillot véloce,2024,351,246
Râle d'eau,2024,7,3
Roitelet à triple bandeau,2024,91,33
Roitelet huppé,2024,13,25
Rossignol philomèle,2023,161,125
Rougegorge familier,2024,751,542
Rougequeue à front blanc,2023,36,24
Rougequeue noir,2024,323,137
Rousserolle effarvatte,2023,2,1
Sarcelle d'été,2024,15,0
Sarcelle d'hiver,2023,11,35
Serin cini,2024,79,36
Sittelle torchepot,2024,234,105
Spatule blanche,2023,10,0
Sterne pierregarin,2022,1,0
Tadorne de Belon,2021,2,6
Tarier des prés,2023,10,14
Tarier pâtre,2024,183,33
Tarin des aulnes,2024,57,50
Torcol fourmilier,2023,2,1
Tourterelle des bois,2023,55,35
Tourterelle turque,2024,676,496
Traquet motteux,2023,1,0
Troglodyte mignon,2024,157,129
Vanneau huppé,2019,2,2
Vautour fauve,2019,1,0
Verdier d'Europe,2024,242,248
