frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,29,197
Aigle botté,2022,14,38
Aigrette garzette,2017,0,8
Alouette des champs,2023,65,329
Alouette lulu,2023,102,429
Autour des palombes,2022,2,12
Bécasse des bois,2021,6,106
Bécassine des marais,2021,16,46
Bécassine sourde,2014,0,1
Bec-croisé des sapins,2020,2,7
Bergeronnette des ruisseaux,2023,31,119
Bergeronnette grise,2022,56,369
Bergeronnette printanière,2021,8,136
Bihoreau gris,2017,0,2
Bondrée apivore,2023,28,104
Bouvreuil pivoine,2019,0,21
Bruant des roseaux,2023,34,154
Bruant fou,2020,1,6
Bruant jaune,2021,4,53
Bruant ortolan,2010,0,5
Bruant proyer,2023,118,364
Bruant zizi,2023,106,475
Busard cendré,2021,1,13
Busard des roseaux,2022,6,68
Busard Saint-Martin,2021,9,68
Buse variable,2023,398,1030
Butor étoilé,2011,0,1
Caille des blés,2023,9,61
Canard colvert,2023,81,266
Canard pilet,2010,0,3
Canard siffleur,2012,0,3
Canard souchet,2017,0,2
Chardonneret élégant,2023,101,507
Chevalier aboyeur,2013,0,2
Chevalier culblanc,2023,13,37
Chevêche d'Athéna,2023,84,221
Choucas des tours,2022,38,135
Chouette hulotte,2022,14,67
Cigogne blanche,2022,1,5
Cigogne noire,2023,2,28
Cincle plongeur (C.c.cinclus),2018,0,6
Circaète Jean-le-Blanc,2022,22,103
Cisticole des joncs (C.j.cisticola),2023,12,34
Cochevis huppé,2009,0,3
Corbeau freux,2008,0,2
Corneille mantelée,2009,0,1
Corneille noire,2023,149,432
Coucou geai,2009,0,2
Coucou gris,2023,45,254
Courlis cendré,2011,0,2
Crave à bec rouge,2008,0,1
Cygne tuberculé,2023,29,37
Effraie des clochers,2022,13,88
Élanion blanc,2023,404,4
Engoulevent d'Europe,2020,3,27
Épervier d'Europe,2023,59,300
Étourneau roselin,2018,0,1
Étourneau sansonnet,2023,156,617
Faisan de Colchide,2022,12,44
Faucon crécerelle,2023,372,683
Faucon crécerellette,2009,0,2
Faucon d'Éléonore,2012,0,1
Faucon émerillon,2016,0,14
Faucon hobereau,2023,15,85
Faucon kobez,2011,0,2
Faucon pèlerin (F.p.brookei),2023,11,102
Fauvette à tête noire,2023,148,520
Fauvette des Balkans (ssp. cantillans),2011,0,1
Fauvette des jardins,2023,2,14
Fauvette grisette,2023,41,188
Foulque macroule,2010,0,2
Gallinule poule-d'eau,2023,75,215
