frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,14,30
Aigle botté,2021,1,2
Aigrette garzette,2022,1,4
Alouette des champs,2024,67,46
Alouette lulu,2024,91,55
Autour des palombes,2023,3,6
Barge à queue noire,2012,0,1
Bécasseau variable,2013,0,1
Bécasse des bois,2021,1,0
Bécassine des marais,2022,14,25
Bécassine sourde,2015,0,1
Bec-croisé des sapins,2024,16,17
Bergeronnette des ruisseaux,2024,26,26
Bergeronnette grise,2024,70,74
Bergeronnette printanière,2023,10,4
Bernache du Canada,2019,1,0
Bihoreau gris,2022,4,3
Bondrée apivore,2022,11,18
Bouvreuil pivoine,2023,45,65
Bruant des roseaux,2022,1,19
Bruant fou,2021,1,0
Bruant jaune,2024,71,65
Bruant ortolan,2017,0,2
Bruant proyer,2022,7,5
Bruant zizi,2023,4,0
Busard des roseaux,2023,7,5
Busard pâle,2021,1,0
Busard Saint-Martin,2022,3,16
Buse variable,2024,267,259
Caille des blés,2023,9,8
Canard colvert,2024,40,67
Canard mandarin,2015,0,1
Canard souchet,2020,2,2
Chardonneret élégant,2022,34,53
Chevalier aboyeur,2014,0,1
Chevalier arlequin,2022,1,0
Chevalier culblanc,2022,14,16
Chevalier gambette,2016,0,2
Chevalier guignette,2023,33,26
Chevêche d'Athéna,2022,10,7
Choucas des tours,2023,13,2
Chouette hulotte,2023,24,11
Cigogne blanche,2023,4,2
Cigogne noire,2024,6,5
Cincle plongeur (C.c.cinclus),2013,0,6
Circaète Jean-le-Blanc,2020,1,0
Cisticole des joncs,2016,0,5
Corneille noire,2024,252,146
Coucou gris,2023,30,21
Courlis cendré,2018,0,1
Effraie des clochers,2020,2,8
Engoulevent d'Europe,2013,0,1
Épervier d'Europe,2023,32,23
Étourneau sansonnet,2024,96,68
Faisan de Colchide,2023,17,4
Faucon crécerelle,2024,92,94
Faucon émerillon,2009,0,3
Faucon hobereau,2022,3,3
Faucon pèlerin,2021,1,2
Fauvette à tête noire,2023,95,72
Fauvette des jardins,2022,10,14
Fauvette grisette,2022,5,18
Fuligule milouin,2022,2,0
Gallinule poule-d'eau,2021,2,4
Geai des chênes,2024,194,158
Gobemouche gris,2022,5,11
Gobemouche noir,2022,12,11
Gorgebleue à miroir,2022,1,0
Grand Corbeau,2024,44,19
Grand Cormoran,2024,36,33
Grande Aigrette,2024,65,48
Grand Gravelot,2022,1,0
Grèbe castagneux,2019,1,7
Grèbe huppé,2020,3,5
Grimpereau des bois,2024,39,8
Grimpereau des jardins,2024,98,52
Grive draine,2024,157,112
Grive litorne,2023,51,66
Grive mauvis,2024,54,34
Grive musicienne,2024,92,73
Grosbec casse-noyaux,2024,27,45
Guêpier d'Europe,2023,6,3
Héron cendré,2024,134,130
Héron garde-boeufs,2023,1,0
Héron pourpré,2023,5,5
Hibou des marais,2013,0,1
Hibou moyen-duc,2022,5,4
Hirondelle de fenêtre,2023,9,32
Hirondelle de rivage,2021,1,0
Hirondelle rustique,2023,52,80
Huppe fasciée,2023,24,18
Hypolaïs polyglotte,2020,3,8
Linotte mélodieuse,2023,7,9
Martinet noir,2022,12,18
Martin-pêcheur d'Europe,2023,81,25
Merle à plastron,2021,1,1
Merle noir,2024,217,171
Mésange à longue queue,2024,67,96
Mésange bleue,2024,213,134
Mésange boréale,2022,28,48
Mésange charbonnière,2024,234,168
Mésange huppée,2024,50,55
Mésange noire,2023,102,72
Mésange nonnette,2024,103,87
Milan noir,2022,28,50
Milan royal,2024,249,111
Moineau domestique,2023,45,51
Moineau friquet,2013,0,1
Mouette rieuse,2009,0,1
Oedicnème criard,2009,0,1
Perdrix grise,2014,0,1
Perdrix rouge,2021,3,4
Pic épeiche,2023,142,106
Pic épeichette,2023,20,16
Pic mar,2024,25,7
Pic noir,2024,46,45
Pic vert,2024,106,77
Pie bavarde,2024,35,36
Pie-grièche écorcheur,2023,44,52
Pie-grièche grise,2024,188,144
Pigeon biset domestique,2023,10,7
Pigeon colombin,2023,25,10
Pigeon ramier,2024,135,73
Pinson des arbres,2024,255,176
Pinson du Nord,2024,36,19
Pipit à gorge rousse,2007,0,1
Pipit des arbres,2022,12,26
Pipit farlouse,2023,18,11
Pipit spioncelle,2021,7,14
Pouillot fitis,2023,15,29
Pouillot siffleur,2023,13,24
Pouillot véloce,2023,136,126
Râle d'eau,2023,33,4
Roitelet à triple bandeau,2023,19,23
Roitelet huppé,2024,47,51
Rossignol philomèle,2018,0,3
Rougegorge familier,2024,204,123
Rougequeue à front blanc,2023,29,25
Rougequeue noir,2023,39,58
Rousserolle effarvatte,2023,1,0
Sarcelle d'été,2012,0,3
Sarcelle d'hiver,2021,2,10
Serin cini,2022,10,4
Sittelle torchepot,2024,114,74
Sizerin cabaret,2021,2,0
Sizerin flammé,2021,2,0
Tarier des prés,2023,8,11
Tarier pâtre,2023,53,50
Tarin des aulnes,2023,83,33
Torcol fourmilier,2021,1,4
Tourterelle des bois,2019,1,0
Tourterelle turque,2023,23,18
Traquet motteux,2023,12,18
Troglodyte mignon,2024,101,95
Vanneau huppé,2021,6,19
Vautour fauve,2017,0,1
Verdier d'Europe,2022,18,19
