frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,31,10
Aigrette garzette,2022,1,0
Alouette des champs,2023,6,7
Alouette lulu,2023,3,3
Autour des palombes,2014,0,8
Bécasse des bois,2022,2,2
Bec-croisé des sapins,2016,0,4
Bergeronnette des ruisseaux,2023,13,7
Bergeronnette flavéole (M.f.flavissima),2023,1,0
Bergeronnette grise,2023,27,11
Bergeronnette printanière,2023,1,0
Bondrée apivore,2023,4,4
Bouvreuil pivoine,2023,9,9
Bruant des neiges,2022,1,0
Bruant jaune,2023,12,9
Bruant zizi,2023,10,3
Busard Saint-Martin,2023,4,3
Buse variable,2023,21,35
Canard colvert,2023,14,11
Chardonneret élégant,2023,18,9
Choucas des tours,2021,17,7
Chouette hulotte,2023,8,3
Corneille noire,2023,32,10
Coucou gris,2022,4,7
Effraie des clochers,2021,3,5
Engoulevent d'Europe,2020,1,1
Épervier d'Europe,2023,8,5
Étourneau sansonnet,2023,32,9
Faisan de Colchide,2018,0,4
Faucon crécerelle,2023,11,14
Faucon émerillon,2023,1,0
Faucon hobereau,2023,2,3
Faucon pèlerin,2022,1,2
Fauvette à tête noire,2023,16,14
Fauvette des jardins,2023,5,4
Fauvette grisette,2023,3,3
Fauvette pitchou,2021,3,0
Foulque macroule,2021,3,0
Gallinule poule-d'eau,2023,15,6
Geai des chênes,2023,23,7
Gobemouche gris,2022,3,5
Goéland argenté,2022,3,3
Goéland brun,2018,0,1
Goéland cendré,2014,0,2
Grand Corbeau,2023,4,3
Grand Cormoran,2021,4,2
Grande Aigrette,2022,1,0
Grèbe castagneux,2018,0,4
Grimpereau des jardins,2023,14,17
Grive draine,2023,18,15
Grive litorne,2021,5,1
Grive mauvis,2022,12,3
Grive musicienne,2023,28,6
Grosbec casse-noyaux,2023,6,2
Héron cendré,2023,9,7
Hibou moyen-duc,2022,1,1
Hirondelle de fenêtre,2023,4,8
Hirondelle de rivage,2020,2,0
Hirondelle rustique,2023,22,11
Huppe fasciée,2022,6,0
Hypolaïs polyglotte,2023,8,2
Linotte mélodieuse,2023,14,6
Locustelle tachetée,2009,0,1
Martinet noir,2023,10,5
Martin-pêcheur d'Europe,2023,11,9
Merle noir,2023,62,22
Mésange à longue queue,2023,16,10
Mésange bleue,2023,43,16
Mésange charbonnière,2023,41,20
Mésange huppée,2021,10,22
Mésange noire,2021,4,8
Mésange nonnette,2023,14,13
Moineau domestique,2023,37,12
Mouette rieuse,2010,0,2
Perdrix grise,2021,2,0
Perdrix rouge,2020,1,1
Phragmite des joncs,2013,0,1
Pic épeiche,2023,20,20
Pic épeichette,2021,2,2
Pic mar,2023,4,0
Pic noir,2022,4,2
Pic vert,2021,13,5
Pie bavarde,2023,17,12
Pigeon biset domestique,2022,10,2
Pigeon colombin,2022,2,2
Pigeon ramier,2023,68,25
Pinson des arbres,2023,67,22
Pinson du Nord,2022,3,0
Pipit des arbres,2023,9,11
Pipit farlouse,2021,4,1
Pouillot fitis,2023,3,2
Pouillot siffleur,2022,10,6
Pouillot véloce,2023,32,15
Roitelet à triple bandeau,2023,6,3
Roitelet huppé,2023,11,12
Rougegorge familier,2023,51,25
Rougequeue noir,2022,5,4
Serin cini,2022,5,1
Sittelle torchepot,2023,18,17
Tarier des prés,2021,1,0
Tarier pâtre,2022,6,4
Tarin des aulnes,2022,5,7
Tourterelle des bois,2023,9,5
Tourterelle turque,2022,9,7
Traquet motteux,2022,1,2
Troglodyte mignon,2023,37,22
Vanneau huppé,2022,1,2
Verdier d'Europe,2023,24,6
