frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,36,80
Aigrette garzette,2022,1,0
Alouette des champs,2023,70,112
Alouette lulu,2023,101,87
Autour des palombes,2023,1,2
Bécasse des bois,2017,0,1
Bécassine des marais,2023,3,10
Bec-croisé des sapins,2008,0,1
Bergeronnette des ruisseaux,2020,3,9
Bergeronnette grise,2023,34,50
Bergeronnette printanière,2023,30,47
Bernache du Canada,2020,1,1
Bihoreau gris,2020,1,1
Bondrée apivore,2022,8,24
Bouvreuil pivoine,2021,3,8
Bruant des roseaux,2021,8,7
Bruant jaune,2023,78,220
Bruant ortolan,2021,2,0
Bruant proyer,2023,82,72
Bruant zizi,2023,15,28
Busard cendré,2022,1,3
Busard des roseaux,2018,0,4
Busard Saint-Martin,2023,11,51
Buse variable,2023,103,199
Caille des blés,2022,22,35
Canard colvert,2023,43,35
Chardonneret élégant,2023,52,89
Chevalier aboyeur,2022,1,0
Chevalier culblanc,2022,1,11
Chevalier guignette,2020,1,1
Chevêche d'Athéna,2023,37,22
Choucas des tours,2023,5,5
Chouette hulotte,2023,39,8
Cigogne blanche,2022,3,0
Cigogne noire,2022,1,2
Cisticole des joncs,2023,2,0
Combattant varié,2022,1,0
Corbeau freux,2023,8,14
Corneille noire,2023,133,204
Coucou gris,2023,7,23
Courlis corlieu,2021,1,0
Effraie des clochers,2023,22,7
Élanion blanc,2021,7,0
Épervier d'Europe,2023,8,38
Étourneau sansonnet,2023,101,108
Faisan de Colchide,2023,42,19
Faucon crécerelle,2023,46,56
Faucon émerillon,2018,0,1
Faucon hobereau,2021,6,29
Faucon pèlerin,2021,2,2
Fauvette à tête noire,2023,231,437
Fauvette des jardins,2023,11,65
Fauvette grisette,2023,69,145
Foulque macroule,2019,1,3
Gallinule poule-d'eau,2022,6,11
Geai des chênes,2023,75,126
Gobemouche gris,2020,3,8
Gobemouche noir,2020,3,11
Grand Corbeau,2023,1,0
Grand Cormoran,2023,20,16
Grand-duc d'Europe,2023,3,8
Grande Aigrette,2023,24,19
Grèbe castagneux,2020,2,4
Grèbe huppé,2021,2,2
Grimpereau des jardins,2023,48,115
Grive draine,2023,13,47
Grive litorne,2023,7,30
Grive mauvis,2023,9,18
Grive musicienne,2023,60,100
Grosbec casse-noyaux,2023,12,44
Héron cendré,2023,35,66
Héron garde-boeufs,2023,6,1
Héron pourpré,2007,0,1
Hibou des marais,2015,0,11
Hibou moyen-duc,2021,3,2
Hirondelle de fenêtre,2021,6,17
Hirondelle de rivage,2013,0,1
Hirondelle rustique,2023,46,112
Huppe fasciée,2023,54,101
Hypolaïs polyglotte,2023,37,81
Linotte mélodieuse,2023,47,97
Locustelle tachetée,2019,2,7
Loriot d'Europe,2023,80,75
Martinet noir,2021,6,7
Martin-pêcheur d'Europe,2021,2,16
Merle à plastron,2010,0,2
Merle noir,2023,171,345
Mésange à longue queue,2023,16,73
Mésange bleue,2023,85,178
Mésange boréale,2018,0,2
Mésange charbonnière,2023,135,247
Mésange huppée,2010,0,4
Mésange noire,2019,1,1
Mésange nonnette,2023,7,69
Milan noir,2023,27,51
Milan royal,2022,19,19
Moineau domestique,2023,104,107
Moineau friquet,2009,0,1
Oedicnème criard,2022,13,22
Perdrix grise,2020,1,0
Perdrix rouge,2021,5,16
Pic épeiche,2023,84,100
Pic épeichette,2023,11,23
Pic mar,2023,9,6
Pic noir,2022,9,16
Pic vert,2023,62,55
Pie bavarde,2023,38,40
Pie-grièche à tête rousse,2023,1,11
Pie-grièche écorcheur,2023,26,61
Pie-grièche grise,2022,2,4
Pigeon biset domestique,2023,2,5
Pigeon colombin,2019,7,0
Pigeon ramier,2023,235,254
Pinson des arbres,2023,260,298
Pinson du Nord,2023,16,20
Pipit des arbres,2023,33,109
Pipit farlouse,2022,20,46
Pipit rousseline,2022,2,1
Pipit spioncelle,2019,2,0
Pluvier doré,2022,3,0
Pouillot fitis,2022,1,13
Pouillot siffleur,2022,5,4
Pouillot véloce,2023,91,212
Roitelet à triple bandeau,2023,10,25
Roitelet huppé,2023,1,16
Rossignol philomèle,2023,65,106
Rougegorge familier,2023,92,171
Rougequeue à front blanc,2023,10,15
Rougequeue noir,2023,41,62
Rousserolle effarvatte,2022,1,3
Serin cini,2023,2,12
Sittelle torchepot,2023,34,76
Tarier des prés,2022,1,17
Tarier pâtre,2023,50,131
Tarin des aulnes,2023,9,15
Tichodrome échelette,2010,0,2
Torcol fourmilier,2017,0,1
Tourterelle des bois,2023,34,98
Tourterelle turque,2023,48,97
Traquet motteux,2019,1,8
Troglodyte mignon,2023,66,171
Vanneau huppé,2023,10,19
Vautour fauve,2022,1,1
Vautour moine,2018,0,1
Verdier d'Europe,2023,20,67
