frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,12,33
Aigle botté,2023,18,22
Aigrette garzette,2022,5,0
Alouette des champs,2022,5,16
Alouette lulu,2022,5,14
Autour des palombes,2017,0,3
Bécasse des bois,2021,1,2
Bergeronnette des ruisseaux,2022,13,29
Bergeronnette grise,2023,43,65
Bergeronnette printanière,2023,1,5
Bihoreau gris,2021,1,2
Bondrée apivore,2022,8,6
Bouscarle de Cetti,2022,7,3
Bouvreuil pivoine,2022,5,0
Bruant des roseaux,2019,1,3
Bruant fou,2022,1,0
Bruant jaune,2017,0,6
Bruant proyer,2022,6,14
Bruant zizi,2022,24,24
Busard cendré,2023,1,1
Busard des roseaux,2022,1,1
Busard pâle,2020,1,0
Busard Saint-Martin,2022,6,10
Buse variable,2023,50,29
Caille des blés,2017,0,4
Canard colvert,2023,17,14
Chardonneret élégant,2023,40,40
Chevalier guignette,2015,0,1
Chevêche d'Athéna,2023,23,45
Choucas des tours,2022,10,53
Chouette hulotte,2023,8,1
Cigogne blanche,2022,5,1
Cigogne noire,2022,2,0
Cincle plongeur (C.c.cinclus),2022,3,8
Circaète Jean-le-Blanc,2021,4,4
Cisticole des joncs,2021,11,2
Cochevis huppé,2009,0,1
Corneille noire,2023,81,64
Coucou gris,2022,5,12
Effraie des clochers,2022,6,9
Élanion blanc,2023,12,11
Engoulevent d'Europe,2023,2,0
Épervier d'Europe,2023,14,15
Étourneau sansonnet,2023,62,101
Étourneau unicolore,2018,0,1
Faisan de Colchide,2020,2,4
Faucon crécerelle,2023,34,49
Faucon crécerellette,2016,0,1
Faucon émerillon,2018,0,7
Faucon hobereau,2021,9,11
Faucon pèlerin,2023,2,5
Fauvette à tête noire,2023,103,68
Fauvette de Moltoni,2015,0,1
Fauvette des jardins,2014,0,1
Fauvette grisette,2020,1,8
Fauvette passerinette,2015,0,1
Fauvette pitchou,2015,0,2
Foulque macroule,2015,0,2
Gallinule poule-d'eau,2015,0,3
Geai des chênes,2023,39,41
Gobemouche gris,2021,1,12
Gobemouche noir,2022,11,22
Goéland brun,2014,0,4
Goéland leucophée,2023,7,19
Gorgebleue à miroir,2014,0,1
Grand Corbeau,2022,13,9
Grand Cormoran,2023,6,5
Grand-duc d'Europe,2021,3,0
Grande Aigrette,2023,11,10
Grèbe castagneux,2016,0,6
Grimpereau des jardins,2023,52,13
Grive draine,2022,11,11
Grive litorne,2012,0,1
Grive mauvis,2019,1,4
Grive musicienne,2023,39,18
Grosbec casse-noyaux,2020,1,69
Guêpier d'Europe,2023,7,4
Harle bièvre,2020,1,0
Héron cendré,2023,19,7
Héron garde-boeufs,2022,13,11
Héron pourpré,2019,1,0
Hibou moyen-duc,2020,1,0
Hirondelle de fenêtre,2023,18,15
Hirondelle de rivage,2009,0,1
Hirondelle de rochers,2018,0,11
Hirondelle rustique,2023,16,36
Huppe fasciée,2023,14,33
Hypolaïs polyglotte,2023,16,3
Jaseur boréal,2020,1,0
Léiothrix jaune,2022,1,0
Linotte mélodieuse,2022,2,7
Loriot d'Europe,2023,43,26
Martinet noir,2022,7,31
Martin-pêcheur d'Europe,2022,17,9
Merle noir,2023,123,88
Mésange à longue queue,2023,36,16
Mésange bleue,2023,73,52
Mésange charbonnière,2023,98,89
Mésange noire,2022,6,27
Mésange nonnette,2022,16,3
Milan noir,2023,29,27
Milan royal,2023,78,76
Moineau domestique,2023,76,123
Moineau friquet,2020,2,15
Moineau soulcie,2020,6,11
Mouette rieuse,2021,1,3
Oedicnème criard,2018,0,2
Perdrix rouge,2021,1,1
Petit-duc scops,2017,0,2
Petit Gravelot,2013,0,1
Pic épeiche,2023,65,16
Pic épeichette,2023,6,11
Pic mar,2023,8,3
Pic noir,2022,24,3
Pic vert,2023,27,17
Pie bavarde,2023,60,89
Pie-grièche écorcheur,2023,16,7
Pigeon biset domestique,2023,13,15
Pigeon biset (origine naturelle),2016,0,2
Pigeon colombin,2022,2,5
Pigeon ramier,2023,69,46
Pinson des arbres,2023,84,67
Pinson du Nord,2022,3,5
Pipit des arbres,2023,1,8
Pipit farlouse,2022,4,17
Pipit spioncelle,2020,1,0
Pouillot de Bonelli,2023,1,2
Pouillot fitis,2015,0,2
Pouillot véloce,2023,56,89
Roitelet à triple bandeau,2023,31,48
Rollier d'Europe,2023,2,0
Rossignol philomèle,2023,26,28
Rougegorge familier,2023,78,63
Rougequeue à front blanc,2023,9,9
Rougequeue noir,2023,42,86
Rousserolle effarvatte,2017,0,3
Serin cini,2023,14,42
Sittelle torchepot,2023,34,12
Sizerin cabaret,2015,0,1
Sizerin flammé,2015,0,2
Tarier des prés,2009,0,1
Tarier pâtre,2022,4,5
Tarin des aulnes,2022,3,23
Torcol fourmilier,2023,3,2
Tourterelle des bois,2023,15,16
Tourterelle turque,2023,33,75
Troglodyte mignon,2023,56,16
Vanneau huppé,2014,0,5
Vautour fauve,2023,12,7
Verdier d'Europe,2023,26,64
