frname,lastobs,newcount,oldcount
Accenteur alpin,2021,1,1
Accenteur mouchet,2022,41,162
Aigle royal,2022,12,87
Alouette des champs,2022,7,3
Alouette lulu,2022,3,10
Autour des palombes,2023,8,27
Bécasse des bois,2022,27,34
Bec-croisé des sapins,2024,288,487
Bergeronnette des ruisseaux,2023,26,81
Bergeronnette grise,2023,106,193
Bergeronnette printanière,2023,1,2
Bihoreau gris,2023,1,0
Bondrée apivore,2023,21,47
Bouvreuil pivoine,2024,263,352
Bruant des roseaux,2012,0,1
Bruant jaune,2023,25,36
Bruant zizi,2020,1,2
Busard des roseaux,2022,1,2
Busard Saint-Martin,2018,0,3
Buse variable,2024,158,491
Caille des blés,2012,0,3
Canard colvert,2022,6,8
Canard mandarin,2020,2,0
Cassenoix moucheté,2024,73,121
Chardonneret élégant,2024,75,131
Chevêchette d'Europe,2024,41,57
Chouette de Tengmalm,2024,15,27
Chouette hulotte,2024,31,15
Cigogne blanche,2016,0,2
Cincle plongeur (C.c.cinclus),2021,5,4
Corneille noire,2024,76,183
Coucou gris,2022,19,23
Épervier d'Europe,2023,31,103
Étourneau sansonnet,2023,12,38
Faisan de Colchide,2016,0,4
Faucon crécerelle,2023,70,212
Faucon hobereau,2018,0,2
Faucon pèlerin,2022,6,34
Fauvette à tête noire,2023,106,171
Fauvette des jardins,2022,1,12
Fauvette grisette,2018,0,7
Geai des chênes,2024,128,213
Gélinotte des bois,2023,77,108
Gobemouche gris,2023,14,11
Gobemouche noir,2023,33,27
Goéland leucophée,2022,1,1
Grand Corbeau,2024,127,217
Grand Cormoran,2021,1,2
Grand-duc d'Europe,2022,1,0
Grand Tétras,2023,61,90
Grimpereau des bois,2024,105,181
Grimpereau des jardins,2023,11,2
Grive draine,2024,169,323
Grive litorne,2023,47,91
Grive mauvis,2023,11,10
Grive musicienne,2024,139,203
Grosbec casse-noyaux,2023,28,57
Guêpier d'Europe,2012,0,1
Héron cendré,2024,9,33
Hibou moyen-duc,2021,3,5
Hirondelle de fenêtre,2023,24,77
Hirondelle de rochers,2018,0,11
Hirondelle rustique,2023,21,55
Jaseur boréal,2009,0,1
Linotte mélodieuse,2021,5,11
Martinet noir,2023,18,42
Merle à plastron,2023,74,302
Merle noir,2024,139,155
Mésange à longue queue,2023,8,9
Mésange bleue,2024,85,90
Mésange boréale,2024,134,182
Mésange charbonnière,2024,130,104
Mésange huppée,2024,282,309
Mésange noire,2024,360,429
Mésange nonnette,2024,58,38
Milan noir,2023,33,92
Milan royal,2024,47,100
Moineau domestique,2024,11,23
Pic épeiche,2024,136,157
Pic mar,2022,1,2
Pic noir,2024,130,158
Pic tridactyle,2023,37,45
Pic vert,2023,35,114
Pie bavarde,2024,79,166
Pie-grièche écorcheur,2023,28,104
Pigeon biset domestique,2019,0,1
Pigeon colombin,2021,2,2
Pigeon ramier,2024,148,231
Pinson des arbres,2024,357,402
Pinson du Nord,2024,35,44
Pipit des arbres,2023,48,140
Pipit farlouse,2023,8,4
Pipit spioncelle,2023,5,15
Pouillot de Bonelli,2023,5,12
Pouillot fitis,2023,44,34
Pouillot siffleur,2023,5,17
Pouillot véloce,2023,182,169
Roitelet à triple bandeau,2023,69,142
Roitelet huppé,2024,147,210
Rougegorge familier,2023,229,224
Rougequeue à front blanc,2023,18,18
Rougequeue noir,2023,103,181
Rousserolle verderolle,2023,2,13
Serin cini,2023,21,23
Sittelle torchepot,2024,51,55
Sizerin cabaret,2017,0,2
Sizerin flammé,2017,0,2
Tarier des prés,2021,1,21
Tarier pâtre,2020,1,11
Tarin des aulnes,2024,77,88
Torcol fourmilier,2022,1,2
Tourterelle turque,2023,5,2
Traquet motteux,2022,7,13
Troglodyte mignon,2024,146,174
Vautour fauve,2022,1,4
Venturon montagnard,2023,12,35
Verdier d'Europe,2022,23,52
