frname,lastobs,newcount,oldcount
Accenteur alpin,2022,2,1
Accenteur mouchet,2023,7,13
Aigle botté,2014,0,2
Aigle royal,2022,4,6
Alouette des champs,2023,6,10
Alouette lulu,2022,17,8
Autour des palombes,2011,0,4
Bécasse des bois,2023,1,3
Bec-croisé des sapins,2022,2,3
Bergeronnette des ruisseaux,2023,18,14
Bergeronnette grise,2023,22,20
Bihoreau gris,2009,0,1
Bondrée apivore,2023,2,7
Bouscarle de Cetti,2022,1,1
Bouvreuil pivoine,2023,9,7
Bruant des roseaux,2011,0,1
Bruant fou,2022,4,9
Bruant jaune,2020,6,18
Bruant proyer,2009,0,1
Bruant zizi,2023,23,13
Busard cendré,2020,2,7
Busard des roseaux,2023,2,1
Busard Saint-Martin,2020,3,11
Buse variable,2023,46,60
Canard colvert,2023,15,8
Canard mandarin,2022,2,0
Chardonneret élégant,2023,6,6
Chevalier guignette,2015,0,4
Chevêche d'Athéna,2019,2,0
Choucas des tours,2023,9,5
Chouette hulotte,2023,8,25
Cigogne noire,2013,0,1
Cincle plongeur (C.c.cinclus),2023,15,10
Circaète Jean-le-Blanc,2023,16,20
Cisticole des joncs (C.j.cisticola),2016,0,1
Corneille noire,2023,14,41
Coucou gris,2023,17,20
Engoulevent d'Europe,2009,0,1
Épervier d'Europe,2022,9,17
Étourneau sansonnet,2023,7,8
Faisan de Colchide,2015,0,1
Faucon crécerelle,2023,13,16
Faucon hobereau,2015,0,2
Faucon pèlerin,2011,0,1
Fauvette à tête noire,2023,97,70
Fauvette des Balkans (ssp. cantillans),2022,11,3
Fauvette des jardins,2020,1,1
Fauvette grisette,2022,7,16
Fauvette mélanocéphale,2019,2,1
Fauvette orphée,2019,3,1
Fauvette pitchou,2022,3,3
Gallinule poule-d'eau,2009,0,1
Geai des chênes,2023,47,46
Gobemouche gris,2023,1,3
Gobemouche noir,2023,1,7
Goéland leucophée,2017,0,9
Grand Corbeau,2023,33,42
Grand Cormoran,2022,12,6
Grand-duc d'Europe,2018,0,2
Grèbe castagneux,2022,1,3
Grèbe huppé,2021,1,0
Grimpereau des jardins,2023,47,22
Grive draine,2023,31,30
Grive litorne,2022,1,0
Grive musicienne,2023,42,29
Grosbec casse-noyaux,2014,0,1
Guêpier d'Europe,2023,3,1
Héron cendré,2023,3,8
Hirondelle de fenêtre,2023,9,6
Hirondelle de rochers,2022,8,17
Hirondelle rousseline,2009,0,2
Hirondelle rustique,2023,8,16
Huppe fasciée,2019,2,2
Hypolaïs polyglotte,2020,3,5
Linotte mélodieuse,2019,2,3
Locustelle tachetée,2019,1,0
Loriot d'Europe,2020,2,1
Martinet à ventre blanc,2020,1,3
Martinet noir,2023,9,18
Martin-pêcheur d'Europe,2022,2,3
Merle noir,2023,84,87
Mésange à longue queue,2023,20,8
Mésange bleue,2023,36,30
Mésange charbonnière,2023,87,35
Mésange huppée,2023,22,14
Mésange noire,2022,4,18
Mésange nonnette,2022,8,12
Milan noir,2023,17,12
Moineau domestique,2023,9,9
Moineau soulcie,2018,0,1
Perdrix rouge,2009,0,2
Petit-duc scops,2018,0,2
Pic épeiche,2023,18,18
Pic épeichette,2019,2,3
Pic noir,2022,12,24
Pic vert,2023,22,26
Pie bavarde,2016,0,3
Pie-grièche à tête rousse,2018,0,1
Pie-grièche écorcheur,2022,4,11
Pigeon colombin,2009,0,1
Pigeon ramier,2023,50,60
Pinson des arbres,2023,167,115
Pinson du Nord,2015,0,1
Pipit des arbres,2022,17,19
Pipit farlouse,2022,2,1
Pipit rousseline,2019,1,1
Pouillot de Bonelli,2023,21,7
Pouillot fitis,2012,0,1
Pouillot siffleur,2017,0,1
Pouillot véloce,2023,22,39
Roitelet à triple bandeau,2023,43,13
Roitelet huppé,2018,0,12
Rollier d'Europe,2022,1,1
Rossignol philomèle,2023,8,14
Rougegorge familier,2023,118,63
Rougequeue à front blanc,2019,1,5
Rougequeue noir,2023,24,24
Serin cini,2023,7,8
Sittelle torchepot,2023,42,30
Tadorne de Belon,2014,0,1
Tarier des prés,2012,0,1
Tarier pâtre,2021,2,6
Tarin des aulnes,2023,3,0
Torcol fourmilier,2009,0,1
Tourterelle des bois,2012,0,3
Tourterelle turque,2023,17,11
Traquet motteux,2022,1,1
Troglodyte mignon,2023,36,35
Vautour fauve,2023,39,15
Vautour moine,2022,1,2
Venturon montagnard,2020,1,1
Verdier d'Europe,2023,14,12
