frname,lastobs,newcount,oldcount
Accenteur alpin,2023,25,29
Accenteur mouchet,2023,71,118
Aigle royal,2023,93,147
Alouette des champs,2023,201,153
Alouette lulu,2023,37,33
Autour des palombes,2022,10,14
Bécasseau variable,2013,0,1
Bécasse des bois,2022,4,4
Bécassine des marais,2021,2,0
Bec-croisé des sapins,2023,59,105
Bergeronnette des ruisseaux,2023,45,35
Bergeronnette grise,2023,126,147
Bergeronnette printanière,2023,27,63
Bihoreau gris,2020,3,2
Bondrée apivore,2023,40,79
Bouvreuil pivoine,2023,118,146
Bruant des roseaux,2023,11,18
Bruant fou,2023,23,17
Bruant jaune,2023,48,67
Bruant ortolan,2016,0,8
Bruant proyer,2023,5,9
Bruant zizi,2023,26,27
Busard cendré,2022,4,4
Busard des roseaux,2023,9,39
Busard Saint-Martin,2022,4,17
Buse variable,2023,196,260
Caille des blés,2023,18,20
Canard colvert,2023,15,12
Cassenoix moucheté,2021,29,22
Chardonneret élégant,2023,74,99
Chevalier aboyeur,2020,1,0
Chevalier culblanc,2023,2,2
Chevalier guignette,2012,0,1
Chevêche d'Athéna,2017,0,3
Chevêchette d'Europe,2023,1,0
Chocard à bec jaune,2023,116,144
Choucas des tours,2022,5,5
Chouette de Tengmalm,2021,6,3
Chouette hulotte,2023,119,83
Cigogne noire,2016,0,1
Cincle plongeur (C.c.cinclus),2023,5,6
Circaète Jean-le-Blanc,2023,31,66
Corbeau freux,2020,2,0
Corneille noire,2023,183,195
Coucou gris,2023,68,70
Courlis cendré,2023,1,1
Courlis corlieu,2016,0,1
Crave à bec rouge,2023,97,50
Effraie des clochers,2017,0,1
Engoulevent d'Europe,2021,2,3
Épervier d'Europe,2023,76,138
Étourneau sansonnet,2023,28,34
Faisan de Colchide,2017,0,4
Faucon crécerelle,2023,195,314
Faucon émerillon,2021,2,11
Faucon hobereau,2023,7,32
Faucon kobez,2015,0,4
Faucon pèlerin,2023,53,92
Fauvette à tête noire,2023,179,178
Fauvette babillarde,2020,1,0
Fauvette des jardins,2022,13,39
Fauvette grisette,2020,9,20
Fauvette orphée,2020,3,1
Fauvette passerinette,2022,4,1
Foulque macroule,2022,3,0
Geai des chênes,2023,116,125
Gobemouche gris,2021,2,10
Gobemouche noir,2023,33,60
Goéland leucophée,2017,0,1
Gorgebleue à miroir,2021,3,0
Grand Corbeau,2023,274,298
Grand Cormoran,2022,8,43
Grimpereau des bois,2023,20,15
Grimpereau des jardins,2023,37,46
Grive draine,2023,193,221
Grive litorne,2022,24,34
Grive mauvis,2022,19,15
Grive musicienne,2023,222,215
Grosbec casse-noyaux,2023,30,64
Guêpier d'Europe,2020,3,11
Harle bièvre,2023,6,0
Héron cendré,2023,12,24
Héron garde-boeufs,2021,2,0
Hibou des marais,2022,1,0
Hibou moyen-duc,2022,9,4
Hirondelle de fenêtre,2023,71,148
Hirondelle de rivage,2022,6,25
Hirondelle de rochers,2023,92,121
Hirondelle rustique,2023,69,143
Huppe fasciée,2020,4,4
Hypolaïs polyglotte,2019,1,2
Linotte mélodieuse,2023,73,104
Locustelle tachetée,2016,0,2
Loriot d'Europe,2017,0,1
Martinet à ventre blanc,2023,27,58
Martinet noir,2022,19,58
Martin-pêcheur d'Europe,2022,6,4
Merle à plastron,2023,18,36
Merle noir,2023,303,239
Mésange à longue queue,2023,37,42
Mésange bleue,2023,156,167
Mésange boréale,2023,24,26
Mésange charbonnière,2023,248,222
Mésange huppée,2023,71,71
Mésange noire,2023,217,225
Mésange nonnette,2023,95,69
Milan noir,2023,20,43
Milan royal,2022,16,35
Moineau domestique,2023,39,36
Moineau friquet,2021,1,0
Monticole de roche,2023,16,18
Niverolle alpine,2015,0,2
Oie cendrée,2019,0,3
Perdrix grise,2020,2,0
Perdrix rouge,2022,3,0
Petit-duc scops,2021,1,4
Phragmite des joncs,2021,2,0
Pic épeiche,2023,81,71
Pic épeichette,2020,2,0
Pic noir,2023,128,124
Pic vert,2023,80,41
Pie bavarde,2020,5,9
Pie-grièche écorcheur,2023,41,23
Pie-grièche grise,2023,1,0
Pigeon biset domestique,2016,0,1
Pigeon colombin,2019,1,7
Pigeon ramier,2023,171,145
Pinson des arbres,2023,628,451
Pinson du Nord,2023,39,67
Pipit des arbres,2023,134,154
Pipit farlouse,2023,71,92
Pipit rousseline,2023,3,6
Pipit spioncelle,2023,78,59
Pluvier guignard,2020,1,3
Pouillot de Bonelli,2023,36,27
Pouillot fitis,2023,14,38
Pouillot siffleur,2023,7,4
Pouillot véloce,2023,222,222
Roitelet à triple bandeau,2023,164,189
Roitelet huppé,2023,38,51
Rollier d'Europe,2021,1,2
Rossignol philomèle,2020,3,0
Rougegorge familier,2023,379,249
Rougequeue à front blanc,2023,28,59
Rougequeue noir,2023,185,223
Sarcelle d'hiver,2022,1,0
Serin cini,2023,50,80
Sittelle torchepot,2023,103,88
Tarier des prés,2023,8,32
Tarier pâtre,2023,17,20
Tarin des aulnes,2023,63,80
Tétras lyre,2019,1,0
Tichodrome échelette,2023,29,64
Torcol fourmilier,2021,6,1
Tourterelle des bois,2010,0,1
Tourterelle turque,2021,11,3
Traquet motteux,2023,68,111
Troglodyte mignon,2023,133,110
Vautour fauve,2023,161,155
Vautour moine,2021,2,10
Venturon montagnard,2023,30,66
Verdier d'Europe,2023,46,74
