frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,11,30
Aigrette garzette,2023,4,15
Alouette des champs,2023,6,16
Alouette lulu,2023,21,13
Autour des palombes,2023,6,16
Bécasseau maubèche,2021,1,0
Bécasse des bois,2023,6,4
Bec-croisé des sapins,2023,3,8
Bergeronnette des ruisseaux,2023,12,13
Bergeronnette flavéole (M.f.flavissima),2020,1,0
Bergeronnette grise,2023,29,39
Bergeronnette printanière,2023,2,2
Bondrée apivore,2023,13,28
Bouscarle de Cetti,2023,8,6
Bouvreuil pivoine,2022,3,14
Bruant des roseaux,2023,1,5
Bruant jaune,2023,9,20
Bruant proyer,2009,0,2
Bruant zizi,2023,13,32
Busard Saint-Martin,2023,7,18
Buse variable,2023,116,153
Caille des blés,2020,1,1
Canard colvert,2023,10,34
Canard mandarin,2014,0,1
Chardonneret élégant,2023,19,32
Chevalier culblanc,2021,2,7
Chevalier gambette,2023,1,0
Chevalier guignette,2023,4,1
Chevêche d'Athéna,2023,3,6
Choucas des tours,2023,6,23
Chouette hulotte,2023,25,64
Cigogne blanche,2022,1,4
Cigogne noire,2013,0,2
Circaète Jean-le-Blanc,2022,6,9
Cisticole des joncs,2023,2,2
Cochevis huppé,2016,0,7
Corbeau freux,2016,0,8
Corneille noire,2023,27,59
Coucou gris,2023,32,63
Effraie des clochers,2023,10,18
Engoulevent d'Europe,2020,2,12
Épervier d'Europe,2023,27,10
Étourneau sansonnet,2023,27,37
Faisan de Colchide,2023,24,55
Faisan doré,2008,0,1
Faisan vénéré,2017,0,1
Faucon crécerelle,2023,25,36
Faucon émerillon,2010,0,2
Faucon hobereau,2023,8,12
Fauvette à tête noire,2023,41,106
Fauvette des jardins,2023,6,7
Fauvette grisette,2023,6,14
Fauvette pitchou,2021,3,12
Foulque macroule,2021,4,24
Gallinule poule-d'eau,2023,9,18
Geai des chênes,2023,45,130
Gobemouche gris,2021,4,16
Gobemouche noir,2022,10,11
Goéland leucophée,2013,0,1
Grand Cormoran,2019,2,13
Grande Aigrette,2023,19,4
Grèbe castagneux,2020,3,17
Grèbe huppé,2019,2,5
Grimpereau des jardins,2023,49,200
Grive draine,2023,24,80
Grive litorne,2020,3,24
Grive mauvis,2023,9,24
Grive musicienne,2023,46,65
Grosbec casse-noyaux,2023,25,51
Guifette moustac,2013,0,1
Héron cendré,2023,23,31
Héron garde-boeufs,2023,3,2
Héron pourpré,2012,0,2
Hibou moyen-duc,2019,2,4
Hirondelle de fenêtre,2023,8,7
Hirondelle de rivage,2023,2,1
Hirondelle rustique,2023,38,49
Huppe fasciée,2023,20,28
Hypolaïs polyglotte,2022,13,34
Linotte mélodieuse,2023,18,26
Locustelle tachetée,2018,0,5
Loriot d'Europe,2023,21,38
Martinet noir,2023,6,17
Martin-pêcheur d'Europe,2023,11,18
Merle noir,2023,36,120
Mésange à longue queue,2023,15,88
Mésange bleue,2023,53,171
Mésange charbonnière,2023,65,208
Mésange huppée,2023,28,59
Mésange noire,2018,0,8
Mésange nonnette,2023,42,116
Milan noir,2023,3,4
Milan royal,2012,0,2
Moineau domestique,2023,27,30
Mouette mélanocéphale,2023,5,0
Mouette rieuse,2023,5,3
Oedicnème criard,2021,1,7
Oie cendrée,2023,3,5
Perdrix grise,2019,1,0
Perdrix rouge,2020,1,5
Petit Gravelot,2021,2,1
Pic cendré,2010,0,2
Pic épeiche,2023,87,238
Pic épeichette,2023,24,45
Pic mar,2023,145,221
Pic noir,2023,43,133
Pic vert,2023,48,110
Pie bavarde,2023,8,15
Pie-grièche écorcheur,2023,6,16
Pigeon biset domestique,2021,2,7
Pigeon colombin,2023,45,118
Pigeon ramier,2023,36,84
Pinson des arbres,2023,72,214
Pinson du Nord,2023,5,22
Pipit des arbres,2023,34,41
Pipit farlouse,2023,20,10
Pluvier doré,2019,1,4
Pouillot de Bonelli,2012,0,1
Pouillot fitis,2018,0,5
Pouillot siffleur,2022,7,16
Pouillot véloce,2023,53,163
Râle d'eau,2017,0,5
Roitelet à triple bandeau,2023,45,136
Roitelet huppé,2023,14,47
Rossignol philomèle,2023,3,10
Rougegorge familier,2023,76,180
Rougequeue à front blanc,2023,10,14
Rougequeue noir,2023,28,42
Rousserolle effarvatte,2018,0,4
Sarcelle d'hiver,2013,0,3
Serin cini,2023,1,5
Sittelle torchepot,2023,88,245
Sizerin cabaret,2010,0,4
Sizerin flammé,2010,0,4
Sterne pierregarin,2019,3,3
Tarier des prés,2023,1,0
Tarier pâtre,2023,25,42
Tarin des aulnes,2023,25,37
Torcol fourmilier,2022,1,4
Tourterelle des bois,2023,41,44
Tourterelle turque,2023,17,30
Traquet motteux,2023,4,3
Troglodyte mignon,2023,45,178
Vanneau huppé,2023,6,11
Verdier d'Europe,2023,9,28
