frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,3,5
Alouette des champs,2017,0,23
Alouette lulu,2018,0,11
Autour des palombes,2009,0,3
Bergeronnette des ruisseaux,2023,1,3
Bergeronnette grise,2023,4,20
Bondrée apivore,2021,2,6
Bouscarle de Cetti,2023,1,0
Bouvreuil pivoine,2016,0,3
Bruant des roseaux,2016,0,2
Bruant zizi,2023,1,7
Busard cendré,2017,0,45
Busard Saint-Martin,2016,0,16
Buse variable,2024,6,25
Canard colvert,2024,1,2
Chardonneret élégant,2018,0,4
Chevalier culblanc,2013,0,3
Chevalier guignette,2012,0,1
Chevalier sylvain,2009,0,1
Chouette hulotte,2021,1,5
Cigogne blanche,2021,1,0
Circaète Jean-le-Blanc,2023,3,10
Corneille noire,2024,23,89
Coucou gris,2017,0,28
Courlis cendré,2009,0,3
Cygne tuberculé,2012,0,3
Effraie des clochers,2019,1,7
Élanion blanc,2020,1,1
Engoulevent d'Europe,2012,0,7
Épervier d'Europe,2012,0,3
Étourneau sansonnet,2024,4,28
Faisan de Colchide,2012,0,10
Faucon crécerelle,2020,1,26
Faucon d'Éléonore,2013,0,3
Faucon hobereau,2022,2,25
Faucon kobez,2010,0,1
Fauvette à tête noire,2023,1,19
Fauvette grisette,2012,0,3
Fauvette pitchou,2018,0,25
Foulque macroule,2007,0,1
Gallinule poule-d'eau,2013,0,2
Geai des chênes,2021,1,22
Gobemouche gris,2018,0,8
Gobemouche noir,2020,1,1
Grand Cormoran,2012,0,1
Grimpereau des jardins,2023,5,20
Grive draine,2023,2,10
Grive mauvis,2023,3,0
Grive musicienne,2023,5,16
Héron cendré,2016,0,11
Héron garde-boeufs,2019,1,0
Hibou moyen-duc,2012,0,1
Hirondelle de fenêtre,2012,0,3
Hirondelle rustique,2023,4,18
Huppe fasciée,2021,1,12
Hypolaïs polyglotte,2016,0,8
Martinet noir,2010,0,3
Martin-pêcheur d'Europe,2014,0,4
Merle noir,2023,6,27
Mésange à longue queue,2021,1,10
Mésange bleue,2023,3,19
Mésange charbonnière,2023,7,28
Mésange huppée,2023,1,15
Mésange noire,2013,0,5
Milan noir,2023,2,2
Milan royal,2023,7,9
Moineau domestique,2023,3,8
Mouette tridactyle,2023,1,0
Pic épeiche,2023,3,23
Pic épeichette,2012,0,1
Pic noir,2020,1,6
Pic vert,2023,1,12
Pie bavarde,2023,1,7
Pie-grièche écorcheur,2016,0,3
Pigeon ramier,2024,10,27
Pinson des arbres,2023,6,61
Pipit des arbres,2016,0,36
Pipit farlouse,2023,1,6
Pipit rousseline,2016,0,8
Pluvier argenté,2022,1,0
Pluvier doré,2009,0,1
Pouillot de Bonelli,2012,0,2
Pouillot véloce,2023,2,28
Roitelet à triple bandeau,2023,1,13
Roitelet huppé,2015,0,1
Rossignol philomèle,2013,0,7
Rougegorge familier,2023,6,23
Rougequeue à front blanc,2019,1,7
Rougequeue noir,2022,1,14
Serin cini,2014,0,5
Sittelle torchepot,2023,6,11
Tarier pâtre,2024,3,41
Tarin des aulnes,2016,0,9
Tourterelle des bois,2014,0,8
Tourterelle turque,2023,4,18
Traquet motteux,2009,0,1
Troglodyte mignon,2023,4,30
Vanneau huppé,2009,0,2
Verdier d'Europe,2023,4,12
