frname,lastobs,newcount,oldcount
Accenteur alpin,2014,0,6
Aigle royal,2014,0,2
Bruant jaune,2018,0,1
Cassenoix moucheté,2012,0,2
Chocard à bec jaune,2023,2,4
Crave à bec rouge,2023,2,4
Épervier d'Europe,2019,1,0
Faucon crécerelle,2023,2,0
Grand Corbeau,2019,2,0
Grive draine,2023,2,0
Hirondelle de rochers,2023,1,0
Lagopède alpin,2022,1,4
Linotte mélodieuse,2019,1,0
Martinet à ventre blanc,2017,0,4
Monticole de roche,2015,0,1
Niverolle alpine,2019,1,1
Pipit spioncelle,2023,2,10
Rougequeue noir,2019,2,5
Tarier des prés,2023,1,0
Tétras lyre,2019,1,0
Tichodrome échelette,2019,1,0
Traquet motteux,2023,7,5
Vautour fauve,2023,5,1
Venturon montagnard,2023,1,1
