frname,lastobs,newcount,oldcount
Accenteur alpin,2024,21,21
Accenteur mouchet,2024,123,71
Aigle royal,2024,121,32
Aigrette garzette,2023,6,12
Alouette des champs,2023,74,28
Alouette lulu,2023,9,5
Autour des palombes,2024,51,5
Bécasse des bois,2024,8,5
Bécassine des marais,2021,3,0
Bécassine sourde,2021,1,0
Bec-croisé des sapins,2024,19,3
Bergeronnette des ruisseaux,2024,190,166
Bergeronnette grise,2024,208,158
Bergeronnette printanière,2023,20,2
Bernache nonnette,2010,0,2
Bihoreau gris,2023,4,4
Bondrée apivore,2023,96,27
Bouscarle de Cetti,2024,102,216
Bouvreuil pivoine,2024,52,40
Bruant des roseaux,2023,36,33
Bruant fou,2024,28,15
Bruant jaune,2023,35,15
Bruant proyer,2023,14,2
Bruant zizi,2024,226,78
Busard cendré,2021,1,0
Busard des roseaux,2024,66,7
Busard Saint-Martin,2024,14,1
Buse variable,2024,756,331
Caille des blés,2019,1,1
Canard chipeau,2022,1,36
Canard colvert,2024,294,503
Canard mandarin,2020,1,3
Canard pilet,2023,3,29
Canard siffleur,2023,8,10
Canard souchet,2015,0,4
Cassenoix moucheté,2021,10,7
Chardonneret élégant,2024,265,111
Chevalier culblanc,2021,4,4
Chevalier guignette,2024,16,23
Chevalier sylvain,2013,0,4
Chevêche d'Athéna,2022,1,2
Chevêchette d'Europe,2023,1,1
Chocard à bec jaune,2021,2,5
Choucas des tours,2024,76,60
Chouette de Tengmalm,2022,1,0
Chouette hulotte,2024,95,32
Cigogne blanche,2023,16,0
Cigogne noire,2022,19,1
Cincle plongeur (C.c.cinclus),2024,150,149
Circaète Jean-le-Blanc,2024,128,28
Cisticole des joncs,2023,9,0
Combattant varié,2017,0,1
Corbeau freux,2022,8,15
Corneille mantelée,2022,9,0
Corneille noire,2024,448,252
Coucou gris,2024,87,35
Crabier chevelu,2021,2,0
Crave à bec rouge,2022,1,0
Cygne tuberculé,2024,56,248
Échasse blanche,2022,2,0
Effraie des clochers,2024,1,7
Engoulevent d'Europe,2023,3,0
Épervier d'Europe,2024,339,72
Étourneau sansonnet,2024,186,46
Faisan de Colchide,2023,21,18
Faucon crécerelle,2024,191,88
Faucon émerillon,2023,9,1
Faucon hobereau,2023,61,18
Faucon kobez,2021,5,0
Faucon pèlerin,2024,111,70
Fauvette à tête noire,2024,696,390
Fauvette des jardins,2019,1,4
Fauvette grisette,2023,5,4
Foulque macroule,2024,158,372
Fuligule milouin,2024,22,183
Fuligule morillon,2024,141,318
Fuligule nyroca,2008,0,1
Gallinule poule-d'eau,2024,61,148
Geai des chênes,2024,343,195
Gélinotte des bois,2016,0,1
Gobemouche gris,2023,33,15
Gobemouche noir,2023,59,8
Goéland brun,2021,4,1
Goéland cendré,2013,0,2
Goéland leucophée,2024,118,104
Grand Corbeau,2024,198,102
Grand Cormoran,2024,307,160
Grand-duc d'Europe,2024,110,71
Grande Aigrette,2023,18,17
Grèbe à cou noir,2018,0,3
Grèbe castagneux,2024,129,308
Grèbe huppé,2024,36,169
Grimpereau des bois,2022,2,6
Grimpereau des jardins,2024,233,173
Grive draine,2024,88,36
Grive litorne,2023,11,13
Grive mauvis,2024,54,4
