frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,19,2
Aigle botté,2024,25,4
Aigrette garzette,2024,77,2
Alouette des champs,2024,23,2
Alouette lulu,2023,10,0
Avocette élégante,2023,2,0
Barge à queue noire,2024,6,0
Bécasseau cocorli,2023,2,0
Bécasseau minute,2023,7,0
Bécasseau variable,2023,27,0
Bécasse des bois,2021,1,0
Bécassine des marais,2024,52,0
Bergeronnette des ruisseaux,2024,11,1
Bergeronnette grise,2024,99,2
Bergeronnette printanière,2024,11,1
Bihoreau gris,2023,3,0
Bondrée apivore,2023,9,1
Bouscarle de Cetti,2024,43,2
Bruant des roseaux,2024,30,0
Bruant jaune,2021,6,0
Bruant proyer,2024,70,1
Bruant zizi,2023,26,1
Busard cendré,2021,1,0
Busard des roseaux,2024,32,0
Busard Saint-Martin,2024,13,2
Buse variable,2024,120,20
Caille des blés,2023,4,1
Canard à collier noir,2023,2,0
Canard chipeau,2024,31,1
Canard colvert,2024,189,6
Canard mandarin,2023,3,0
Canard pilet,2023,8,0
Canard siffleur,2024,21,0
Canard souchet,2024,67,0
Chardonneret élégant,2024,74,2
Chevalier aboyeur,2023,9,2
Chevalier culblanc,2024,30,0
Chevalier gambette,2023,7,0
Chevalier guignette,2023,28,1
Chevalier sylvain,2023,12,0
Chevêche d'Athéna,2024,2,0
Choucas des tours,2024,30,1
Chouette hulotte,2024,2,1
Cigogne blanche,2024,12,0
Circaète Jean-le-Blanc,2024,10,0
Cisticole des joncs,2024,109,3
Cochevis huppé,2023,32,2
Combattant varié,2023,14,0
Corbeau freux,2023,11,1
Corneille noire,2024,165,13
Coucou gris,2023,4,1
Crabier chevelu,2022,1,0
Cygne tuberculé,2024,64,3
Échasse blanche,2024,72,1
Effraie des clochers,2024,21,8
Élanion blanc,2024,259,2
Épervier d'Europe,2024,29,2
Étourneau sansonnet,2024,118,8
Faisan de Colchide,2023,7,2
Faucon crécerelle,2024,63,11
Faucon hobereau,2023,27,1
Faucon pèlerin,2024,7,2
Fauvette à tête noire,2024,130,4
Fauvette grisette,2023,66,2
Fauvette mélanocéphale,2022,2,0
Fauvette pitchou,2022,3,0
Foulque macroule,2024,197,7
Fuligule milouin,2023,58,2
Fuligule morillon,2022,10,1
Fuligule nyroca,2022,6,0
Gallinule poule-d'eau,2024,72,1
Geai des chênes,2024,51,7
Gobemouche gris,2020,1,3
Gobemouche noir,2023,16,1
Goéland leucophée,2024,103,10
Goéland pontique,2020,8,0
Grand Corbeau,2024,2,0
Grand Cormoran,2024,62,5
Grande Aigrette,2024,71,8
Grand Gravelot,2023,12,0
Grèbe castagneux,2024,144,5
Grèbe huppé,2023,50,3
Grimpereau des jardins,2024,40,8
Grive draine,2024,11,2
Grive litorne,2022,2,0
Grive mauvis,2021,2,0
Grive musicienne,2024,38,3
Grosbec casse-noyaux,2023,3,3
Guêpier d'Europe,2009,0,1
Guifette noire,2021,1,0
Héron cendré,2024,165,7
Héron garde-boeufs,2024,31,5
Héron pourpré,2023,38,1
Hibou moyen-duc,2009,0,1
Hirondelle de fenêtre,2023,12,1
Hirondelle de rivage,2023,31,1
Hirondelle rustique,2024,55,4
Huppe fasciée,2023,24,2
Hypolaïs polyglotte,2023,51,1
Linotte mélodieuse,2023,5,1
Loriot d'Europe,2023,17,1
Martinet noir,2023,17,1
Martin-pêcheur d'Europe,2024,39,2
Merle noir,2024,133,10
Mésange à longue queue,2024,39,5
Mésange bleue,2024,51,5
Mésange charbonnière,2024,114,6
Milan noir,2024,266,33
Milan royal,2024,60,3
Moineau domestique,2024,65,2
Moineau friquet,2024,35,1
Mouette rieuse,2024,36,3
Mouette tridactyle,2022,1,0
Nette rousse,2023,5,0
Paon bleu,2020,1,0
Perdrix rouge,2024,3,1
Petit Gravelot,2024,23,1
Pic épeiche,2024,26,7
Pic épeichette,2024,13,1
Pic noir,2024,3,0
Pic vert,2024,40,4
Pie bavarde,2024,141,24
Pie-grièche écorcheur,2023,2,1
Pigeon biset domestique,2024,38,1
Pigeon colombin,2024,16,1
Pigeon ramier,2024,207,20
Pinson des arbres,2024,59,6
Pinson du Nord,2023,21,0
Pipit des arbres,2023,3,0
Pipit farlouse,2024,30,0
Pipit rousseline,2009,0,1
Pipit spioncelle,2023,5,1
Pluvier doré,2023,2,1
Pouillot de Bonelli,2023,2,1
Pouillot fitis,2024,3,1
Pouillot véloce,2024,102,5
Râle d'eau,2023,1,0
Roitelet à triple bandeau,2024,13,3
Roitelet huppé,2020,1,0
Rossignol philomèle,2023,66,1
Rougegorge familier,2024,97,9
Rougequeue à front blanc,2023,1,0
Rougequeue noir,2024,26,2
Rousserolle effarvatte,2023,1,0
Sarcelle d'été,2024,14,0
Sarcelle d'hiver,2024,71,1
Serin cini,2023,1,1
Sittelle torchepot,2023,13,3
Spatule blanche,2023,13,0
Sterne caspienne,2023,1,0
Sterne pierregarin,2021,1,1
Tadorne de Belon,2024,4,1
Talève sultane,2021,2,0
Tarier pâtre,2024,65,3
Tarin des aulnes,2024,10,0
Tourterelle des bois,2023,34,1
Tourterelle turque,2024,63,8
Traquet motteux,2023,5,0
Troglodyte mignon,2024,41,4
Vanneau huppé,2024,82,7
Verdier d'Europe,2024,34,3
