frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,8,2
Aigrette garzette,2023,11,1
Alouette des champs,2023,32,2
Autour des palombes,2021,1,0
Bécasse des bois,2009,0,1
Bergeronnette des ruisseaux,2023,1,1
Bergeronnette grise,2023,15,3
Bergeronnette printanière,2023,25,1
Bernache du Canada,2023,1,0
Bondrée apivore,2021,2,0
Bouscarle de Cetti,2023,4,0
Bouvreuil pivoine,2024,1,2
Bruant des roseaux,2023,4,0
Bruant jaune,2023,15,2
Bruant proyer,2023,17,1
Bruant zizi,2009,0,2
Busard cendré,2023,1,0
Busard des roseaux,2023,11,0
Busard Saint-Martin,2023,26,2
Buse variable,2023,43,3
Caille des blés,2023,1,0
Canard colvert,2024,33,7
Canard siffleur,2009,0,1
Chardonneret élégant,2024,13,4
Chevalier culblanc,2021,2,0
Chevalier guignette,2023,2,0
Choucas des tours,2023,4,3
Chouette hulotte,2023,2,1
Cigogne blanche,2020,1,0
Cigogne noire,2021,2,0
Cochevis huppé,2023,5,1
Corbeau freux,2023,3,4
Corneille noire,2024,4,3
Coucou gris,2023,6,1
Cygne tuberculé,2023,6,1
Effraie des clochers,2023,5,1
Épervier d'Europe,2024,5,1
Étourneau sansonnet,2023,10,8
Faisan de Colchide,2024,25,5
Faisan vénéré,2018,0,1
Faucon crécerelle,2024,27,3
Faucon émerillon,2021,1,0
Faucon pèlerin,2021,2,0
Fauvette à tête noire,2023,16,4
Fauvette des jardins,2022,9,1
Fauvette grisette,2023,28,2
Foulque macroule,2024,20,4
Fuligule milouin,2024,3,2
Fuligule morillon,2023,2,0
Gallinule poule-d'eau,2023,10,3
Geai des chênes,2024,12,4
Gobemouche noir,2021,1,0
Goéland brun,2023,2,0
Goéland leucophée,2023,5,0
Grand Cormoran,2024,32,4
Grande Aigrette,2024,17,3
Grèbe castagneux,2009,0,1
Grèbe huppé,2024,19,4
Grimpereau des jardins,2023,13,2
Grive draine,2023,5,3
Grive litorne,2021,4,1
Grive mauvis,2021,3,0
Grive musicienne,2022,8,3
Grosbec casse-noyaux,2020,1,1
Héron cendré,2024,33,4
Héron garde-boeufs,2023,6,0
Hibou des marais,2022,1,0
Hibou moyen-duc,2020,1,1
Hirondelle de fenêtre,2023,12,1
Hirondelle rustique,2023,25,2
Hypolaïs polyglotte,2023,14,1
Linotte mélodieuse,2023,14,1
Loriot d'Europe,2021,5,1
Martinet noir,2020,2,1
Martin-pêcheur d'Europe,2023,10,2
Merle noir,2024,27,7
Mésange à longue queue,2023,3,2
Mésange bleue,2024,16,5
Mésange charbonnière,2024,19,4
Mésange huppée,2009,0,1
Mésange nonnette,2023,7,3
Milan royal,2024,4,0
Moineau domestique,2024,15,5
Moineau friquet,2020,1,1
Mouette rieuse,2023,5,0
Oedicnème criard,2023,6,0
Perdrix grise,2023,6,2
Perdrix rouge,2023,2,1
Pic épeiche,2024,12,4
Pic épeichette,2023,2,1
Pic noir,2021,1,0
Pic vert,2024,9,3
Pie bavarde,2024,15,4
Pigeon biset domestique,2023,3,3
Pigeon colombin,2023,1,2
Pigeon ramier,2024,29,8
Pinson des arbres,2024,22,5
Pinson du Nord,2021,2,0
Pipit des arbres,2022,8,1
Pipit farlouse,2023,17,2
Pluvier doré,2023,5,1
Pouillot siffleur,2009,0,1
Pouillot véloce,2023,22,3
Roitelet huppé,2021,1,1
Rossignol philomèle,2022,8,2
Rougegorge familier,2024,15,4
Rougequeue noir,2023,5,2
Sarcelle d'hiver,2024,1,1
Serin cini,2022,3,1
Sittelle torchepot,2023,6,3
Sterne pierregarin,2023,1,0
Tarier pâtre,2023,10,1
Tarin des aulnes,2024,5,1
Tourterelle des bois,2023,12,1
Tourterelle turque,2024,12,5
Traquet motteux,2023,5,0
Troglodyte mignon,2024,20,6
Vanneau huppé,2024,11,2
Verdier d'Europe,2024,5,4
