frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,146,144
Aigrette garzette,2021,1,64
Alouette des champs,2024,538,253
Alouette lulu,2023,17,10
Autour des palombes,2023,6,16
Avocette élégante,2021,1,7
Barge à queue noire,2011,0,3
Barge rousse,2015,0,2
Bécasseau cocorli,2022,46,87
Bécasseau de Temminck,2022,10,10
Bécasseau maubèche,2014,0,1
Bécasseau minute,2023,54,52
Bécasseau sanderling,2020,15,27
Bécasseau tacheté,2017,0,7
Bécasseau variable,2023,126,165
Bécasse des bois,2023,2,2
Bécassine des marais,2023,184,330
Bécassine sourde,2024,13,5
Bec-croisé des sapins,2016,0,1
Bergeronnette des ruisseaux,2024,95,167
Bergeronnette grise,2024,418,365
Bergeronnette printanière,2023,249,190
Bernache du Canada,2024,27,5
Bihoreau gris,2021,2,3
Blongios nain,2022,6,9
Bondrée apivore,2022,10,31
Bouvreuil pivoine,2024,47,126
Bruant des roseaux,2024,148,289
Bruant jaune,2024,585,414
Bruant ortolan,2018,0,1
Bruant proyer,2024,193,104
Busard cendré,2023,223,158
Busard des roseaux,2024,109,117
Busard Saint-Martin,2024,10,27
Buse variable,2024,837,647
Caille des blés,2023,50,23
Canard à collier noir,2016,0,9
Canard chipeau,2024,92,236
Canard colvert,2024,839,986
Canard pilet,2023,27,64
Canard siffleur,2024,108,245
Canard souchet,2024,97,213
Chardonneret élégant,2024,439,309
Chevalier aboyeur,2023,82,185
Chevalier arlequin,2022,11,45
Chevalier culblanc,2024,199,293
Chevalier gambette,2023,46,64
Chevalier guignette,2023,225,377
Chevalier stagnatile,2018,0,1
Chevalier sylvain,2023,67,81
Chevêche d'Athéna,2024,44,46
Choucas des tours,2024,432,458
Chouette hulotte,2024,25,37
Cigogne blanche,2024,419,531
Cigogne noire,2021,2,6
Cincle plongeur (C.c.cinclus),2018,0,2
Combattant varié,2023,101,152
Corbeau freux,2024,261,182
Corneille noire,2024,682,395
Coucou gris,2024,162,171
Courlis cendré,2024,279,273
Courlis corlieu,2017,0,3
Cygne chanteur,2009,0,1
Cygne noir,2012,0,15
Cygne tuberculé,2024,380,676
Échasse blanche,2023,103,174
Effraie des clochers,2024,101,23
Épervier d'Europe,2024,215,205
Étourneau roselin,2018,0,4
Étourneau sansonnet,2024,588,329
Faisan de Colchide,2024,92,62
Faucon crécerelle,2024,569,439
Faucon émerillon,2023,2,2
Faucon hobereau,2023,41,54
Faucon pèlerin,2024,106,229
Fauvette à tête noire,2024,617,398
Fauvette babillarde,2023,146,153
Fauvette des jardins,2023,80,84
Fauvette grisette,2024,378,367
Flamant rose,2017,0,23
Foulque macroule,2024,498,761
Fuligule milouin,2024,97,362
Fuligule milouinan,2012,0,2
Fuligule morillon,2024,182,540
Gallinule poule-d'eau,2024,313,544
Garrot à oeil d'or,2016,0,21
Geai des chênes,2024,370,302
Gobemouche à collier,2022,6,4
Gobemouche gris,2023,18,7
Gobemouche noir,2023,18,6
Goéland brun,2023,11,12
Goéland cendré,2023,17,33
Goéland leucophée,2024,202,101
Goéland pontique,2023,2,0
Gorgebleue à miroir,2020,1,1
Grand Corbeau,2024,44,1
Grand Cormoran,2024,646,762
Grande Aigrette,2024,392,532
Grand Gravelot,2022,37,27
Grèbe à cou noir,2022,8,158
Grèbe castagneux,2024,193,544
Grèbe huppé,2024,235,542
Grèbe jougris,2015,0,10
Grimpereau des bois,2024,10,15
Grimpereau des jardins,2024,237,130
Grive draine,2024,184,104
Grive litorne,2024,123,154
Grive mauvis,2024,36,25
Grive musicienne,2024,155,135
Grosbec casse-noyaux,2024,32,69
Guifette moustac,2014,0,1
Guifette noire,2022,3,17
Harle bièvre,2022,3,17
Harle piette,2020,1,0
Héron cendré,2024,816,986
Héron garde-boeufs,2021,1,3
Héron pourpré,2023,6,3
Hibou des marais,2015,0,5
Hibou moyen-duc,2024,19,16
Hirondelle de fenêtre,2023,144,169
Hirondelle de rivage,2023,24,43
Hirondelle rustique,2024,263,209
Huppe fasciée,2023,28,24
Hypolaïs ictérine,2016,0,1
Hypolaïs polyglotte,2023,72,99
Linotte mélodieuse,2024,437,316
Locustelle luscinioïde,2018,0,4
Locustelle tachetée,2022,6,59
Loriot d'Europe,2023,152,131
Marouette ponctuée,2016,0,7
Martinet noir,2023,85,72
Martin-pêcheur d'Europe,2024,198,309
Merle à plastron,2023,2,1
Merle noir,2024,896,685
Mésange à longue queue,2024,140,177
Mésange bleue,2024,883,584
Mésange boréale,2019,3,66
Mésange charbonnière,2024,1177,768
Mésange huppée,2024,5,9
Mésange noire,2022,3,20
Mésange nonnette,2024,60,80
Milan noir,2024,290,304
Milan royal,2024,339,171
Moineau domestique,2024,680,487
Moineau friquet,2024,15,217
Mouette mélanocéphale,2023,12,40
Mouette pygmée,2019,1,13
Mouette rieuse,2024,451,554
Mouette tridactyle,2012,0,1
Nette rousse,2022,6,12
Oie à tête barrée,2023,2,0
Oie cendrée,2024,370,85
Oie des moissons,2010,0,2
Oie rieuse,2021,1,0
Ouette d'Égypte,2024,525,261
Pélican frisé,2017,0,9
Perdrix grise,2024,28,46
Perruche à collier,2021,1,1
Petit Gravelot,2024,224,326
Phragmite des joncs,2023,5,20
Pic cendré,2022,1,0
Pic épeiche,2024,553,335
Pic épeichette,2024,57,32
Pic mar,2024,53,26
Pic noir,2024,73,76
Pic vert,2024,455,345
Pie bavarde,2024,680,406
Pie-grièche écorcheur,2023,279,305
Pie-grièche grise,2021,5,7
Pigeon biset domestique,2024,171,180
Pigeon colombin,2022,8,12
Pigeon ramier,2024,620,343
Pinson des arbres,2024,728,479
Pinson du Nord,2023,26,30
Pipit des arbres,2023,26,45
Pipit farlouse,2024,133,96
Pipit spioncelle,2024,28,27
Pluvier argenté,2016,0,2
Pluvier doré,2020,2,6
Pluvier guignard,2021,1,0
Pouillot fitis,2024,74,100
Pouillot siffleur,2016,0,5
Pouillot véloce,2024,605,420
Râle d'eau,2023,115,203
Rémiz penduline,2018,0,14
Roitelet à triple bandeau,2024,38,24
Roitelet huppé,2024,11,20
Rossignol philomèle,2024,321,314
Rougegorge familier,2024,766,529
Rougequeue à front blanc,2023,102,88
Rougequeue noir,2024,421,239
Rousserolle effarvatte,2023,157,239
Rousserolle turdoïde,2023,81,117
Rousserolle verderolle,2023,13,37
Sarcelle d'été,2023,21,64
Sarcelle d'hiver,2024,376,583
Serin cini,2024,54,84
Sittelle torchepot,2024,182,141
Sizerin cabaret,2020,2,1
Sizerin flammé,2020,2,3
Spatule blanche,2022,2,13
Sterne caspienne,2023,5,5
Sterne naine,2022,1,0
Sterne pierregarin,2024,170,317
Tadorne casarca,2024,26,32
Tadorne de Belon,2024,35,36
Tarier des prés,2023,41,64
Tarier pâtre,2024,544,440
Tarin des aulnes,2024,47,72
Torcol fourmilier,2023,12,10
Tournepierre à collier,2016,0,3
Tourterelle des bois,2023,89,54
Tourterelle turque,2024,403,243
Traquet motteux,2023,22,24
Troglodyte mignon,2024,483,341
Vanneau huppé,2024,402,612
Verdier d'Europe,2024,362,238
