frname,lastobs,newcount,oldcount
Accenteur mouchet,2022,5,12
Aigle botté,2021,2,3
Aigrette garzette,2023,8,1
Alouette des champs,2023,18,11
Alouette lulu,2024,35,11
Autour des palombes,2023,2,4
Bécasse des bois,2024,10,4
Bécassine des marais,2024,2,0
Bec-croisé des sapins,2019,1,0
Bergeronnette des ruisseaux,2022,3,2
Bergeronnette grise,2023,18,14
Bergeronnette printanière,2023,13,10
Bihoreau gris,2023,4,0
Bondrée apivore,2023,4,6
Bouscarle de Cetti,2021,2,0
Bouvreuil pivoine,2020,1,1
Bruant des roseaux,2015,0,1
Bruant jaune,2023,5,15
Bruant proyer,2024,30,19
Bruant zizi,2023,14,10
Busard cendré,2021,1,0
Busard des roseaux,2020,3,0
Busard Saint-Martin,2024,16,7
Buse variable,2024,91,76
Caille des blés,2023,1,1
Canard chipeau,2019,1,1
Canard colvert,2024,41,21
Canard siffleur,2023,1,1
Canard souchet,2019,1,0
Chardonneret élégant,2024,18,17
Chevalier culblanc,2023,13,5
Chevalier gambette,2022,1,0
Chevalier guignette,2023,7,2
Chevêche d'Athéna,2024,12,1
Choucas des tours,2024,1,4
Chouette hulotte,2024,8,14
Cigogne blanche,2023,6,5
Cigogne noire,2023,69,10
Circaète Jean-le-Blanc,2021,8,1
Cisticole des joncs,2023,1,0
Corbeau freux,2023,2,3
Corneille noire,2024,36,30
Coucou gris,2023,32,19
Courlis cendré,2021,1,1
Cygne tuberculé,2024,30,17
Effraie des clochers,2024,26,26
Élanion blanc,2024,23,0
Engoulevent d'Europe,2023,2,0
Épervier d'Europe,2023,9,11
Étourneau sansonnet,2024,68,24
Faisan de Colchide,2023,4,8
Faucon crécerelle,2024,29,24
Faucon hobereau,2020,2,6
Faucon pèlerin,2021,3,0
Fauvette à tête noire,2024,66,40
Fauvette des jardins,2023,4,2
Fauvette grisette,2023,21,23
Foulque macroule,2024,11,9
Fuligule milouin,2024,9,7
Fuligule morillon,2018,0,4
Gallinule poule-d'eau,2023,9,13
Geai des chênes,2024,57,23
Gobemouche gris,2023,8,1
Gobemouche noir,2023,10,4
Grand Corbeau,2023,1,0
Grand Cormoran,2023,20,15
Grande Aigrette,2024,84,49
Grèbe castagneux,2023,3,6
Grèbe huppé,2023,21,11
Grimpereau des jardins,2024,74,31
Grive draine,2023,24,13
Grive litorne,2018,0,4
Grive mauvis,2024,13,12
Grive musicienne,2024,21,9
Grosbec casse-noyaux,2023,35,20
Guêpier d'Europe,2023,10,9
Héron cendré,2024,59,41
Héron garde-boeufs,2024,32,6
Héron pourpré,2022,2,1
Hibou moyen-duc,2024,2,2
Hirondelle de fenêtre,2023,6,5
Hirondelle rustique,2024,57,38
Huppe fasciée,2023,35,56
Hypolaïs polyglotte,2022,7,20
Linotte mélodieuse,2023,15,16
Locustelle tachetée,2019,1,0
Loriot d'Europe,2023,41,44
Martinet noir,2017,0,4
Martin-pêcheur d'Europe,2024,15,17
Merle noir,2024,44,45
Mésange à longue queue,2024,28,22
Mésange bleue,2024,60,27
Mésange charbonnière,2024,69,48
Mésange huppée,2019,1,0
Mésange noire,2019,1,1
Mésange nonnette,2024,12,13
Milan noir,2024,35,17
Milan royal,2024,21,17
Moineau domestique,2024,46,26
Mouette rieuse,2023,6,1
Nette rousse,2018,0,1
Oedicnème criard,2023,5,0
Perdrix grise,2019,1,3
Perdrix rouge,2022,2,4
Petit Gravelot,2019,1,0
Pic cendré,2023,2,2
Pic épeiche,2024,55,35
Pic épeichette,2023,17,0
Pic mar,2023,24,12
Pic noir,2024,34,17
Pic vert,2024,40,29
Pie bavarde,2024,29,19
Pie-grièche à tête rousse,2023,6,8
Pie-grièche écorcheur,2023,28,27
Pie-grièche grise,2009,0,1
Pigeon biset domestique,2023,4,0
Pigeon colombin,2021,3,0
Pigeon ramier,2024,89,31
Pinson des arbres,2024,94,46
Pinson du Nord,2022,7,5
Pipit des arbres,2023,32,10
Pipit farlouse,2023,4,5
Pluvier doré,2023,3,6
Pouillot de Bonelli,2023,14,3
Pouillot fitis,2023,5,5
Pouillot siffleur,2023,10,2
Pouillot véloce,2024,59,42
Roitelet à triple bandeau,2023,9,8
Roitelet huppé,2021,1,3
Rossignol philomèle,2023,39,25
Rougegorge familier,2024,85,29
Rougequeue à front blanc,2023,14,5
Rougequeue noir,2023,7,13
Rousserolle effarvatte,2021,2,1
Sarcelle d'hiver,2023,3,1
Serin cini,2023,2,1
Sittelle torchepot,2024,48,24
Spatule blanche,2019,1,0
Sterne pierregarin,2019,1,0
Tadorne de Belon,2023,3,0
Tarier des prés,2020,1,1
Tarier pâtre,2024,41,35
Tarin des aulnes,2024,11,4
Torcol fourmilier,2020,1,1
Tourterelle des bois,2023,30,17
Tourterelle turque,2023,33,17
Traquet motteux,2023,1,1
Troglodyte mignon,2024,41,26
Vanneau huppé,2024,10,15
Vautour fauve,2021,1,2
Verdier d'Europe,2024,15,16
