frname,lastobs,newcount,oldcount
Accenteur alpin,2024,60,86
Accenteur mouchet,2024,96,233
Aigle botté,2021,2,2
Aigle royal,2024,241,434
Aigrette garzette,2023,4,4
Alouette des champs,2024,252,252
Alouette lulu,2024,529,497
Autour des palombes,2024,32,60
Bécasse des bois,2024,15,19
Bec-croisé des sapins,2024,28,48
Bergeronnette des ruisseaux,2024,142,164
Bergeronnette grise,2024,207,257
Bergeronnette printanière,2023,11,12
Bihoreau gris,2022,1,0
Blongios nain,2013,0,1
Bondrée apivore,2023,107,142
Bouvreuil pivoine,2023,29,62
Bruant des roseaux,2010,0,5
Bruant fou,2024,103,213
Bruant jaune,2023,5,17
Bruant ortolan,2023,222,296
Bruant proyer,2021,20,15
Bruant zizi,2024,508,512
Busard cendré,2023,7,6
Busard des roseaux,2024,38,77
Busard pâle,2014,0,2
Busard Saint-Martin,2023,15,16
Buse variable,2024,151,326
Caille des blés,2023,2,10
Canard chipeau,2011,0,1
Canard colvert,2024,24,15
Canard siffleur,2015,0,1
Canard souchet,2021,2,4
Cassenoix moucheté,2021,1,3
Chardonneret élégant,2024,304,437
Chevalier aboyeur,2013,0,1
Chevalier culblanc,2022,5,10
Chevalier guignette,2023,22,32
Chevalier sylvain,2011,0,1
Chevêche d'Athéna,2022,2,6
Chocard à bec jaune,2024,19,40
Choucas des tours,2024,142,209
Chouette hulotte,2024,53,17
Cigogne blanche,2014,0,2
Cigogne noire,2017,0,13
Cincle plongeur (C.c.cinclus),2024,115,147
Circaète Jean-le-Blanc,2024,541,697
Cochevis huppé,2022,1,0
Corbeau freux,2023,1,2
Corneille mantelée,2017,0,5
Corneille noire,2024,110,204
Coucou geai,2013,0,1
Coucou gris,2024,404,323
Crabier chevelu,2021,2,0
Crave à bec rouge,2024,115,51
Échasse blanche,2021,2,4
Élanion blanc,2022,1,0
Engoulevent d'Europe,2023,85,37
Épervier d'Europe,2024,163,323
Étourneau roselin,2020,4,0
Étourneau sansonnet,2024,62,64
Faisan de Colchide,2023,6,27
Faucon crécerelle,2024,307,412
Faucon d'Éléonore,2021,2,0
Faucon émerillon,2019,1,2
Faucon hobereau,2023,42,55
Faucon kobez,2021,2,3
Faucon pèlerin,2024,102,290
