frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,3,0
Aigrette garzette,2024,178,6
Alouette calandrelle,2022,1,0
Alouette des champs,2023,13,0
Alouette lulu,2022,8,0
Avocette élégante,2024,1,1
Barge rousse,2022,1,0
Bécasseau cocorli,2022,8,0
Bécasseau de Temminck,2023,3,2
Bécasseau minute,2023,6,3
Bécasseau sanderling,2022,3,1
Bécasseau variable,2022,6,0
Bécassine des marais,2024,35,1
Bécassine sourde,2023,7,0
Bec-croisé des sapins,2019,1,0
Bergeronnette des ruisseaux,2024,38,1
Bergeronnette grise,2024,111,1
Bergeronnette printanière,2024,51,5
Bihoreau gris,2023,7,2
Blongios nain,2022,2,0
Bondrée apivore,2022,1,0
Bouscarle de Cetti,2024,268,4
Bruant des roseaux,2024,13,1
Bruant proyer,2024,49,4
Bruant zizi,2024,34,6
Busard des roseaux,2024,22,0
Buse variable,2024,97,1
Butor étoilé,2022,3,0
Caille des blés,2020,1,0
Canard chipeau,2022,1,0
Canard colvert,2024,37,3
Canard pilet,2022,1,0
Canard siffleur,2024,7,0
Canard souchet,2024,8,0
Chardonneret élégant,2024,144,13
Chevalier aboyeur,2023,4,0
Chevalier arlequin,2023,3,1
Chevalier culblanc,2024,34,1
Chevalier gambette,2024,9,3
Chevalier guignette,2024,41,3
Chevalier stagnatile,2021,1,0
Chevalier sylvain,2024,34,11
Choucas des tours,2024,72,1
Cigogne noire,2020,2,0
Cisticole des joncs,2024,29,4
Combattant varié,2024,15,2
Cormoran huppé,2024,78,1
Corneille mantelée,2024,478,35
Coucou gris,2023,10,0
Courlis cendré,2021,1,0
Crabier chevelu,2022,31,6
Échasse blanche,2024,31,0
Effraie des clochers,2021,1,2
Engoulevent d'Europe,2023,8,1
Épervier d'Europe,2024,19,1
Étourneau sansonnet,2024,59,0
Étourneau unicolore,2024,115,5
Faisan de Colchide,2017,0,1
Faucon crécerelle,2024,101,8
Faucon émerillon,2022,1,0
Faucon hobereau,2021,1,2
Faucon pèlerin,2023,4,0
Fauvette à tête noire,2024,146,11
Fauvette de Moltoni,2021,8,0
Fauvette des jardins,2019,1,0
Fauvette grisette,2022,3,0
Fauvette mélanocéphale,2024,161,8
Fauvette pitchou,2018,0,1
Fauvette sarde,2019,1,1
Flamant rose,2021,16,0
Foulque macroule,2024,53,3
Fuligule milouin,2022,10,0
Fuligule nyroca,2024,5,0
Gallinule poule-d'eau,2024,163,5
Geai des chênes,2024,41,4
Glaréole à collier,2022,1,0
Gobemouche à collier,2022,2,0
Gobemouche gris,2023,10,3
Gobemouche noir,2022,5,1
Gobemouche tyrrhénien,2023,4,6
Goéland brun,2024,4,0
Goéland cendré,2023,2,1
Goéland d'Audouin,2024,85,9
Goéland leucophée,2024,203,6
Gorgebleue à miroir,2024,5,1
Grand Corbeau,2023,21,0
Grand Cormoran,2024,111,1
Grande Aigrette,2024,34,2
