frname,lastobs,newcount,oldcount
Accenteur alpin,2017,0,2
Accenteur mouchet,2024,587,916
Aigle botté,2023,6,4
Aigrette garzette,2024,3258,5613
Alouette calandrelle,2010,0,1
Alouette des champs,2024,101,289
Alouette haussecol,2012,0,1
Alouette lulu,2023,9,13
Autour des palombes,2016,0,11
Avocette élégante,2024,1448,2028
Barge à queue noire,2024,1546,2764
Barge rousse,2024,447,973
Bécasseau cocorli,2023,150,476
Bécasseau de Temminck,2023,45,78
Bécasseau falcinelle,2015,0,1
Bécasseau maubèche,2024,257,698
Bécasseau minute,2024,514,1228
Bécasseau rousset,2018,0,1
Bécasseau sanderling,2024,362,433
Bécasseau tacheté,2022,6,6
Bécasseau variable,2024,2062,3996
Bécasseau violet,2024,16,52
Bécasse des bois,2022,6,10
Bécassine des marais,2024,766,1403
Bécassine sourde,2023,23,19
Bec-croisé des sapins,2023,2,1
Bergeronnette des ruisseaux,2024,41,107
Bergeronnette flavéole (M.f.flavissima),2024,70,138
Bergeronnette grise,2024,1404,2287
Bergeronnette printanière,2024,835,1997
Bernache cravant,2024,1525,2187
Bernache du Canada,2021,1,12
Bernache nonnette,2021,1,16
Bihoreau gris,2024,38,32
Blongios nain,2020,4,5
Bondrée apivore,2023,38,49
Bouscarle de Cetti,2024,1635,1679
Bouvreuil pivoine,2024,6,9
Bruant des neiges,2023,24,14
Bruant des roseaux,2024,343,626
Bruant jaune,2019,0,9
Bruant ortolan,2018,0,3
Bruant proyer,2024,8,7
Bruant zizi,2021,19,18
Busard cendré,2024,4,7
Busard des roseaux,2024,731,1009
Busard pâle,2023,2,0
Busard Saint-Martin,2024,73,119
Buse variable,2024,133,265
Butor étoilé,2024,5,6
Caille des blés,2023,3,6
Calopsitte élégante,2020,1,5
Canard carolin,2021,1,0
Canard chipeau,2024,248,414
Canard colvert,2024,2764,4172
Canard des Bahamas,2019,1,0
Canard mandarin,2024,11,4
Canard pilet,2024,1132,2016
Canard siffleur,2024,135,318
Canard souchet,2024,1385,2304
Chardonneret élégant,2024,461,672
Chevalier aboyeur,2024,908,1905
Chevalier arlequin,2024,627,1393
Chevalier culblanc,2024,267,585
Chevalier gambette,2024,2028,3656
Chevalier guignette,2024,1541,2988
Chevalier stagnatile,2023,25,34
Chevalier sylvain,2023,99,253
Chevêche d'Athéna,2022,2,1
Choucas des tours,2019,1,1
Chouette hulotte,2024,21,29
Cigogne blanche,2024,425,1277
Cigogne noire,2023,3,10
Circaète Jean-le-Blanc,2023,11,29
Cisticole des joncs,2024,873,1332
Cochevis huppé,2017,0,3
Combattant varié,2024,196,414
Corbeau freux,2022,3,0
Corneille noire,2024,1014,1515
Coucou geai,2022,2,5
Coucou gris,2024,75,136
Courlis cendré,2024,1296,2353
Courlis corlieu,2024,741,1453
Crabier chevelu,2023,1,5
Cygne chanteur,2015,0,11
