frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,112,33
Aigrette garzette,2023,9,13
Alouette des champs,2024,7,16
Alouette lulu,2023,16,12
Autour des palombes,2016,0,4
Barge rousse,2021,1,0
Bécasse des bois,2023,2,16
Bécassine des marais,2023,5,4
Bergeronnette des ruisseaux,2023,10,20
Bergeronnette grise,2023,24,20
Bergeronnette printanière,2016,0,2
Bihoreau gris,2022,1,1
Bondrée apivore,2022,3,6
Bouscarle de Cetti,2023,11,3
Bouvreuil pivoine,2024,4,13
Bruant des roseaux,2019,0,5
Bruant jaune,2023,18,28
Bruant zizi,2023,17,8
Busard Saint-Martin,2023,7,9
Buse variable,2023,128,90
Butor étoilé,2018,0,3
Caille des blés,2019,1,3
Canard chipeau,2019,0,3
Canard colvert,2024,39,48
Canard siffleur,2023,1,6
Canard souchet,2022,1,8
Chardonneret élégant,2023,14,31
Chevalier aboyeur,2020,1,0
Chevalier culblanc,2023,14,7
Chevalier gambette,2019,1,0
Chevalier guignette,2023,8,5
Chevêche d'Athéna,2023,109,78
Choucas des tours,2023,16,10
Chouette hulotte,2022,48,30
Cigogne blanche,2023,3,1
Cigogne noire,2020,1,2
Cisticole des joncs,2023,4,0
Corbeau freux,2015,0,2
Corneille noire,2023,176,30
Coucou gris,2023,28,25
Courlis cendré,2019,1,10
Courlis corlieu,2012,0,1
Cygne noir,2023,1,0
Cygne tuberculé,2023,1,8
Effraie des clochers,2023,45,39
Épervier d'Europe,2024,28,59
Érismature rousse,2012,0,7
Étourneau sansonnet,2024,120,40
Faisan de Colchide,2023,3,2
Faucon crécerelle,2023,46,73
Faucon émerillon,2014,0,8
Faucon hobereau,2023,9,31
Faucon pèlerin,2017,0,1
Fauvette à tête noire,2023,61,52
Fauvette des jardins,2023,3,8
Foulque macroule,2023,22,36
Fuligule milouin,2024,14,23
Fuligule morillon,2024,20,29
Gallinule poule-d'eau,2023,9,13
Geai des chênes,2023,62,54
Gobemouche gris,2023,4,20
Gobemouche noir,2020,1,1
Goéland argenté,2023,2,0
Goéland brun,2023,10,6
Goéland leucophée,2019,1,0
Grand Cormoran,2023,3,10
Grande Aigrette,2023,49,75
Grèbe castagneux,2023,8,15
Grèbe huppé,2024,32,37
Grimpereau des jardins,2023,30,41
Grive draine,2024,10,36
Grive litorne,2023,12,43
Grive mauvis,2024,16,11
Grive musicienne,2023,77,30
Grosbec casse-noyaux,2022,8,7
Guifette noire,2019,1,0
Héron cendré,2023,32,59
Héron garde-boeufs,2023,21,12
Héron pourpré,2021,4,0
Hibou moyen-duc,2021,9,14
Hirondelle de fenêtre,2023,19,17
Hirondelle de rivage,2023,2,2
Hirondelle rustique,2023,48,58
Huppe fasciée,2023,13,14
Hypolaïs polyglotte,2023,8,9
Linotte mélodieuse,2023,12,8
Loriot d'Europe,2023,4,15
Martinet noir,2023,7,14
Martin-pêcheur d'Europe,2023,10,15
Merle noir,2024,183,71
Mésange à longue queue,2024,25,30
Mésange bleue,2024,187,47
Mésange charbonnière,2024,192,48
Mésange huppée,2019,1,4
Mésange noire,2017,0,2
Mésange nonnette,2023,114,24
Milan noir,2023,9,2
Milan royal,2021,1,1
Moineau domestique,2024,126,88
Moineau friquet,2024,32,68
Mouette rieuse,2024,20,14
Oedicnème criard,2013,0,3
Oie cendrée,2018,0,1
Ouette d'Égypte,2010,0,1
Perruche à collier,2017,0,2
Pic épeiche,2024,44,40
Pic épeichette,2023,4,16
Pic mar,2023,3,1
Pic noir,2022,4,9
Pic vert,2023,119,54
Pie bavarde,2024,148,36
Pie-grièche écorcheur,2023,4,0
Pigeon biset domestique,2023,13,7
Pigeon colombin,2023,18,22
Pigeon ramier,2023,222,28
Pinson des arbres,2024,284,68
Pinson du Nord,2022,19,10
Pipit farlouse,2023,9,21
Pluvier doré,2019,0,9
Pouillot fitis,2022,3,8
Pouillot véloce,2023,62,30
Râle d'eau,2021,1,3
Roitelet à triple bandeau,2024,7,5
Roitelet huppé,2023,25,9
Rossignol philomèle,2022,2,3
Rougegorge familier,2024,201,50
Rougequeue à front blanc,2015,0,5
Rougequeue noir,2023,13,11
Rousserolle effarvatte,2021,1,2
Sarcelle d'hiver,2012,0,5
Serin cini,2023,1,0
Sittelle torchepot,2024,20,33
Spatule blanche,2018,0,4
Sterne pierregarin,2023,1,1
Tadorne de Belon,2023,1,0
Tarier des prés,2019,2,5
Tarier pâtre,2023,28,26
Tarin des aulnes,2023,9,7
Torcol fourmilier,2013,0,7
Tourterelle des bois,2023,10,17
Tourterelle turque,2023,39,28
Traquet motteux,2023,9,33
Troglodyte mignon,2024,126,55
Vanneau huppé,2024,6,20
Verdier d'Europe,2023,60,36
