frname,lastobs,newcount,oldcount
Accenteur mouchet,2021,2,2
Aigrette garzette,2024,16,30
Alouette des champs,2024,23,21
Alouette haussecol,2024,10,10
Avocette élégante,2024,14,15
Barge à queue noire,2016,0,1
Barge rousse,2023,31,18
Bécasseau cocorli,2023,23,12
Bécasseau maubèche,2023,38,24
Bécasseau minute,2023,15,9
Bécasseau sanderling,2024,58,43
Bécasseau variable,2024,67,54
Bécasseau violet,2018,0,1
Bécasse des bois,2012,0,1
Bécassine des marais,2023,4,10
Bécassine sourde,2019,1,0
Bergeronnette flavéole (M.f.flavissima),2023,1,2
Bergeronnette grise,2021,7,4
Bergeronnette printanière,2023,7,2
Bernache cravant,2024,9,6
Bernache du Canada,2018,0,12
Bernache nonnette,2019,1,4
Bondrée apivore,2016,0,2
Bouscarle de Cetti,2021,6,9
Bruant des neiges,2024,9,6
Bruant des roseaux,2022,3,5
Bruant jaune,2017,0,1
Bruant lapon,2023,15,18
Bruant proyer,2013,0,1
Bruant zizi,2014,0,1
Busard des roseaux,2023,2,2
Busard Saint-Martin,2023,2,0
Buse pattue,2019,0,1
Buse variable,2023,3,3
Canard chipeau,2021,1,4
Canard colvert,2021,3,9
Canard pilet,2021,2,6
Canard siffleur,2021,5,16
Canard souchet,2021,1,10
Chardonneret élégant,2021,1,2
Chevalier aboyeur,2023,14,12
Chevalier arlequin,2022,2,2
Chevalier culblanc,2017,0,2
Chevalier gambette,2023,23,29
Chevalier guignette,2017,0,5
Choucas des tours,2019,1,0
Cisticole des joncs,2021,7,0
Cochevis huppé,2016,0,1
Combattant varié,2022,5,2
Coucou gris,2021,4,2
Courlis cendré,2024,15,18
Courlis corlieu,2023,16,19
Cygne noir,2020,4,2
Cygne tuberculé,2021,6,7
Échasse blanche,2021,2,0
Eider à duvet,2019,0,3
Épervier d'Europe,2023,1,1
Étourneau sansonnet,2022,2,3
Faisan de Colchide,2018,0,2
Faucon crécerelle,2023,10,13
Faucon émerillon,2019,3,1
Faucon hobereau,2014,0,2
Faucon pèlerin,2023,5,6
Fauvette à tête noire,2021,2,2
Fauvette babillarde,2021,3,2
Fauvette grisette,2021,4,7
Flamant rose,2016,0,1
Fou de Bassan,2023,15,13
Foulque macroule,2021,2,6
Fuligule milouin,2016,0,3
Fuligule morillon,2017,0,7
Fulmar boréal,2023,1,1
Gallinule poule-d'eau,2014,0,1
Gobemouche gris,2016,0,1
Goéland argenté,2024,25,15
Goéland brun,2023,7,7
Goéland cendré,2023,11,10
Goéland leucophée,2015,0,1
Goéland marin,2023,20,11
Goéland pontique,2019,1,0
Grand Cormoran,2023,13,12
Grande Aigrette,2021,1,0
Grand Gravelot,2023,54,45
Grand Labbe,2016,0,2
