frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,132,11
Aigrette garzette,2024,8,101
Alouette des champs,2023,18,2
Alouette lulu,2023,9,5
Avocette élégante,2012,0,2
Bécassine des marais,2022,2,10
Bergeronnette des ruisseaux,2023,11,25
Bergeronnette grise,2023,44,8
Bernache nonnette,2012,0,1
Bihoreau gris,2015,0,2
Bondrée apivore,2023,1,4
Bouscarle de Cetti,2023,6,4
Bouvreuil pivoine,2024,1,2
Bruant des roseaux,2022,1,0
Bruant jaune,2022,5,3
Bruant zizi,2023,14,4
Busard Saint-Martin,2022,3,4
Buse variable,2023,112,15
Butor étoilé,2011,0,5
Canard chipeau,2012,0,6
Canard colvert,2024,21,27
Canard pilet,2013,0,2
Canard siffleur,2013,0,14
Canard souchet,2023,2,40
Chardonneret élégant,2024,58,11
Chevalier culblanc,2021,4,29
Chevalier guignette,2023,2,9
Chevêche d'Athéna,2017,0,7
Choucas des tours,2024,47,5
Chouette hulotte,2022,5,3
Cigogne blanche,2023,1,0
Corbeau freux,2022,4,2
Corneille noire,2024,210,24
Coucou gris,2023,19,12
Cygne tuberculé,2022,1,1
Effraie des clochers,2022,5,4
Élanion blanc,2023,2,0
Épervier d'Europe,2023,12,12
Étourneau sansonnet,2023,149,25
Faisan de Colchide,2023,41,1
Faisan vénéré,2016,0,1
Faucon crécerelle,2024,38,14
Faucon hobereau,2013,0,5
Faucon pèlerin,2024,21,2
Fauvette à tête noire,2024,126,26
Fauvette des jardins,2023,10,1
Fauvette grisette,2009,0,1
Foulque macroule,2024,13,37
Fuligule à bec cerclé,2023,1,3
Fuligule milouin,2024,14,178
Fuligule morillon,2024,14,157
Fuligule nyroca,2011,0,2
Gallinule poule-d'eau,2023,12,15
Garrot à oeil d'or,2012,0,2
Geai des chênes,2024,50,5
Gobemouche gris,2023,5,5
Goéland argenté,2023,17,6
Goéland brun,2023,5,8
Goéland cendré,2012,0,5
Goéland marin,2012,0,3
Grand Cormoran,2024,17,38
Grande Aigrette,2024,17,105
Grèbe à cou noir,2015,0,1
Grèbe castagneux,2023,1,51
Grèbe huppé,2024,11,36
Grimpereau des jardins,2023,49,3
Grive draine,2023,23,9
Grive litorne,2023,10,4
Grive mauvis,2024,32,4
Grive musicienne,2024,133,29
Grosbec casse-noyaux,2022,4,1
Harle bièvre,2012,0,1
Héron cendré,2024,21,56
Héron garde-boeufs,2023,23,4
Hibou moyen-duc,2018,0,2
Hirondelle de fenêtre,2023,44,11
Hirondelle de rivage,2017,0,12
Hirondelle rustique,2023,62,22
Huppe fasciée,2018,0,2
Hypolaïs polyglotte,2023,15,1
Linotte mélodieuse,2023,11,5
Loriot d'Europe,2022,2,0
Martinet noir,2023,20,12
Martin-pêcheur d'Europe,2023,5,48
Merle noir,2024,250,52
Mésange à longue queue,2024,45,10
Mésange bleue,2024,203,20
Mésange charbonnière,2024,171,18
Mésange huppée,2023,1,3
Mésange nonnette,2024,9,5
Milan royal,2021,1,0
Moineau domestique,2024,128,36
Moineau friquet,2017,0,5
Mouette mélanocéphale,2015,0,3
Mouette pygmée,2011,0,1
Mouette rieuse,2024,38,44
Perdrix grise,2019,0,2
Perdrix rouge,2023,4,2
Pic épeiche,2023,62,8
Pic épeichette,2023,7,2
Pic mar,2022,4,2
Pic noir,2023,1,1
Pic vert,2024,43,10
Pie bavarde,2024,81,19
Pigeon biset domestique,2024,43,0
Pigeon colombin,2011,0,2
Pigeon ramier,2024,347,46
Pinson des arbres,2024,331,53
Pinson du Nord,2022,7,5
Pipit des arbres,2020,1,1
Pipit farlouse,2023,28,3
Pipit spioncelle,2012,0,6
Pluvier doré,2018,0,6
Pouillot fitis,2023,3,2
Pouillot véloce,2023,144,15
Râle d'eau,2022,1,0
Roitelet à triple bandeau,2023,12,2
Roitelet huppé,2023,3,3
Rougegorge familier,2024,299,26
Rougequeue à front blanc,2009,0,1
Rougequeue noir,2023,7,1
Sarcelle d'hiver,2022,1,52
Serin cini,2023,2,1
Sittelle torchepot,2024,25,3
Tadorne casarca,2023,1,0
Tadorne de Belon,2012,0,14
Tarier des prés,2023,1,0
Tarier pâtre,2023,47,7
Tarin des aulnes,2024,17,3
Torcol fourmilier,2023,1,0
Tourterelle des bois,2023,11,2
Tourterelle turque,2024,56,9
Traquet motteux,2023,1,3
Troglodyte mignon,2024,227,40
Vanneau huppé,2022,3,13
Verdier d'Europe,2024,93,31
