frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,434,129
Aigrette garzette,2024,81,53
Alouette des champs,2024,124,117
Alouette lulu,2024,282,224
Autour des palombes,2024,36,35
Bécasse des bois,2024,25,127
Bécassine des marais,2023,8,8
Bec-croisé des sapins,2024,11,39
Bergeronnette des ruisseaux,2024,80,29
Bergeronnette flavéole (M.f.flavissima),2012,0,1
Bergeronnette grise,2024,238,52
Bergeronnette printanière,2012,0,1
Bernache cravant,2020,1,3
Bihoreau gris,2014,0,2
Bondrée apivore,2023,43,69
Bouscarle de Cetti,2023,4,1
Bouvreuil pivoine,2024,127,192
Bruant des roseaux,2023,18,8
Bruant jaune,2024,271,167
Bruant zizi,2024,251,121
Busard Saint-Martin,2024,36,29
Buse variable,2024,339,199
Butor étoilé,2017,0,1
Caille des blés,2023,6,3
Canard chipeau,2024,12,4
Canard colvert,2024,162,99
Canard mandarin,2023,3,0
Canard pilet,2017,0,2
Canard siffleur,2024,7,6
Canard souchet,2024,10,10
Chardonneret élégant,2024,204,53
Chevalier culblanc,2023,24,24
Chevalier guignette,2023,8,0
Chevêche d'Athéna,2024,78,10
Choucas des tours,2024,63,15
Chouette hulotte,2024,115,77
Cigogne blanche,2022,2,4
Cigogne noire,2022,2,1
Cisticole des joncs,2023,6,0
Corbeau freux,2023,11,2
Corneille noire,2024,485,181
Coucou gris,2024,282,175
Cygne noir,2021,1,0
Cygne tuberculé,2024,58,29
Effraie des clochers,2024,85,56
Engoulevent d'Europe,2023,71,89
Épervier d'Europe,2024,111,136
Étourneau sansonnet,2024,516,135
Faisan de Colchide,2024,213,61
Faisan vénéré,2022,4,1
Faucon crécerelle,2024,158,74
Faucon émerillon,2022,1,2
Faucon hobereau,2023,25,71
Faucon pèlerin,2024,18,1
Fauvette à tête noire,2024,401,107
Fauvette des jardins,2023,113,23
Fauvette grisette,2024,144,106
Fauvette pitchou,2024,41,103
Foulque macroule,2024,71,81
Fuligule à bec cerclé,2023,2,0
Fuligule milouin,2024,75,55
Fuligule milouinan,2017,0,5
Fuligule morillon,2024,104,81
Gallinule poule-d'eau,2024,123,16
Geai des chênes,2024,223,75
Gobemouche gris,2023,45,44
Gobemouche noir,2023,23,1
Goéland argenté,2024,19,7
Goéland brun,2024,24,8
Goéland cendré,2016,0,2
Goéland leucophée,2016,0,1
Goéland marin,2008,0,1
Grand Corbeau,2023,1,0
Grand Cormoran,2024,150,68
Grande Aigrette,2024,264,207
Grand Gravelot,2024,1,0
Grèbe à cou noir,2017,0,3
Grèbe castagneux,2024,30,40
Grèbe huppé,2024,93,58
Grimpereau des jardins,2024,216,90
Grive draine,2024,177,92
Grive litorne,2024,101,113
Grive mauvis,2024,165,101
Grive musicienne,2024,392,152
Grosbec casse-noyaux,2024,260,253
Harle bièvre,2011,0,2
Harle huppé,2007,0,1
Héron cendré,2024,196,89
Héron garde-boeufs,2024,129,21
Héron pourpré,2022,3,1
Hibou des marais,2017,0,1
Hibou moyen-duc,2023,4,7
Hirondelle de fenêtre,2023,84,20
Hirondelle de rivage,2023,12,6
Hirondelle rustique,2024,196,120
Huppe fasciée,2023,25,23
Hypolaïs polyglotte,2023,172,90
Linotte mélodieuse,2024,198,81
Locustelle tachetée,2015,0,3
Loriot d'Europe,2022,5,1
Macreuse noire,2024,1,0
Martinet noir,2023,107,44
Martin-pêcheur d'Europe,2024,151,73
Merle à plastron,2020,1,0
Merle noir,2024,855,264
Mésange à longue queue,2024,204,77
Mésange bleue,2024,730,204
Mésange charbonnière,2024,662,167
Mésange huppée,2024,100,45
Mésange noire,2022,10,22
Mésange nonnette,2024,135,107
Milan noir,2023,1,0
Milan royal,2020,1,3
Moineau domestique,2024,532,124
Mouette rieuse,2024,72,39
Mouette tridactyle,2022,1,0
Nette rousse,2009,0,1
Oie cendrée,2022,6,6
Perdrix grise,2024,12,4
Perdrix rouge,2023,34,9
Petit Gravelot,2013,0,1
Phragmite des joncs,2020,1,0
Pic épeiche,2024,347,111
Pic épeichette,2024,86,94
Pic mar,2024,188,78
Pic noir,2024,101,137
Pic vert,2024,315,140
Pie bavarde,2024,483,79
Pie-grièche écorcheur,2023,8,0
Pigeon biset domestique,2024,47,6
Pigeon colombin,2024,13,4
Pigeon ramier,2024,956,245
Pinson des arbres,2024,982,312
Pinson du Nord,2024,68,101
Pipit des arbres,2024,326,200
Pipit farlouse,2024,202,131
Pipit spioncelle,2023,1,0
Pluvier doré,2024,14,33
Pouillot à grands sourcils,2016,0,1
Pouillot fitis,2023,26,17
Pouillot ibérique,2015,0,16
Pouillot siffleur,2023,23,39
Pouillot véloce,2024,552,161
Râle d'eau,2023,3,1
Roitelet à triple bandeau,2024,157,73
Roitelet huppé,2024,72,50
Rossignol philomèle,2023,15,5
Rougegorge familier,2024,1023,244
Rougequeue à front blanc,2023,6,0
Rougequeue noir,2024,107,40
Sarcelle d'été,2023,1,0
Sarcelle d'hiver,2024,10,24
Serin cini,2024,97,41
Sittelle torchepot,2024,182,74
Sizerin boréal (C.f.flammea),2018,0,4
Sizerin cabaret,2023,2,8
Sizerin flammé,2023,2,12
Spatule blanche,2020,1,1
Tadorne de Belon,2023,1,3
Tarier des prés,2023,9,4
Tarier pâtre,2024,199,105
Tarin des aulnes,2024,207,207
Torcol fourmilier,2015,0,1
Tourterelle des bois,2023,174,53
Tourterelle turque,2024,193,44
Traquet motteux,2022,10,3
Troglodyte mignon,2024,673,214
Vanneau huppé,2024,18,53
Verdier d'Europe,2024,210,90
