frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,22,8
Aigrette garzette,2023,1,0
Alouette des champs,2023,13,4
Alouette lulu,2020,1,1
Bécasse des bois,2023,2,0
Bécassine des marais,2021,1,0
Bec-croisé des sapins,2021,1,0
Bergeronnette des ruisseaux,2023,4,2
Bergeronnette grise,2023,15,3
Bergeronnette printanière,2021,2,0
Bondrée apivore,2021,1,1
Bouscarle de Cetti,2022,2,1
Bouvreuil pivoine,2021,4,3
Bruant des roseaux,2021,1,0
Bruant jaune,2023,5,5
Busard Saint-Martin,2023,2,0
Buse variable,2023,30,5
Caille des blés,2009,0,1
Canard colvert,2023,2,1
Chardonneret élégant,2023,29,11
Chevalier guignette,2022,1,0
Chevêche d'Athéna,2023,6,2
Choucas des tours,2009,0,2
Chouette hulotte,2023,11,2
Cigogne blanche,2023,16,0
Corbeau freux,2023,2,1
Corneille noire,2023,22,5
Coucou gris,2023,6,4
Courlis cendré,2009,0,1
Courlis corlieu,2023,1,0
Cygne tuberculé,2022,1,0
Effraie des clochers,2023,25,3
Élanion blanc,2021,1,0
Épervier d'Europe,2023,3,2
Étourneau sansonnet,2023,40,16
Faisan de Colchide,2021,1,4
Faucon crécerelle,2023,14,6
Faucon hobereau,2019,1,1
Faucon pèlerin,2021,1,0
Fauvette à tête noire,2023,18,4
Fauvette babillarde,2009,0,1
Fauvette des jardins,2021,4,2
Fauvette grisette,2023,5,2
Gallinule poule-d'eau,2023,2,1
Geai des chênes,2023,13,9
Gobemouche gris,2021,5,3
Goéland argenté,2023,4,0
Goéland brun,2021,2,0
Goéland cendré,2022,6,1
Goéland leucophée,2021,1,0
Grand Cormoran,2023,1,0
Grande Aigrette,2019,1,0
Grèbe castagneux,2009,0,1
Grimpereau des jardins,2021,5,6
Grive draine,2023,14,5
Grive litorne,2022,4,3
Grive mauvis,2023,4,1
Grive musicienne,2023,24,8
Grosbec casse-noyaux,2023,1,0
Héron cendré,2021,2,2
Héron garde-boeufs,2023,14,0
Hibou moyen-duc,2021,2,0
Hirondelle de fenêtre,2023,10,2
Hirondelle rustique,2023,19,5
Huppe fasciée,2022,3,0
Hypolaïs polyglotte,2018,0,2
Linotte mélodieuse,2023,13,4
Martinet noir,2023,12,1
Martin-pêcheur d'Europe,2009,0,1
Merle à plastron,2019,0,1
Merle noir,2023,58,19
Mésange à longue queue,2023,7,8
Mésange bleue,2023,36,16
Mésange charbonnière,2023,42,12
Mésange huppée,2015,0,4
Mésange noire,2021,1,4
Mésange nonnette,2022,4,4
Moineau domestique,2023,62,12
Mouette rieuse,2023,11,1
Perdrix grise,2023,6,2
Perdrix rouge,2019,1,0
Pic épeiche,2023,17,7
Pic épeichette,2022,6,2
Pic mar,2021,1,0
Pic noir,2021,3,5
Pic vert,2023,15,10
Pie bavarde,2023,33,8
Pie-grièche écorcheur,2022,1,0
Pigeon biset domestique,2023,4,1
Pigeon colombin,2021,1,1
Pigeon ramier,2023,37,9
Pinson des arbres,2023,54,13
Pinson du Nord,2020,1,1
Pipit des arbres,2021,2,2
Pipit farlouse,2023,7,2
Pluvier doré,2021,1,1
Pouillot véloce,2023,16,8
Roitelet à triple bandeau,2021,1,4
Roitelet huppé,2023,10,5
Rougegorge familier,2023,51,21
Rougequeue à front blanc,2022,3,0
Rougequeue noir,2023,10,1
Rousserolle verderolle,2009,0,1
Serin cini,2022,2,2
Sittelle torchepot,2023,11,3
Tarier pâtre,2023,6,0
Tarin des aulnes,2023,2,1
Tourterelle des bois,2022,5,2
Tourterelle turque,2023,35,8
Troglodyte mignon,2023,22,14
Vanneau huppé,2022,4,1
Verdier d'Europe,2022,21,8
