frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,50,69
Aigle criard,2020,4,1
Aigrette garzette,2023,5,8
Alouette des champs,2024,781,500
Alouette lulu,2020,6,7
Autour des palombes,2024,21,23
Avocette élégante,2019,7,0
Barge à queue noire,2018,0,9
Bécasseau cocorli,2016,0,17
Bécasseau de Temminck,2024,21,38
Bécasseau minute,2023,5,30
Bécasseau variable,2023,16,58
Bécasse des bois,2024,3,3
Bécassine des marais,2024,114,356
Bécassine sourde,2023,6,11
Bec-croisé des sapins,2011,0,2
Bergeronnette des ruisseaux,2024,48,50
Bergeronnette grise,2024,602,525
Bergeronnette printanière,2024,189,130
Bernache du Canada,2023,5,54
Bihoreau gris,2016,0,3
Bondrée apivore,2023,8,18
Bouvreuil pivoine,2024,5,29
Bruant des roseaux,2024,144,75
Bruant jaune,2024,572,510
Bruant ortolan,2021,3,1
Bruant proyer,2023,3,12
Bruant zizi,2016,0,3
Busard cendré,2017,0,6
Busard des roseaux,2024,64,108
Busard Saint-Martin,2024,73,83
Buse pattue,2012,0,1
Buse variable,2024,932,862
Caille des blés,2023,41,10
Calopsitte élégante,2023,2,1
Canard chipeau,2024,147,210
Canard colvert,2024,717,825
Canard mandarin,2023,1,21
Canard pilet,2024,61,57
Canard siffleur,2024,78,128
Canard souchet,2023,40,118
Chardonneret élégant,2024,185,155
Chevalier aboyeur,2023,115,188
Chevalier arlequin,2023,19,19
Chevalier culblanc,2024,151,276
Chevalier gambette,2023,76,71
Chevalier guignette,2023,51,101
Chevalier stagnatile,2017,0,12
Chevalier sylvain,2024,147,279
Chevêche d'Athéna,2024,101,101
Choucas des tours,2024,190,207
Chouette hulotte,2024,8,14
Cigogne blanche,2024,490,498
Cigogne noire,2024,6,11
Cincle plongeur (C.c.cinclus),2021,1,18
Circaète Jean-le-Blanc,2018,0,1
Combattant varié,2024,85,231
Corbeau freux,2024,159,190
Corneille noire,2024,978,629
Coucou gris,2023,19,28
Courlis cendré,2023,5,12
Courlis corlieu,2023,13,3
Cygne chanteur,2013,0,8
Cygne noir,2022,3,0
Cygne tuberculé,2024,217,219
Échasse blanche,2023,20,3
Effraie des clochers,2023,10,41
Élanion blanc,2021,4,0
Épervier d'Europe,2024,64,84
Étourneau sansonnet,2024,771,520
Euplecte vorabé,2023,2,0
Faisan de Colchide,2024,161,196
Faucon crécerelle,2024,479,320
Faucon émerillon,2024,54,64
Faucon hobereau,2023,18,22
Faucon pèlerin,2023,20,54
Fauvette à tête noire,2024,230,305
Fauvette babillarde,2021,4,7
Fauvette des jardins,2023,22,38
Fauvette grisette,2023,194,141
Foulque macroule,2024,182,535
Fuligule milouin,2024,13,26
Fuligule morillon,2024,30,75
Fuligule nyroca,2016,0,1
Gallinule poule-d'eau,2023,47,283
Garrot à oeil d'or,2018,0,9
Geai des chênes,2024,202,248
Gobemouche gris,2022,3,6
Gobemouche noir,2022,7,23
Goéland argenté,2024,13,0
Goéland brun,2024,25,3
Goéland cendré,2024,7,8
Goéland leucophée,2024,275,184
Grand Corbeau,2024,40,13
Grand Cormoran,2024,156,355
Grand-duc d'Europe,2021,1,3
Grande Aigrette,2024,479,901
Grand Gravelot,2023,25,75
Grèbe à cou noir,2018,0,14
Grèbe castagneux,2022,10,240
Grèbe huppé,2024,40,102
Grèbe jougris,2021,19,2
Grimpereau des bois,2024,11,12
Grimpereau des jardins,2024,166,151
Grive draine,2024,47,49
Grive litorne,2024,35,111
Grive mauvis,2023,6,14
Grive musicienne,2024,125,216
Grosbec casse-noyaux,2024,82,88
Guêpier d'Europe,2023,17,9
Harle bièvre,2024,32,67
Harle huppé,2014,0,15
Héron cendré,2024,864,863
Héron garde-boeufs,2022,2,1
Héron pourpré,2023,2,3
Hibou moyen-duc,2024,16,28
Hirondelle de fenêtre,2023,102,90
Hirondelle de rivage,2023,14,17
Hirondelle rustique,2024,375,224
Huppe fasciée,2021,4,5
Hypolaïs polyglotte,2020,1,5
Jaseur boréal,2020,1,2
Linotte mélodieuse,2024,468,267
Locustelle tachetée,2023,3,5
Loriot d'Europe,2023,37,62
Martinet noir,2023,71,54
Martin-pêcheur d'Europe,2024,79,125
Merle noir,2024,504,593
Mésange à longue queue,2024,85,117
Mésange bleue,2024,385,425
Mésange boréale,2015,0,6
Mésange charbonnière,2024,510,494
Mésange huppée,2022,1,13
Mésange noire,2021,3,17
Mésange nonnette,2024,80,122
Milan noir,2024,356,320
Milan royal,2024,402,326
Moineau domestique,2024,242,190
Moineau friquet,2024,112,200
Mouette mélanocéphale,2019,2,2
Mouette rieuse,2024,111,169
Nette rousse,2023,3,7
Oie à tête barrée,2021,1,45
Oie cendrée,2024,23,15
Oie rieuse,2017,0,6
Ouette d'Égypte,2024,917,993
Pélican frisé,2016,0,3
Perdrix grise,2021,32,12
Perdrix rouge,2018,0,8
Petit Gravelot,2024,377,373
Pic cendré,2024,5,12
Pic épeiche,2024,318,271
Pic épeichette,2022,4,10
Pic mar,2024,58,51
Pic noir,2024,41,66
Pic vert,2024,184,228
Pie bavarde,2024,192,317
Pie-grièche écorcheur,2023,87,101
Pie-grièche grise,2023,33,92
Pigeon biset domestique,2024,59,41
Pigeon colombin,2024,130,36
Pigeon ramier,2024,436,402
Pinson des arbres,2024,485,555
Pinson du Nord,2024,76,60
Pipit à gorge rousse,2023,1,1
Pipit des arbres,2023,17,15
Pipit farlouse,2024,73,72
Pipit rousseline,2022,1,1
Pipit spioncelle,2023,35,45
Pluvier argenté,2019,1,11
Pluvier doré,2023,19,41
Pouillot fitis,2024,21,58
Pouillot siffleur,2016,0,6
Pouillot véloce,2024,241,289
Râle d'eau,2023,5,11
Rémiz penduline,2019,1,0
Roitelet à triple bandeau,2024,11,16
Roitelet huppé,2024,15,42
Rollier d'Europe,2020,1,0
Rossignol philomèle,2023,98,179
Rougegorge familier,2024,412,345
Rougequeue à front blanc,2023,15,16
Rougequeue noir,2024,117,113
Rousserolle effarvatte,2023,39,66
Rousserolle turdoïde,2015,0,2
Rousserolle verderolle,2021,1,7
Sarcelle d'été,2024,26,128
Sarcelle d'hiver,2024,272,547
Serin cini,2024,51,67
Sittelle torchepot,2024,186,216
Sizerin cabaret,2024,1,1
Sizerin flammé,2024,4,3
Spatule blanche,2017,0,3
Sterne pierregarin,2023,28,56
Tadorne casarca,2024,540,402
Tadorne de Belon,2024,36,75
Tarier des prés,2023,41,61
Tarier pâtre,2024,557,370
Tarin des aulnes,2024,129,119
Torcol fourmilier,2023,13,8
Tourterelle des bois,2021,3,11
Tourterelle turque,2024,56,109
Traquet motteux,2023,77,79
Troglodyte mignon,2024,208,300
Vanneau huppé,2024,668,646
Verdier d'Europe,2024,220,273
