frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,60,64
Aigrette garzette,2024,92,79
Alouette des champs,2022,4,8
Alouette lulu,2022,1,2
Avocette élégante,2017,0,4
Barge à queue noire,2023,12,18
Barge rousse,2023,6,1
Bécasseau cocorli,2023,4,3
Bécasseau maubèche,2019,1,0
Bécasseau minute,2023,9,7
Bécasseau variable,2023,20,35
Bécasse des bois,2023,1,0
Bécassine des marais,2024,30,53
Bécassine sourde,2023,4,1
Bec-croisé des sapins,2016,0,1
Bergeronnette des ruisseaux,2024,13,12
Bergeronnette grise,2023,60,41
Bergeronnette printanière,2023,3,0
Bernache cravant,2023,19,5
Bernache du Canada,2023,1,3
Bernache nonnette,2023,15,1
Bondrée apivore,2022,2,0
Bouscarle de Cetti,2023,85,25
Bouvreuil pivoine,2021,3,5
Bruant des roseaux,2024,56,33
Bruant jaune,2022,3,7
Bruant zizi,2022,6,3
Busard des roseaux,2022,9,10
Busard Saint-Martin,2023,4,4
Buse variable,2024,117,103
Caille des blés,2015,0,2
Canard chipeau,2024,44,57
Canard colvert,2024,283,143
Canard mandarin,2022,4,1
Canard pilet,2024,33,43
Canard siffleur,2024,181,130
Canard souchet,2024,203,156
Chardonneret élégant,2024,25,13
Chevalier aboyeur,2023,26,41
Chevalier arlequin,2015,0,5
Chevalier culblanc,2023,32,28
Chevalier gambette,2023,15,10
Chevalier guignette,2023,65,60
Chevalier sylvain,2023,4,6
Chevêche d'Athéna,2023,5,8
Choucas des tours,2023,8,7
Chouette hulotte,2024,8,8
Cigogne blanche,2023,5,0
Cigogne noire,2023,3,4
Cisticole des joncs,2024,21,1
Combattant varié,2023,30,42
Corbeau freux,2023,5,6
Corneille noire,2024,122,70
Coucou gris,2023,33,18
Courlis cendré,2023,14,13
Courlis corlieu,2023,5,1
Cygne noir,2022,1,1
Cygne tuberculé,2024,13,2
Dendrocygne veuf,2017,0,1
Échasse blanche,2022,1,1
Effraie des clochers,2021,6,1
Élanion blanc,2024,3,0
Épervier d'Europe,2023,7,13
Érismature rousse,2021,2,30
Étourneau sansonnet,2024,96,56
Faisan de Colchide,2024,19,5
Faucon crécerelle,2023,26,52
Faucon émerillon,2013,0,1
Faucon hobereau,2023,14,18
Faucon pèlerin,2023,23,50
Fauvette à tête noire,2024,69,31
Fauvette des jardins,2023,31,19
Fauvette grisette,2022,3,0
Foulque macroule,2024,287,128
Fuligule à bec cerclé,2023,2,0
Fuligule milouin,2024,236,150
Fuligule milouinan,2021,1,2
Fuligule morillon,2024,271,164
Fuligule nyroca,2011,0,2
Gallinule poule-d'eau,2024,42,17
Garrot à oeil d'or,2020,1,0
Geai des chênes,2024,75,41
Gobemouche gris,2021,3,4
Gobemouche noir,2022,2,0
Goéland argenté,2024,69,47
Goéland brun,2024,115,102
Goéland cendré,2024,31,19
Goéland leucophée,2024,91,22
Goéland marin,2023,13,10
Goéland pontique,2023,3,0
Grand Cormoran,2024,186,135
Grande Aigrette,2024,261,186
Grand Gravelot,2023,19,24
Grèbe à cou noir,2023,55,32
Grèbe castagneux,2024,94,87
Grèbe esclavon,2009,0,1
Grèbe huppé,2024,239,168
Grimpereau des jardins,2023,51,16
Grive draine,2023,18,12
Grive litorne,2024,7,6
Grive mauvis,2024,54,12
Grive musicienne,2024,57,27
Grosbec casse-noyaux,2021,1,1
Guifette moustac,2017,0,3
Guifette noire,2023,5,22
Harle bièvre,2024,44,47
Harle huppé,2020,1,3
Harle piette,2009,0,1
Héron cendré,2024,244,155
Héron garde-boeufs,2023,57,13
Héron pourpré,2022,1,1
Hibou moyen-duc,2022,5,1
Hirondelle de fenêtre,2023,26,23
Hirondelle de rivage,2023,14,21
Hirondelle rustique,2023,69,45
Huîtrier pie,2019,7,0
Huppe fasciée,2023,5,2
Hypolaïs polyglotte,2023,22,9
Linotte mélodieuse,2023,11,7
Locustelle tachetée,2022,1,0
Loriot d'Europe,2023,36,33
Macreuse brune,2017,0,8
Marouette ponctuée,2019,2,0
Martinet noir,2023,29,13
Martin-pêcheur d'Europe,2024,49,26
Merle noir,2024,133,77
Mésange à longue queue,2024,66,44
Mésange bleue,2024,165,91
Mésange charbonnière,2024,171,76
Mésange huppée,2024,1,1
Mésange noire,2009,0,1
Mésange nonnette,2023,5,4
Milan royal,2011,0,1
Moineau domestique,2024,102,67
Moineau friquet,2023,3,18
Mouette mélanocéphale,2024,6,7
Mouette pygmée,2022,1,1
Mouette rieuse,2024,186,131
Nette rousse,2020,1,0
Oie cendrée,2024,96,54
Oie rieuse,2022,1,12
Ouette d'Égypte,2021,5,1
Perdrix grise,2020,1,0
Perdrix rouge,2009,0,1
Petit Gravelot,2023,8,10
Phalarope à bec large,2020,1,0
Phragmite des joncs,2022,18,5
Pic épeiche,2023,47,19
Pic épeichette,2021,1,1
Pic mar,2022,4,0
Pic noir,2021,1,4
Pic vert,2023,52,44
Pie bavarde,2024,85,76
Pie-grièche écorcheur,2022,1,0
Pigeon biset domestique,2024,11,5
Pigeon colombin,2022,4,2
Pigeon ramier,2024,121,45
Pinson des arbres,2024,194,96
Pinson du Nord,2022,9,2
Pipit des arbres,2018,0,2
Pipit farlouse,2023,10,8
Pipit spioncelle,2023,19,11
Plongeon imbrin,2012,0,3
Pluvier argenté,2023,5,5
Pluvier doré,2023,5,8
Pouillot fitis,2023,8,6
Pouillot véloce,2023,150,51
Râle d'eau,2021,1,0
Roitelet à triple bandeau,2023,11,15
Roitelet huppé,2023,3,6
Rougegorge familier,2024,189,83
Rougequeue à front blanc,2022,2,1
Rougequeue noir,2024,19,8
Rousserolle effarvatte,2022,8,4
Sarcelle d'été,2023,27,5
Sarcelle d'hiver,2024,210,149
Sittelle torchepot,2023,23,5
Spatule blanche,2023,51,50
Sterne arctique,2015,0,1
Sterne caspienne,2023,1,0
Sterne naine,2021,1,0
Sterne pierregarin,2023,2,4
Tadorne casarca,2019,1,17
Tadorne de Belon,2024,79,21
Tarier des prés,2022,2,3
Tarier pâtre,2023,21,14
Tarin des aulnes,2024,21,7
Tournepierre à collier,2023,3,0
Tourterelle des bois,2022,7,6
Tourterelle turque,2024,42,24
Traquet motteux,2022,3,4
Troglodyte mignon,2024,135,66
Vanneau huppé,2024,126,103
Verdier d'Europe,2023,36,49
