frname,lastobs,newcount,oldcount
Accenteur mouchet,2024,29,58
Aigrette garzette,2009,0,1
Alouette des champs,2023,5,15
Alouette lulu,2023,37,18
Autour des palombes,2024,7,3
Bécasseau variable,2010,0,1
Bécasse des bois,2023,1,1
Bécassine des marais,2019,1,0
Bec-croisé des sapins,2024,45,27
Bergeronnette des ruisseaux,2024,68,41
Bergeronnette grise,2024,123,130
Bergeronnette printanière,2023,2,0
Bondrée apivore,2023,37,8
Bouvreuil pivoine,2023,18,58
Bruant des roseaux,2022,1,4
Bruant fou,2022,1,0
Bruant jaune,2022,24,41
Bruant proyer,2022,1,1
Bruant zizi,2023,49,49
Busard cendré,2022,3,6
Busard Saint-Martin,2023,57,20
Buse variable,2023,330,202
Caille des blés,2022,1,6
Canard carolin,2011,0,2
Canard chipeau,2019,1,0
Canard colvert,2023,77,77
Canard mandarin,2020,1,0
Canard siffleur,2022,2,0
Canard souchet,2019,1,1
Chardonneret élégant,2023,122,118
Chevalier culblanc,2010,0,1
Chevalier guignette,2022,3,1
Chevêche d'Athéna,2024,6,16
Choucas des tours,2024,73,69
Chouette de Tengmalm,2023,1,1
Chouette hulotte,2024,36,52
Cigogne blanche,2015,0,2
Cigogne noire,2022,2,1
Cincle plongeur (C.c.cinclus),2023,12,12
Circaète Jean-le-Blanc,2023,18,6
Corbeau freux,2023,15,3
Corneille noire,2024,227,259
Coucou gris,2023,67,49
Effraie des clochers,2021,4,7
Engoulevent d'Europe,2020,2,6
Épervier d'Europe,2024,46,29
Étourneau sansonnet,2023,141,134
Faisan de Colchide,2023,19,35
Faucon crécerelle,2024,134,98
Faucon émerillon,2021,1,0
Faucon hobereau,2023,14,7
Faucon pèlerin,2023,3,1
Fauvette à tête noire,2023,272,334
Fauvette babillarde,2018,0,1
Fauvette des jardins,2023,2,13
Fauvette grisette,2023,42,52
Foulque macroule,2018,0,3
Fuligule milouin,2018,0,1
Gallinule poule-d'eau,2023,14,8
Geai des chênes,2023,119,134
Gobemouche gris,2023,19,11
Gobemouche noir,2023,12,16
Grand Corbeau,2023,29,19
Grand Cormoran,2024,43,21
Grand-duc d'Europe,2023,34,39
Grande Aigrette,2020,2,0
Grèbe castagneux,2022,2,2
Grèbe huppé,2024,4,5
Grimpereau des bois,2023,3,16
Grimpereau des jardins,2023,104,134
Grive draine,2024,100,109
Grive litorne,2024,25,11
Grive mauvis,2023,11,11
Grive musicienne,2023,69,115
Grosbec casse-noyaux,2023,26,43
Guêpier d'Europe,2023,16,5
Guifette moustac,2014,0,1
Harle bièvre,2023,16,10
Héron cendré,2024,112,75
Héron garde-boeufs,2019,1,0
Hibou moyen-duc,2023,12,7
Hirondelle de fenêtre,2023,77,58
Hirondelle de rivage,2017,0,1
Hirondelle de rochers,2011,0,1
Hirondelle rustique,2023,152,128
Huppe fasciée,2023,31,7
Hypolaïs polyglotte,2023,24,29
Linotte mélodieuse,2023,12,14
Loriot d'Europe,2023,60,50
Martinet à ventre blanc,2023,30,5
Martinet noir,2023,86,51
Martin-pêcheur d'Europe,2023,20,11
Merle à plastron,2022,1,3
Merle noir,2024,300,378
Mésange à longue queue,2024,38,58
Mésange bleue,2023,128,166
Mésange boréale,2023,2,19
Mésange charbonnière,2024,250,322
Mésange huppée,2023,32,83
Mésange noire,2023,40,145
Mésange nonnette,2023,45,104
Milan noir,2023,90,13
Milan royal,2023,87,18
Moineau domestique,2024,228,238
Moineau friquet,2019,1,10
Mouette rieuse,2018,0,1
Oedicnème criard,2015,0,1
Perdrix grise,2020,1,0
Perdrix rouge,2023,3,3
Petit-duc scops,2015,0,2
Petit Gravelot,2023,6,0
Pic épeiche,2023,92,118
Pic épeichette,2024,23,9
Pic mar,2024,10,0
Pic noir,2023,21,27
Pic vert,2023,67,95
Pie bavarde,2023,86,106
Pie-grièche écorcheur,2023,124,63
Pigeon biset domestique,2023,24,18
Pigeon colombin,2022,3,3
Pigeon ramier,2023,252,216
Pinson des arbres,2023,434,416
Pinson du Nord,2023,33,16
Pipit des arbres,2023,7,25
Pipit farlouse,2022,6,11
Pipit spioncelle,2023,20,14
Pluvier doré,2021,1,0
Pouillot de Bonelli,2020,2,1
Pouillot fitis,2023,2,9
Pouillot siffleur,2015,0,1
Pouillot véloce,2023,183,204
Roitelet à triple bandeau,2023,40,45
Roitelet huppé,2023,41,79
Rossignol philomèle,2023,26,49
Rougegorge familier,2023,206,189
Rougequeue à front blanc,2023,72,93
Rougequeue noir,2023,186,187
Rousserolle effarvatte,2020,1,0
Serin cini,2023,76,67
Sittelle torchepot,2023,73,110
Sizerin cabaret,2023,1,7
Sizerin flammé,2023,1,7
Tarier des prés,2020,1,1
Tarier pâtre,2023,41,32
Tarin des aulnes,2023,73,56
Torcol fourmilier,2023,2,2
Tourterelle des bois,2022,15,23
Tourterelle turque,2024,67,100
Traquet motteux,2023,3,3
Troglodyte mignon,2023,126,210
Vanneau huppé,2021,1,4
Vautour moine,2019,2,0
Verdier d'Europe,2024,59,102
