frname,lastobs,newcount,oldcount
Accenteur mouchet,2023,33,6
Aigrette garzette,2009,0,1
Alouette des champs,2023,15,3
Alouette lulu,2023,5,0
Bécasse des bois,2023,3,0
Bécassine des marais,2022,3,1
Bec-croisé des sapins,2018,0,1
Bergeronnette des ruisseaux,2023,34,7
Bergeronnette grise,2023,19,15
Bergeronnette printanière,2023,1,0
Bondrée apivore,2023,3,1
Bouvreuil pivoine,2023,15,5
Bruant jaune,2019,1,1
Bruant zizi,2023,20,2
Busard cendré,2018,0,1
Busard Saint-Martin,2022,4,1
Buse variable,2023,60,9
Canard colvert,2023,18,3
Canard de Barbarie,2022,2,0
Chardonneret élégant,2023,30,2
Chevalier culblanc,2023,2,0
Chevalier guignette,2023,4,0
Choucas des tours,2023,140,24
Chouette hulotte,2022,8,1
Cigogne blanche,2023,1,1
Cisticole des joncs,2022,4,1
Corneille noire,2023,65,9
Coucou gris,2009,0,1
Cygne tuberculé,2022,1,1
Effraie des clochers,2023,6,1
Épervier d'Europe,2023,6,2
Étourneau sansonnet,2023,25,6
Faisan de Colchide,2022,3,2
Faucon crécerelle,2023,11,8
Faucon hobereau,2023,1,1
Faucon pèlerin,2023,1,0
Fauvette à tête noire,2023,34,4
Fauvette des jardins,2023,15,1
Foulque macroule,2021,1,1
Gallinule poule-d'eau,2023,12,2
Geai des chênes,2023,26,2
Gobemouche gris,2023,1,1
Goéland argenté,2023,15,3
Goéland brun,2022,9,2
Goéland leucophée,2022,1,0
Goéland marin,2022,1,0
Grand Corbeau,2009,0,1
Grand Cormoran,2022,11,1
Grande Aigrette,2023,10,0
Grèbe castagneux,2022,1,0
Grèbe huppé,2023,1,0
Grimpereau des jardins,2023,53,3
Grive draine,2023,19,4
Grive litorne,2022,9,1
Grive mauvis,2023,49,4
Grive musicienne,2023,42,6
Héron cendré,2023,21,1
Héron garde-boeufs,2023,11,1
Hirondelle de fenêtre,2023,19,6
Hirondelle de rivage,2023,14,3
Hirondelle rustique,2023,24,4
Linotte mélodieuse,2023,14,2
Martinet noir,2023,30,6
Martin-pêcheur d'Europe,2022,13,5
Merle noir,2023,73,12
Mésange à longue queue,2023,30,5
Mésange bleue,2023,61,9
Mésange charbonnière,2023,62,8
Mésange huppée,2022,11,1
Mésange noire,2021,2,0
Mésange nonnette,2022,3,3
Milan noir,2018,0,1
Milan royal,2023,1,2
Moineau domestique,2023,48,11
Mouette mélanocéphale,2022,1,0
Mouette rieuse,2022,8,2
Perdrix grise,2023,1,0
Perdrix rouge,2021,1,0
Pic épeiche,2023,35,4
Pic épeichette,2022,1,1
Pic mar,2022,11,0
Pic noir,2021,1,3
Pic vert,2023,13,4
Pie bavarde,2023,24,9
Pigeon biset domestique,2023,3,4
Pigeon colombin,2021,2,1
Pigeon ramier,2023,117,12
Pinson des arbres,2023,106,15
Pinson du Nord,2021,1,1
Pipit farlouse,2022,15,3
Pluvier doré,2022,1,1
Pouillot véloce,2023,46,3
Roitelet à triple bandeau,2023,25,4
Roitelet huppé,2023,12,2
Rougegorge familier,2023,71,12
Rougequeue noir,2019,0,1
Serin cini,2022,2,0
Sittelle torchepot,2023,45,2
Tarier pâtre,2022,10,0
Tarin des aulnes,2022,7,1
Tourterelle des bois,2018,0,3
Tourterelle turque,2023,30,6
Troglodyte mignon,2023,55,7
Vanneau huppé,2023,9,7
Verdier d'Europe,2023,22,7
