ID_ODF,MAILLE,ID_FAUNE_FRANCE
45232,E047N670,1331
45233,E047N671,1332
45234,E047N672,1333
45235,E047N673,1334
45236,E047N674,1335
45237,E047N675,1336
45238,E047N676,1337
45239,E047N677,1338
45240,E047N678,1339
45241,E047N679,1340
45242,E047N680,1341
45243,E047N681,1342
45244,E047N682,1343
45245,E047N683,1344
45246,E047N684,1345
45247,E047N685,1346
45248,E047N686,1347
45249,E047N687,1348
45250,E047N688,1349
45251,E047N689,1350
45252,E047N690,1351
45253,E047N691,1352
45264,E048N617,1353
45265,E048N618,1354
45266,E048N619,1355
45267,E048N620,1356
45268,E048N621,1357
45269,E048N622,1358
45270,E048N623,1359
45271,E048N624,1360
45272,E048N625,1361
45273,E048N626,1362
45274,E048N627,1363
45275,E048N628,1364
45276,E048N629,1365
45277,E048N630,1366
45278,E048N631,1367
45279,E048N632,1368
45280,E048N633,1369
45281,E048N634,1370
45282,E048N635,1371
45283,E048N636,1372
45284,E048N637,1373
45285,E048N638,1374
45286,E048N639,1375
45287,E048N640,1376
45288,E048N641,1377
45289,E048N642,1378
45290,E048N643,1379
45291,E048N644,1380
45292,E048N645,1381
45293,E048N646,1382
45294,E048N647,1383
45295,E048N648,1384
45296,E048N649,1385
45297,E048N650,1386
45298,E048N651,1387
45299,E048N652,1388
45300,E048N653,1389
45301,E048N654,1390
45302,E048N655,1391
45303,E048N656,1392
45304,E048N657,1393
45305,E048N658,1394
45306,E048N659,1395
45307,E048N660,1396
45308,E048N661,1397
45309,E048N662,1398
45310,E048N663,1399
45311,E048N664,1400
45312,E048N665,1401
45313,E048N666,1402
45314,E048N667,1403
45315,E048N668,1404
45316,E048N669,1405
45317,E048N670,1406
45318,E048N671,1407
45319,E048N672,1408
45320,E048N673,1409
45321,E048N674,1410
45322,E048N675,1411
45323,E048N676,1412
45324,E048N677,1413
45325,E048N678,1414
45326,E048N679,1415
45327,E048N680,1416
45328,E048N681,1417
45329,E048N682,1418
45330,E048N683,1419
45331,E048N684,1420
45332,E048N685,1421
45333,E048N686,1422
45334,E048N687,1423
45335,E048N688,1424
45336,E048N689,1425
45337,E048N690,1426
45338,E048N691,1427
45339,E048N692,1428
45340,E048N693,1429
45341,E048N694,1430
45349,E049N618,1431
45350,E049N619,1432
45351,E049N620,1433
45352,E049N621,1434
45353,E049N622,1435
45354,E049N623,1436
45355,E049N624,1437
45356,E049N625,1438
45357,E049N626,1439
45358,E049N627,1440
45359,E049N628,1441
45360,E049N629,1442
45361,E049N630,1443
45362,E049N631,1444
45363,E049N632,1445
45364,E049N633,1446
45365,E049N634,1447
45366,E049N635,1448
45367,E049N636,1449
45368,E049N637,1450
45369,E049N638,1451
45370,E049N639,1452
45371,E049N640,1453
45372,E049N641,1454
45373,E049N642,1455
45374,E049N643,1456
45375,E049N644,1457
45376,E049N645,1458
45377,E049N646,1459
45378,E049N647,1460
45379,E049N648,1461
45380,E049N649,1462
45381,E049N650,1463
45382,E049N651,1464
45383,E049N652,1465
45384,E049N653,1466
45385,E049N654,1467
45386,E049N655,1468
45387,E049N656,1469
45388,E049N657,1470
45389,E049N658,1471
45390,E049N659,1472
45391,E049N660,1473
45392,E049N661,1474
45393,E049N662,1475
45394,E049N663,1476
45395,E049N664,1477
45396,E049N665,1478
45397,E049N666,1479
45398,E049N667,1480
45399,E049N668,1481
45400,E049N669,1482
45401,E049N670,1483
45402,E049N671,1484
45403,E049N672,1485
45404,E049N673,1486
45405,E049N674,1487
45406,E049N675,1488
45407,E049N676,1489
45408,E049N677,1490
45409,E049N678,1491
45410,E049N679,1492
45411,E049N680,1493
45412,E049N681,1494
45413,E049N682,1495
45414,E049N683,1496
45415,E049N684,1497
45416,E049N685,1498
45417,E049N686,1499
45418,E049N687,1500
45419,E049N688,1501
45420,E049N689,1502
45421,E049N690,1503
45422,E049N691,1504
45423,E049N692,1505
45424,E049N693,1506
45425,E049N694,1507
45426,E049N695,1508
45427,E049N696,1509
45434,E050N617,1510
45435,E050N618,1511
45436,E050N619,1512
45437,E050N620,1513
45438,E050N621,1514
45439,E050N622,1515
45440,E050N623,1516
45441,E050N624,1517
45442,E050N625,1518
45443,E050N626,1519
45444,E050N627,1520
45445,E050N628,1521
45446,E050N629,1522
45447,E050N630,1523
45448,E050N631,1524
45449,E050N632,1525
45450,E050N633,1526
45451,E050N634,1527
45452,E050N635,1528
45453,E050N636,1529
45454,E050N637,1530
45455,E050N638,1531
45456,E050N639,1532
45457,E050N640,1533
45458,E050N641,1534
45459,E050N642,1535
45460,E050N643,1536
45461,E050N644,1537
45462,E050N645,1538
45463,E050N646,1539
45464,E050N647,1540
45465,E050N648,1541
45466,E050N649,1542
45467,E050N650,1543
45468,E050N651,1544
45469,E050N652,1545
45470,E050N653,1546
45471,E050N654,1547
45472,E050N655,1548
45473,E050N656,1549
45474,E050N657,1550
45475,E050N658,1551
45476,E050N659,1552
45477,E050N660,1553
45478,E050N661,1554
45479,E050N662,1555
45480,E050N663,1556
45481,E050N664,1557
45482,E050N665,1558
45483,E050N666,1559
45484,E050N667,1560
45485,E050N668,1561
45486,E050N669,1562
45487,E050N670,1563
45488,E050N671,1564
45489,E050N672,1565
45490,E050N673,1566
45491,E050N674,1567
45492,E050N675,1568
45493,E050N676,1569
45494,E050N677,1570
45495,E050N678,1571
45496,E050N679,1572
45497,E050N680,1573
45498,E050N681,1574
45499,E050N682,1575
45500,E050N683,1576
45501,E050N684,1577
45502,E050N685,1578
45503,E050N686,1579
45504,E050N687,1580
45505,E050N688,1581
45506,E050N689,1582
45507,E050N690,1583
45508,E050N691,1584
45509,E050N692,1585
45510,E050N693,1586
45511,E050N694,1587
45512,E050N695,1588
45513,E050N696,1589
45520,E051N619,1590
45521,E051N620,1591
45522,E051N621,1592
45523,E051N622,1593
45524,E051N623,1594
45525,E051N624,1595
45526,E051N625,1596
45527,E051N626,1597
45528,E051N627,1598
45529,E051N628,1599
45530,E051N629,1600
45531,E051N630,1601
45532,E051N631,1602
45533,E051N632,1603
45534,E051N633,1604
45535,E051N634,1605
45536,E051N635,1606
45537,E051N636,1607
45538,E051N637,1608
45539,E051N638,1609
45540,E051N639,1610
45541,E051N640,1611
45542,E051N641,1612
45543,E051N642,1613
45544,E051N643,1614
45545,E051N644,1615
45546,E051N645,1616
45547,E051N646,1617
45548,E051N647,1618
45549,E051N648,1619
45550,E051N649,1620
45551,E051N650,1621
45552,E051N651,1622
45553,E051N652,1623
45554,E051N653,1624
45555,E051N654,1625
45556,E051N655,1626
45557,E051N656,1627
45558,E051N657,1628
45559,E051N658,1629
45560,E051N659,1630
45561,E051N660,1631
45562,E051N661,1632
45563,E051N662,1633
45564,E051N663,1634
45565,E051N664,1635
45566,E051N665,1636
45567,E051N666,1637
45568,E051N667,1638
45569,E051N668,1639
45570,E051N669,1640
45571,E051N670,1641
45572,E051N671,1642
45573,E051N672,1643
45574,E051N673,1644
45575,E051N674,1645
45576,E051N675,1646
45577,E051N676,1647
45578,E051N677,1648
45579,E051N678,1649
45580,E051N679,1650
45581,E051N680,1651
45582,E051N681,1652
45583,E051N682,1653
45584,E051N683,1654
45585,E051N684,1655
45586,E051N685,1656
45587,E051N686,1657
45588,E051N687,1658
45589,E051N688,1659
45590,E051N689,1660
45591,E051N690,1661
45592,E051N691,1662
45593,E051N692,1663
45594,E051N693,1664
45595,E051N694,1665
45596,E051N695,1666
45597,E051N696,1667
45598,E051N697,1668
45604,E052N619,1669
45605,E052N620,1670
45606,E052N621,1671
45607,E052N622,1672
45608,E052N623,1673
45609,E052N624,1674
45610,E052N625,1675
45611,E052N626,1676
45612,E052N627,1677
45613,E052N628,1678
45614,E052N629,1679
45615,E052N630,1680
45616,E052N631,1681
45617,E052N632,1682
45618,E052N633,1683
45619,E052N634,1684
45620,E052N635,1685
45621,E052N636,1686
45622,E052N637,1687
45623,E052N638,1688
45624,E052N639,1689
45625,E052N640,1690
45626,E052N641,1691
45627,E052N642,1692
45628,E052N643,1693
45629,E052N644,1694
45630,E052N645,1695
45631,E052N646,1696
45632,E052N647,1697
45633,E052N648,1698
45634,E052N649,1699
45635,E052N650,1700
45636,E052N651,1701
45637,E052N652,1702
45638,E052N653,1703
45639,E052N654,1704
45640,E052N655,1705
45641,E052N656,1706
45642,E052N657,1707
45643,E052N658,1708
45644,E052N659,1709
45645,E052N660,1710
45646,E052N661,1711
45647,E052N662,1712
45648,E052N663,1713
45649,E052N664,1714
45650,E052N665,1715
45651,E052N666,1716
45652,E052N667,1717
45653,E052N668,1718
45654,E052N669,1719
45655,E052N670,1720
45656,E052N671,1721
45657,E052N672,1722
45658,E052N673,1723
45659,E052N674,1724
45660,E052N675,1725
45661,E052N676,1726
45662,E052N677,1727
45663,E052N678,1728
45664,E052N679,1729
45665,E052N680,1730
45666,E052N681,1731
45667,E052N682,1732
45668,E052N683,1733
45669,E052N684,1734
45670,E052N685,1735
45671,E052N686,1736
45672,E052N687,1737
45673,E052N688,1738
45674,E052N689,1739
45675,E052N690,1740
45676,E052N691,1741
45677,E052N692,1742
45678,E052N693,1743
45679,E052N694,1744
45680,E052N695,1745
45681,E052N696,1746
45682,E052N697,1747
45688,E053N618,1748
45689,E053N619,1749
45690,E053N620,1750
45691,E053N621,1751
45692,E053N622,1752
45693,E053N623,1753
45694,E053N624,1754
45695,E053N625,1755
45696,E053N626,1756
45697,E053N627,1757
45698,E053N628,1758
45699,E053N629,1759
45700,E053N630,1760
45701,E053N631,1761
45702,E053N632,1762
45703,E053N633,1763
45704,E053N634,1764
45705,E053N635,1765
45706,E053N636,1766
45707,E053N637,1767
45708,E053N638,1768
45709,E053N639,1769
45710,E053N640,1770
45711,E053N641,1771
45712,E053N642,1772
45713,E053N643,1773
45714,E053N644,1774
45715,E053N645,1775
45716,E053N646,1776
45717,E053N647,1777
45718,E053N648,1778
45719,E053N649,1779
45720,E053N650,1780
45721,E053N651,1781
45722,E053N652,1782
45723,E053N653,1783
45724,E053N654,1784
45725,E053N655,1785
45726,E053N656,1786
45727,E053N657,1787
45728,E053N658,1788
45729,E053N659,1789
45730,E053N660,1790
45731,E053N661,1791
45732,E053N662,1792
45733,E053N663,1793
45734,E053N664,1794
45735,E053N665,1795
45736,E053N666,1796
45737,E053N667,1797
45738,E053N668,1798
45739,E053N669,1799
45740,E053N670,1800
45741,E053N671,1801
45742,E053N672,1802
45743,E053N673,1803
45744,E053N674,1804
45745,E053N675,1805
45746,E053N676,1806
45747,E053N677,1807
45748,E053N678,1808
45749,E053N679,1809
45750,E053N680,1810
45751,E053N681,1811
45752,E053N682,1812
45753,E053N683,1813
45754,E053N684,1814
45755,E053N685,1815
45756,E053N686,1816
45757,E053N687,1817
45758,E053N688,1818
45759,E053N689,1819
45760,E053N690,1820
45761,E053N691,1821
45762,E053N692,1822
45763,E053N693,1823
45764,E053N694,1824
45765,E053N695,1825
45766,E053N696,1826
45767,E053N697,1827
45774,E054N618,1828
45775,E054N619,1829
45776,E054N620,1830
45777,E054N621,1831
45778,E054N622,1832
45779,E054N623,1833
45780,E054N624,1834
45781,E054N625,1835
45782,E054N626,1836
45783,E054N627,1837
45784,E054N628,1838
45785,E054N629,1839
45786,E054N630,1840
45787,E054N631,1841
45788,E054N632,1842
45789,E054N633,1843
45790,E054N634,1844
45791,E054N635,1845
45792,E054N636,1846
45793,E054N637,1847
45794,E054N638,1848
45795,E054N639,1849
45796,E054N640,1850
45797,E054N641,1851
45798,E054N642,1852
45799,E054N643,1853
45800,E054N644,1854
45801,E054N645,1855
45802,E054N646,1856
45803,E054N647,1857
45804,E054N648,1858
45805,E054N649,1859
45806,E054N650,1860
45807,E054N651,1861
45808,E054N652,1862
45809,E054N653,1863
45810,E054N654,1864
45811,E054N655,1865
45812,E054N656,1866
45813,E054N657,1867
45814,E054N658,1868
45815,E054N659,1869
45816,E054N660,1870
45817,E054N661,1871
45818,E054N662,1872
45819,E054N663,1873
45820,E054N664,1874
45821,E054N665,1875
45822,E054N666,1876
45823,E054N667,1877
45824,E054N668,1878
45825,E054N669,1879
45826,E054N670,1880
45827,E054N671,1881
45828,E054N672,1882
45829,E054N673,1883
45830,E054N674,1884
45831,E054N675,1885
45832,E054N676,1886
45833,E054N677,1887
45834,E054N678,1888
45835,E054N679,1889
45836,E054N680,1890
45837,E054N681,1891
45838,E054N682,1892
45839,E054N683,1893
45840,E054N684,1894
45841,E054N685,1895
45842,E054N686,1896
45843,E054N687,1897
45844,E054N688,1898
45845,E054N689,1899
45846,E054N690,1900
45847,E054N691,1901
45848,E054N692,1902
45849,E054N693,1903
45850,E054N694,1904
45851,E054N695,1905
45852,E054N696,1906
45853,E054N697,1907
45854,E054N698,1908
45861,E055N618,1909
45862,E055N619,1910
45863,E055N620,1911
45864,E055N621,1912
45865,E055N622,1913
45866,E055N623,1914
45867,E055N624,1915
45868,E055N625,1916
45869,E055N626,1917
45870,E055N627,1918
45871,E055N628,1919
45872,E055N629,1920
45873,E055N630,1921
45874,E055N631,1922
45875,E055N632,1923
45876,E055N633,1924
45877,E055N634,1925
45878,E055N635,1926
45879,E055N636,1927
45880,E055N637,1928
45881,E055N638,1929
45882,E055N639,1930
45883,E055N640,1931
45884,E055N641,1932
45885,E055N642,1933
45886,E055N643,1934
45887,E055N644,1935
45888,E055N645,1936
45889,E055N646,1937
45890,E055N647,1938
45891,E055N648,1939
45892,E055N649,1940
45893,E055N650,1941
45894,E055N651,1942
45895,E055N652,1943
45896,E055N653,1944
45897,E055N654,1945
45898,E055N655,1946
45899,E055N656,1947
45900,E055N657,1948
45901,E055N658,1949
45902,E055N659,1950
45903,E055N660,1951
45904,E055N661,1952
45905,E055N662,1953
45906,E055N663,1954
45907,E055N664,1955
45908,E055N665,1956
45909,E055N666,1957
45910,E055N667,1958
45911,E055N668,1959
45912,E055N669,1960
45913,E055N670,1961
45914,E055N671,1962
45915,E055N672,1963
45916,E055N673,1964
45917,E055N674,1965
45918,E055N675,1966
45919,E055N676,1967
45920,E055N677,1968
45921,E055N678,1969
45922,E055N679,1970
45923,E055N680,1971
45924,E055N681,1972
45925,E055N682,1973
45926,E055N683,1974
45927,E055N684,1975
45928,E055N685,1976
45929,E055N686,1977
45930,E055N687,1978
45931,E055N688,1979
45932,E055N689,1980
45933,E055N690,1981
45934,E055N691,1982
45935,E055N692,1983
45936,E055N693,1984
45937,E055N694,1985
45938,E055N695,1986
45939,E055N696,1987
45940,E055N697,1988
45941,E055N698,1989
45949,E056N617,1990
45950,E056N618,1991
45951,E056N619,1992
45952,E056N620,1993
45953,E056N621,1994
45954,E056N622,1995
45955,E056N623,1996
45956,E056N624,1997
45957,E056N625,1998
45958,E056N626,1999
45959,E056N627,2000
45960,E056N628,2001
45961,E056N629,2002
45962,E056N630,2003
45963,E056N631,2004
45964,E056N632,2005
45965,E056N633,2006
45966,E056N634,2007
45967,E056N635,2008
45968,E056N636,2009
45969,E056N637,2010
45970,E056N638,2011
45971,E056N639,2012
45972,E056N640,2013
45973,E056N641,2014
45974,E056N642,2015
45975,E056N643,2016
45976,E056N644,2017
45977,E056N645,2018
45978,E056N646,2019
45979,E056N647,2020
45980,E056N648,2021
45981,E056N649,2022
45982,E056N650,2023
45983,E056N651,2024
45984,E056N652,2025
45985,E056N653,2026
45986,E056N654,2027
45987,E056N655,2028
45988,E056N656,2029
45989,E056N657,2030
45990,E056N658,2031
45991,E056N659,2032
45992,E056N660,2033
45993,E056N661,2034
45994,E056N662,2035
45995,E056N663,2036
45996,E056N664,2037
45997,E056N665,2038
45998,E056N666,2039
45999,E056N667,2040
46000,E056N668,2041
46001,E056N669,2042
46002,E056N670,2043
46003,E056N671,2044
46004,E056N672,2045
46005,E056N673,2046
46006,E056N674,2047
46007,E056N675,2048
46008,E056N676,2049
46009,E056N677,2050
46010,E056N678,2051
46011,E056N679,2052
46012,E056N680,2053
46013,E056N681,2054
46014,E056N682,2055
46015,E056N683,2056
46016,E056N684,2057
46017,E056N685,2058
46018,E056N686,2059
46019,E056N687,2060
46020,E056N688,2061
46021,E056N689,2062
46022,E056N690,2063
46023,E056N691,2064
46024,E056N692,2065
46025,E056N693,2066
46026,E056N694,2067
46027,E056N695,2068
46028,E056N696,2069
46029,E056N697,2070
46030,E056N698,2071
46039,E057N616,2072
46040,E057N617,2073
46041,E057N618,2074
46042,E057N619,2075
46043,E057N620,2076
46044,E057N621,2077
46045,E057N622,2078
46046,E057N623,2079
46047,E057N624,2080
46048,E057N625,2081
46049,E057N626,2082
46050,E057N627,2083
46051,E057N628,2084
46052,E057N629,2085
46053,E057N630,2086
46054,E057N631,2087
46055,E057N632,2088
46056,E057N633,2089
46057,E057N634,2090
46058,E057N635,2091
46059,E057N636,2092
46060,E057N637,2093
46061,E057N638,2094
46062,E057N639,2095
46063,E057N640,2096
46064,E057N641,2097
46065,E057N642,2098
46066,E057N643,2099
46067,E057N644,2100
46068,E057N645,2101
46069,E057N646,2102
46070,E057N647,2103
46071,E057N648,2104
46072,E057N649,2105
46073,E057N650,2106
46074,E057N651,2107
46075,E057N652,2108
46076,E057N653,2109
46077,E057N654,2110
46078,E057N655,2111
46079,E057N656,2112
46080,E057N657,2113
46081,E057N658,2114
46082,E057N659,2115
46083,E057N660,2116
42720,E057N661,2117
42721,E057N662,2118
42722,E057N663,2119
42723,E057N664,2120
42724,E057N665,2121
42725,E057N666,2122
42726,E057N667,2123
42727,E057N668,2124
42728,E057N669,2125
42729,E057N670,2126
42730,E057N671,2127
42731,E057N672,2128
42732,E057N673,2129
42733,E057N674,2130
42734,E057N675,2131
42735,E057N676,2132
42736,E057N677,2133
42737,E057N678,2134
42738,E057N679,2135
42739,E057N680,2136
42740,E057N681,2137
42741,E057N682,2138
42742,E057N683,2139
42743,E057N684,2140
42744,E057N685,2141
42745,E057N686,2142
42746,E057N687,2143
42747,E057N688,2144
42748,E057N689,2145
42749,E057N690,2146
42750,E057N691,2147
42751,E057N692,2148
42752,E057N693,2149
42753,E057N694,2150
42754,E057N695,2151
42755,E057N696,2152
46084,E057N697,2153
46085,E057N698,2154
46086,E057N699,2155
46097,E058N616,2156
46098,E058N617,2157
46099,E058N618,2158
46100,E058N619,2159
46101,E058N620,2160
46102,E058N621,2161
46103,E058N622,2162
46104,E058N623,2163
46105,E058N624,2164
46106,E058N625,2165
46107,E058N626,2166
46108,E058N627,2167
46109,E058N628,2168
46110,E058N629,2169
46111,E058N630,2170
46112,E058N631,2171
46113,E058N632,2172
46114,E058N633,2173
46115,E058N634,2174
46116,E058N635,2175
46117,E058N636,2176
46118,E058N637,2177
46119,E058N638,2178
46120,E058N639,2179
46121,E058N640,2180
46122,E058N641,2181
46123,E058N642,2182
46124,E058N643,2183
46125,E058N644,2184
46126,E058N645,2185
46127,E058N646,2186
46128,E058N647,2187
46129,E058N648,2188
46130,E058N649,2189
46131,E058N650,2190
46132,E058N651,2191
46133,E058N652,2192
46134,E058N653,2193
46135,E058N654,2194
46136,E058N655,2195
46137,E058N656,2196
46138,E058N657,2197
46139,E058N658,2198
46140,E058N659,2199
46141,E058N660,2200
46142,E058N661,2201
46143,E058N662,2202
46144,E058N663,2203
46145,E058N664,2204
46146,E058N665,2205
46147,E058N666,2206
46148,E058N667,2207
46149,E058N668,2208
46150,E058N669,2209
46151,E058N670,2210
46152,E058N671,2211
46153,E058N672,2212
46154,E058N673,2213
46155,E058N674,2214
46156,E058N675,2215
46157,E058N676,2216
46158,E058N677,2217
46159,E058N678,2218
46160,E058N679,2219
46161,E058N680,2220
46162,E058N681,2221
46163,E058N682,2222
46164,E058N683,2223
46165,E058N684,2224
46166,E058N685,2225
46167,E058N686,2226
46168,E058N687,2227
46169,E058N688,2228
46170,E058N689,2229
46171,E058N690,2230
46172,E058N691,2231
46173,E058N692,2232
46174,E058N693,2233
46175,E058N694,2234
46176,E058N695,2235
46177,E058N696,2236
46178,E058N697,2237
46179,E058N698,2238
46180,E058N699,2239
46181,E058N700,2240
46192,E059N615,2241
46193,E059N616,2242
46194,E059N617,2243
46195,E059N618,2244
46196,E059N619,2245
46197,E059N620,2246
46198,E059N621,2247
46199,E059N622,2248
46200,E059N623,2249
46201,E059N624,2250
46202,E059N625,2251
46203,E059N626,2252
46204,E059N627,2253
46205,E059N628,2254
46206,E059N629,2255
46207,E059N630,2256
46208,E059N631,2257
46209,E059N632,2258
46210,E059N633,2259
46211,E059N634,2260
46212,E059N635,2261
46213,E059N636,2262
46214,E059N637,2263
46215,E059N638,2264
46216,E059N639,2265
46217,E059N640,2266
46218,E059N641,2267
46219,E059N642,2268
46220,E059N643,2269
46221,E059N644,2270
46222,E059N645,2271
46223,E059N646,2272
46224,E059N647,2273
46225,E059N648,2274
46226,E059N649,2275
46227,E059N650,2276
46228,E059N651,2277
46229,E059N652,2278
46230,E059N653,2279
46231,E059N654,2280
46232,E059N655,2281
46233,E059N656,2282
46234,E059N657,2283
46235,E059N658,2284
46236,E059N659,2285
46237,E059N660,2286
46238,E059N661,2287
46239,E059N662,2288
46240,E059N663,2289
46241,E059N664,2290
46242,E059N665,2291
46243,E059N666,2292
46244,E059N667,2293
46245,E059N668,2294
46246,E059N669,2295
46247,E059N670,2296
46248,E059N671,2297
46249,E059N672,2298
46250,E059N673,2299
46251,E059N674,2300
46252,E059N675,2301
46253,E059N676,2302
46254,E059N677,2303
46255,E059N678,2304
46256,E059N679,2305
46257,E059N680,2306
46258,E059N681,2307
46259,E059N682,2308
46260,E059N683,2309
46261,E059N684,2310
46262,E059N685,2311
46263,E059N686,2312
46264,E059N687,2313
46265,E059N688,2314
46266,E059N689,2315
46267,E059N690,2316
46268,E059N691,2317
46269,E059N692,2318
46270,E059N693,2319
46271,E059N694,2320
46272,E059N695,2321
46273,E059N696,2322
46274,E059N697,2323
46275,E059N698,2324
46276,E059N699,2325
46277,E059N700,2326
46278,E059N701,2327
46279,E059N702,2328
46280,E059N703,2329
46281,E059N704,2330
46282,E059N705,2331
46283,E059N706,2332
46284,E059N707,2333
46285,E059N708,2334
46288,E060N615,2335
46289,E060N616,2336
46290,E060N617,2337
46291,E060N618,2338
46292,E060N619,2339
46293,E060N620,2340
46294,E060N621,2341
46295,E060N622,2342
46296,E060N623,2343
46297,E060N624,2344
46298,E060N625,2345
46299,E060N626,2346
46300,E060N627,2347
46301,E060N628,2348
46302,E060N629,2349
46303,E060N630,2350
46304,E060N631,2351
46305,E060N632,2352
46306,E060N633,2353
46307,E060N634,2354
46308,E060N635,2355
46309,E060N636,2356
46310,E060N637,2357
46311,E060N638,2358
46312,E060N639,2359
46313,E060N640,2360
46314,E060N641,2361
46315,E060N642,2362
46316,E060N643,2363
46317,E060N644,2364
46318,E060N645,2365
46319,E060N646,2366
46320,E060N647,2367
46321,E060N648,2368
46322,E060N649,2369
46323,E060N650,2370
46324,E060N651,2371
46325,E060N652,2372
46326,E060N653,2373
46327,E060N654,2374
46328,E060N655,2375
46329,E060N656,2376
46330,E060N657,2377
46331,E060N658,2378
46332,E060N659,2379
46333,E060N660,2380
46334,E060N661,2381
46335,E060N662,2382
46336,E060N663,2383
46337,E060N664,2384
46338,E060N665,2385
46339,E060N666,2386
46340,E060N667,2387
46341,E060N668,2388
46342,E060N669,2389
46343,E060N670,2390
46344,E060N671,2391
46345,E060N672,2392
46346,E060N673,2393
46347,E060N674,2394
46348,E060N675,2395
46349,E060N676,2396
46350,E060N677,2397
46351,E060N678,2398
46352,E060N679,2399
46353,E060N680,2400
46354,E060N681,2401
46355,E060N682,2402
46356,E060N683,2403
46357,E060N684,2404
46358,E060N685,2405
46359,E060N686,2406
46360,E060N687,2407
46361,E060N688,2408
46362,E060N689,2409
46363,E060N690,2410
46364,E060N691,2411
46365,E060N692,2412
46366,E060N693,2413
46367,E060N694,2414
46368,E060N695,2415
46369,E060N696,2416
46370,E060N697,2417
46371,E060N698,2418
46372,E060N699,2419
46373,E060N700,2420
46374,E060N701,2421
46375,E060N702,2422
46376,E060N703,2423
46377,E060N704,2424
46378,E060N705,2425
46379,E060N706,2426
46380,E060N707,2427
46381,E060N708,2428
46382,E060N709,2429
46385,E061N613,2430
46386,E061N614,2431
46387,E061N615,2432
46388,E061N616,2433
46389,E061N617,2434
46390,E061N618,2435
46391,E061N619,2436
46392,E061N620,2437
46393,E061N621,2438
46394,E061N622,2439
46395,E061N623,2440
46396,E061N624,2441
46397,E061N625,2442
46398,E061N626,2443
46399,E061N627,2444
46400,E061N628,2445
46401,E061N629,2446
46402,E061N630,2447
46403,E061N631,2448
46404,E061N632,2449
46405,E061N633,2450
46406,E061N634,2451
46407,E061N635,2452
46408,E061N636,2453
46409,E061N637,2454
46410,E061N638,2455
46411,E061N639,2456
46412,E061N640,2457
46413,E061N641,2458
46414,E061N642,2459
46415,E061N643,2460
46416,E061N644,2461
46417,E061N645,2462
46418,E061N646,2463
46419,E061N647,2464
46420,E061N648,2465
46421,E061N649,2466
46422,E061N650,2467
46423,E061N651,2468
46424,E061N652,2469
46425,E061N653,2470
46426,E061N654,2471
46427,E061N655,2472
46428,E061N656,2473
46429,E061N657,2474
46430,E061N658,2475
46431,E061N659,2476
46432,E061N660,2477
46433,E061N661,2478
46434,E061N662,2479
46435,E061N663,2480
46436,E061N664,2481
46437,E061N665,2482
46438,E061N666,2483
46439,E061N667,2484
46440,E061N668,2485
46441,E061N669,2486
46442,E061N670,2487
46443,E061N671,2488
46444,E061N672,2489
46445,E061N673,2490
46446,E061N674,2491
46447,E061N675,2492
46448,E061N676,2493
46449,E061N677,2494
46450,E061N678,2495
46451,E061N679,2496
46452,E061N680,2497
46453,E061N681,2498
46454,E061N682,2499
46455,E061N683,2500
46456,E061N684,2501
46457,E061N685,2502
46458,E061N686,2503
46459,E061N687,2504
46460,E061N688,2505
46461,E061N689,2506
46462,E061N690,2507
46463,E061N691,2508
46464,E061N692,2509
46465,E061N693,2510
46466,E061N694,2511
46467,E061N695,2512
46468,E061N696,2513
46469,E061N697,2514
46470,E061N698,2515
46471,E061N699,2516
46472,E061N700,2517
46473,E061N701,2518
46474,E061N702,2519
46475,E061N703,2520
46476,E061N704,2521
46477,E061N705,2522
46478,E061N706,2523
46479,E061N707,2524
42756,E061N708,2525
42757,E061N709,2526
42761,E062N614,2527
42762,E062N615,2528
42763,E062N616,2529
42764,E062N617,2530
42765,E062N618,2531
42766,E062N619,2532
42767,E062N620,2533
42768,E062N621,2534
42769,E062N622,2535
42770,E062N623,2536
42771,E062N624,2537
42772,E062N625,2538
42773,E062N626,2539
42774,E062N627,2540
42775,E062N628,2541
42776,E062N629,2542
42777,E062N630,2543
42778,E062N631,2544
42779,E062N632,2545
42780,E062N633,2546
42781,E062N634,2547
42782,E062N635,2548
42783,E062N636,2549
42784,E062N637,2550
42785,E062N638,2551
42786,E062N639,2552
42787,E062N640,2553
42788,E062N641,2554
42789,E062N642,2555
42790,E062N643,2556
42791,E062N644,2557
46588,E062N645,2558
46589,E062N646,2559
46590,E062N647,2560
46591,E062N648,2561
46592,E062N649,2562
46593,E062N650,2563
46594,E062N651,2564
46595,E062N652,2565
46596,E062N653,2566
46597,E062N654,2567
46598,E062N655,2568
46599,E062N656,2569
46600,E062N657,2570
46601,E062N658,2571
46602,E062N659,2572
46603,E062N660,2573
46604,E062N661,2574
46605,E062N662,2575
46606,E062N663,2576
46607,E062N664,2577
46608,E062N665,2578
46609,E062N666,2579
46610,E062N667,2580
46611,E062N668,2581
46612,E062N669,2582
46613,E062N670,2583
46614,E062N671,2584
46615,E062N672,2585
46616,E062N673,2586
46617,E062N674,2587
46618,E062N675,2588
46619,E062N676,2589
46620,E062N677,2590
46621,E062N678,2591
46622,E062N679,2592
46623,E062N680,2593
46624,E062N681,2594
46625,E062N682,2595
46626,E062N683,2596
46627,E062N684,2597
46628,E062N685,2598
46629,E062N686,2599
46630,E062N687,2600
